"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12";"6135.12"
"4am";" 608.221";" 461.342";" 654.673";"1155.328";" 264.955";" 369.704";" 209.252";" 288.117";" 219.276";" 173.100";"  84.302";" 971.078";" 163.152";" 310.447";" 258.332";" 165.549";"  54.788";"  11.637"
"5am";" 608.221";" 461.342";" 654.673";"1155.328";" 264.955";" 369.704";" 209.252";" 288.117";" 219.276";" 173.100";"  84.302";" 971.078";" 163.152";" 310.447";" 258.332";" 165.549";"  54.788";"  11.637"
"6am";" 608.221";" 461.342";" 654.673";"1155.328";" 264.955";" 369.704";" 209.252";" 288.117";" 219.276";" 173.100";"  84.302";" 971.078";" 163.152";" 310.447";" 258.332";" 165.549";"  54.788";"  11.637"
"7am";" 608.221";" 461.342";" 654.673";"1155.328";" 264.955";" 369.704";" 187.415";" 288.117";" 219.276";" 173.100";"  84.302";" 971.078";" 163.152";" 310.447";" 258.332";" 119.908";"  54.788";"  11.637"
"8am";" 572.237";" 459.326";" 629.634";"1194.869";" 271.024";" 326.641";" 187.415";" 288.117";" 306.966";" 198.139";"  84.302";" 794.129";" 163.152";" 340.784";" 258.332";" 165.549";"  54.788";"  11.637"
"9am";" 545.346";" 533.581";" 654.673";"1138.694";" 250.145";" 326.641";" 229.995";" 288.117";" 169.558";" 173.100";"  57.817";" 957.817";"   0.000";" 340.784";" 258.332";" 165.549";"  54.788";"  11.637"
"10am";"768.039";"437.360";"737.356";"897.184";"159.295";"286.698";"177.758";"288.117";"230.445";"182.757";"  0.000";"869.466";"163.152";"362.971";"240.025";"165.549";" 90.418";" 11.637"
"11am";"684.390";"459.326";"682.994";"840.470";"218.035";"330.349";"177.758";"288.117";"500.258";"209.476";" 57.817";"900.222";"163.152";"391.538";"240.025";"165.549";" 54.788";" 11.637"
"12am";"531.230";"556.571";"682.615";"887.099";"199.502";"351.327";"177.758";"260.175";"488.606";"209.476";" 57.817";"957.817";"163.152";"340.784";"240.025";"165.549";" 54.788";" 11.637"
"1pm";"594.322";"552.727";"692.379";"766.906";"199.502";"325.679";"132.333";"260.175";"451.162";"209.476";" 57.817";"980.218";"163.152";"352.436";"240.025";"165.549";" 54.788";" 11.637"
"2pm";"654.611";"524.406";"491.487";"581.231";"178.849";"408.932";"132.333";"260.175";"451.162";"111.469";"243.492";"976.247";"241.305";"325.199";"138.466";"192.786";" 74.827";" 11.637"
"3pm";" 881.762";" 532.927";" 485.807";" 763.755";" 330.027";" 315.804";" 132.333";" 208.976";" 221.321";" 131.508";"  57.817";"1055.140";" 288.490";" 350.366";" 178.414";" 165.549";"  27.394";"  11.637"
"4pm";" 770.549";" 524.425";" 566.181";" 945.286";" 178.849";" 414.099";" 132.333";" 271.827";" 144.665";" 162.759";"  57.817";"1020.712";" 288.490";" 384.296";" 178.414";" 165.549";"  27.394";"  11.637"
"5pm";" 656.731";" 612.398";" 677.432";"1033.344";" 160.316";" 405.770";" 163.827";" 292.706";" 182.109";" 153.102";"  84.302";" 848.318";" 216.319";" 343.762";" 132.589";" 165.549";"  57.731";"  11.637"
"6pm";" 479.768";" 649.702";" 664.171";"1084.098";" 160.316";" 416.307";" 163.827";" 308.996";" 289.574";" 231.984";"  84.302";" 936.936";" 189.600";" 279.429";" 132.589";" 165.549";"  54.788";"  11.637"
"7pm";" 444.250";" 679.923";" 670.968";"1037.488";" 246.338";" 336.389";" 209.252";" 288.117";" 219.276";" 231.984";"  62.115";" 971.078";" 163.152";" 315.585";" 212.507";" 165.549";" 189.810";"  11.637"
"8pm";" 448.343";" 634.098";" 644.688";"1037.488";" 268.175";" 336.389";" 187.415";" 288.117";" 219.276";" 231.984";"  84.302";" 971.078";" 163.152";" 315.585";" 258.332";" 165.549";" 189.810";"  11.637"
"9pm";" 635.137";" 553.724";" 538.268";"1037.488";" 268.175";" 336.389";" 187.415";" 288.117";" 219.276";" 231.984";"  84.302";" 971.078";" 163.152";" 315.585";" 258.332";" 165.549";" 189.810";"  11.637"
"10pm";"591.206";"472.089";"538.268";"851.813";"268.175";"369.704";"187.415";"288.117";"344.842";"231.984";" 84.302";"971.078";"163.152";"282.270";"258.332";"165.549";"189.810";" 11.637"
"11pm";"563.029";"504.254";"538.268";"851.813";"246.338";"369.704";"209.252";"288.117";"344.842";"199.819";" 84.302";"971.078";"163.152";"310.447";"258.332";"165.549";"189.810";" 11.637"
"12pm";"482.655";"584.628";"673.290";"851.813";"246.338";"369.704";"209.252";"288.117";"344.842";"199.819";" 84.302";"971.078";"163.152";"310.447";"258.332";"165.549";" 54.788";" 11.637"
"1am";"482.655";"584.628";"673.290";"851.813";"320.270";"369.704";"209.252";"288.117";"344.842";"199.819";" 84.302";"971.078";"163.152";"310.447";"258.332";"165.549";" 54.788";" 11.637"
"2am";"482.655";"584.628";"673.290";"851.813";"320.270";"369.704";"209.252";"288.117";"344.842";"199.819";" 84.302";"971.078";"163.152";"310.447";"258.332";"165.549";" 54.788";" 11.637"
"3am";"482.655";"584.628";"673.290";"851.813";"320.270";"369.704";"209.252";"288.117";"344.842";"199.819";" 84.302";"971.078";"163.152";"310.447";"258.332";"165.549";" 54.788";" 11.637"
