"district","hour","rev5","rev1","rev2","rev3","rev4"
"021","6am",571.0692,825.6422,1417.3525,1114.617,254.573
"001","7am",1279.7455,956.3689,1603.122,2070.986,1382.9508
"002","7am",715.5566,653.6334,1087.096,1155.8991,598.5906
"003","7am",749.9584,681.1548,1197.181,1300.3865,516.0264
"004","7am",598.5906,694.9156,1245.344,1238.4634,474.7443
"005","7am",949.4886,1417.3525,1128.378,1142.1384,529.7871
"006","7am",743.078,798.1208,1080.215,1307.2669,963.2493
"007","7am",708.6763,529.7871,1190.301,1162.7795,502.2657
"008","7am",632.9924,344.0176,1210.942,1548.0792,894.4458
"009","7am",915.0868,839.4029,1458.635,1603.122,715.5566
"010","7am",866.9244,1272.8651,1176.54,894.4458,405.9408
"011","7am",729.3173,935.7279,1355.429,1038.9332,509.146
"012","7am",557.3085,619.2317,1197.181,1135.2581,323.3765
"013","7am",516.0264,426.5818,1059.574,632.9924,233.932
"014","7am",990.7707,770.5994,1905.858,2174.1912,997.651
"015","7am",557.3085,694.9156,1052.694,1114.617,330.2569
"016","7am",619.2317,591.7103,1341.669,1073.3349,385.2997
"017","7am",632.9924,419.7015,1286.626,798.1208,364.6587
"018","7am",612.3513,729.3173,1534.318,1348.549,509.146
"019","7am",605.471,694.9156,1107.737,1135.2581,405.9408
"020","7am",509.146,860.044,1362.31,1066.4546,405.9408
"021","7am",502.2657,756.8387,1238.463,853.1636,172.0088
"001","8am",1389.8311,1038.9332,1850.8147,2490.6874,1486.156
"002","8am",688.0352,743.078,1217.8223,1279.7455,598.5906
"003","8am",818.7619,694.9156,1389.8311,1493.0364,550.4282
"004","8am",557.3085,660.5138,1142.1384,1149.0188,474.7443
"005","8am",1045.8135,1369.19,1293.5062,1327.9079,715.5566
"006","8am",729.3173,749.9584,1080.2153,1300.3865,921.9672
"007","8am",674.2745,522.9068,1162.7795,1059.5742,371.539
"008","8am",571.0692,364.6587,1169.6598,1321.0276,756.8387
"009","8am",983.8903,846.2833,1575.6006,1733.8487,784.3601
"010","8am",921.9672,1279.7455,1135.2581,942.6082,467.8639
"011","8am",791.2405,942.6082,1389.8311,1176.5402,509.146
"012","8am",467.8639,584.8299,1080.2153,915.0868,302.7355
"013","8am",467.8639,412.8211,990.7707,605.471,199.5302
"014","8am",990.7707,791.2405,1933.3789,2139.7895,1032.0528
"015","8am",550.4282,688.0352,983.8903,1018.2921,282.0944
"016","8am",564.1889,612.3513,1217.8223,942.6082,412.8211
"017","8am",591.7103,426.5818,1217.8223,729.3173,337.1372
"018","8am",626.112,722.437,1527.4381,1183.4205,550.4282
"019","8am",571.0692,674.2745,977.01,1100.8563,364.6587
"020","8am",460.9836,832.5226,1279.7455,970.1296,378.4194
"021","8am",467.8639,681.1548,1149.0188,853.1636,172.0088
"001","9am",1444.8739,1059.5742,1885.2164,2580.132,1541.1988
"002","9am",805.0012,763.7191,1410.4722,1493.0364,605.471
"003","9am",866.9244,736.1977,1451.7543,1596.2417,550.4282
"004","9am",495.3853,660.5138,1121.4974,1121.4974,433.4622
"005","9am",1087.0956,1348.549,1410.4722,1355.4293,777.4798
"006","9am",743.078,722.437,1032.0528,1252.2241,887.5654
"007","9am",646.7531,516.0264,1052.6939,997.651,399.0604
"008","9am",571.0692,392.1801,1135.2581,1286.6258,770.5994
"009","9am",997.651,866.9244,1671.9255,1768.2505,777.4798
"010","9am",894.4458,1197.1812,1142.1384,908.2065,460.9836
"011","9am",825.6422,983.8903,1506.7971,1190.3009,509.146
"012","9am",454.1032,564.1889,970.1296,839.4029,282.0944
"013","9am",454.1032,405.9408,935.7279,564.1889,185.7695
"014","9am",1093.976,811.8815,2009.0628,2146.6698,1018.2921
"015","9am",543.5478,674.2745,908.2065,928.8475,282.0944
"016","9am",543.5478,571.0692,1197.1812,942.6082,399.0604
"017","9am",543.5478,392.1801,1176.5402,667.3941,330.2569
"018","9am",591.7103,736.1977,1486.156,1162.7795,543.5478
"019","9am",509.146,674.2745,915.0868,1052.6939,350.898
"020","9am",433.4622,798.1208,1204.0616,956.3689,378.4194
"021","9am",440.3425,646.7531,1114.617,784.3601,172.0088
"001","10am",1451.7543,1093.976,1885.2164,2573.2516,1534.3185
"002","10am",887.5654,873.8047,1513.6774,1541.1988,626.112
"003","10am",908.2065,777.4798,1451.7543,1527.4381,543.5478
"004","10am",564.1889,667.3941,1052.6939,1135.2581,454.1032
"005","10am",1018.2921,1382.9508,1424.2329,1355.4293,743.078
"006","10am",681.1548,729.3173,977.01,1224.7027,846.2833
"007","10am",639.8727,502.2657,1073.3349,977.01,392.1801
"008","10am",591.7103,419.7015,1080.2153,1259.1044,743.078
"009","10am",928.8475,860.044,1630.6434,1754.4898,805.0012
"010","10am",880.6851,1210.942,1155.8991,942.6082,447.2229
"011","10am",839.4029,983.8903,1479.2757,1162.7795,522.9068
"012","10am",454.1032,564.1889,990.7707,853.1636,295.8551
"013","10am",447.2229,378.4194,921.9672,536.6675,178.8892
"014","10am",1121.4974,749.9584,2105.3877,2201.7126,1066.4546
"015","10am",495.3853,612.3513,921.9672,983.8903,247.6927
"016","10am",529.7871,577.9496,1169.6598,901.3261,378.4194
"017","10am",522.9068,371.539,1155.8991,632.9924,330.2569
"018","10am",577.9496,729.3173,1424.2329,1135.2581,536.6675
"019","10am",509.146,667.3941,935.7279,1080.2153,344.0176
"020","10am",447.2229,743.078,1176.5402,928.8475,364.6587
"021","10am",419.7015,598.5906,1066.4546,763.7191,158.2481
"001","11am",1410.4722,1018.2921,1802.6522,2421.8839,1431.1132
"002","11am",894.4458,956.3689,1451.7543,1575.6006,674.2745
"003","11am",901.3261,839.4029,1362.3097,1568.7203,605.471
"004","11am",550.4282,708.6763,1052.6939,1169.6598,474.7443
"005","11am",1004.5314,1300.3865,1314.1472,1314.1472,749.9584
"006","11am",749.9584,743.078,928.8475,1252.2241,853.1636
"007","11am",584.8299,481.6246,1100.8563,1052.6939,385.2997
"008","11am",646.7531,412.8211,1121.4974,1348.549,805.0012
"009","11am",935.7279,853.1636,1658.1648,1685.6862,749.9584
"010","11am",860.044,1231.583,1093.976,873.8047,426.5818
"011","11am",798.1208,997.651,1554.9596,1142.1384,550.4282
"012","11am",467.8639,571.0692,970.1296,832.5226,288.9748
"013","11am",454.1032,392.1801,949.4886,536.6675,158.2481
"014","11am",1107.7367,791.2405,2091.627,2126.0288,1025.1724
"015","11am",509.146,591.7103,1038.9332,990.7707,268.3337
"016","11am",509.146,564.1889,1190.3009,935.7279,323.3765
"017","11am",522.9068,357.7783,1142.1384,646.7531,309.6158
"018","11am",591.7103,722.437,1382.9508,1204.0616,550.4282
"019","11am",522.9068,639.8727,990.7707,1107.7367,344.0176
"020","11am",460.9836,756.8387,1210.942,970.1296,371.539
"021","11am",447.2229,591.7103,1100.8563,770.5994,178.8892
"001","12am",1376.0704,949.4886,1830.1736,2435.6446,1403.5918
"002","12am",887.5654,887.5654,1410.4722,1561.8399,722.437
"003","12am",908.2065,736.1977,1369.19,1451.7543,529.7871
"004","12am",577.9496,688.0352,1107.7367,1224.7027,433.4622
"005","12am",1025.1724,1396.7115,1307.2669,1334.7883,729.3173
"006","12am",722.437,736.1977,977.01,1231.583,839.4029
"007","12am",632.9924,474.7443,1114.617,1059.5742,412.8211
"008","12am",626.112,412.8211,1093.976,1369.19,825.6422
"009","12am",956.3689,818.7619,1651.2845,1637.5238,736.1977
"010","12am",901.3261,1231.583,1128.3777,873.8047,454.1032
"011","12am",777.4798,997.651,1568.7203,1190.3009,557.3085
"012","12am",447.2229,557.3085,990.7707,791.2405,254.573
"013","12am",440.3425,378.4194,935.7279,536.6675,172.0088
"014","12am",1004.5314,805.0012,1919.6182,2022.8235,1018.2921
"015","12am",543.5478,653.6334,1038.9332,990.7707,288.9748
"016","12am",481.6246,536.6675,1231.583,970.1296,302.7355
"017","12am",529.7871,385.2997,1142.1384,701.7959,302.7355
"018","12am",619.2317,694.9156,1382.9508,1217.8223,564.1889
"019","12am",509.146,653.6334,1032.0528,1045.8135,364.6587
"020","12am",460.9836,763.7191,1238.4634,990.7707,392.1801
"021","12am",433.4622,626.112,1066.4546,763.7191,165.1284
"001","1pm",1417.3525,1038.9332,1919.6182,2566.3713,1437.9936
"002","1pm",1032.0528,894.4458,1506.7971,1630.6434,653.6334
"003","1pm",832.5226,853.1636,1472.3953,1493.0364,557.3085
"004","1pm",536.6675,660.5138,1121.4974,1121.4974,392.1801
"005","1pm",1004.5314,1341.6686,1321.0276,1355.4293,784.3601
"006","1pm",846.2833,722.437,915.0868,1272.8651,894.4458
"007","1pm",591.7103,447.2229,1066.4546,887.5654,357.7783
"008","1pm",564.1889,474.7443,1114.617,1245.3437,743.078
"009","1pm",921.9672,866.9244,1720.088,1761.3701,770.5994
"010","1pm",853.1636,1162.7795,1155.8991,928.8475,440.3425
"011","1pm",839.4029,990.7707,1472.3953,1197.1812,564.1889
"012","1pm",460.9836,509.146,983.8903,770.5994,282.0944
"013","1pm",467.8639,385.2997,928.8475,522.9068,172.0088
"014","1pm",1018.2921,825.6422,2084.7467,2139.7895,1183.4205
"015","1pm",481.6246,660.5138,997.651,956.3689,275.2141
"016","1pm",467.8639,543.5478,1183.4205,942.6082,344.0176
"017","1pm",509.146,405.9408,1073.3349,688.0352,275.2141
"018","1pm",619.2317,667.3941,1369.19,1204.0616,571.0692
"019","1pm",454.1032,632.9924,928.8475,997.651,337.1372
"020","1pm",447.2229,770.5994,1238.4634,935.7279,385.2997
"021","1pm",419.7015,632.9924,1038.9332,743.078,172.0088
"001","2pm",1382.9508,997.651,1898.9772,2552.6106,1465.515
"002","2pm",977.01,866.9244,1396.7115,1623.7631,639.8727
"003","2pm",880.6851,818.7619,1451.7543,1431.1132,543.5478
"004","2pm",557.3085,626.112,1087.0956,1135.2581,454.1032
"005","2pm",983.8903,1382.9508,1252.2241,1327.9079,722.437
"006","2pm",805.0012,763.7191,963.2493,1252.2241,915.0868
"007","2pm",626.112,447.2229,1080.2153,942.6082,405.9408
"008","2pm",543.5478,426.5818,1149.0188,1272.8651,749.9584
"009","2pm",1025.1724,846.2833,1658.1648,1775.1308,743.078
"010","2pm",873.8047,1183.4205,1190.3009,935.7279,467.8639
"011","2pm",756.8387,990.7707,1417.3525,1176.5402,536.6675
"012","2pm",481.6246,557.3085,990.7707,770.5994,247.6927
"013","2pm",467.8639,392.1801,1004.5314,536.6675,213.2909
"014","2pm",1004.5314,791.2405,2022.8235,2270.5162,1135.2581
"015","2pm",460.9836,653.6334,1011.4117,1018.2921,295.8551
"016","2pm",481.6246,557.3085,1217.8223,866.9244,350.898
"017","2pm",516.0264,385.2997,1128.3777,694.9156,268.3337
"018","2pm",598.5906,674.2745,1403.5918,1204.0616,529.7871
"019","2pm",481.6246,653.6334,1018.2921,1018.2921,357.7783
"020","2pm",460.9836,777.4798,1252.2241,963.2493,412.8211
"021","2pm",433.4622,639.8727,1066.4546,770.5994,178.8892
"001","3pm",1396.7115,1004.5314,1685.686,2298.0376,1396.7115
"002","3pm",866.9244,708.6763,1286.626,1465.515,612.3513
"003","3pm",860.044,791.2405,1369.19,1327.9079,536.6675
"004","3pm",584.8299,646.7531,1107.737,1293.5062,474.7443
"005","3pm",997.651,1321.0276,1376.07,1224.7027,639.8727
"006","3pm",770.5994,770.5994,1018.292,1259.1044,880.6851
"007","3pm",653.6334,474.7443,1176.54,1080.2153,440.3425
"008","3pm",557.3085,357.7783,1155.899,1334.7883,777.4798
"009","3pm",1032.0528,853.1636,1589.361,1678.8059,839.4029
"010","3pm",825.6422,1272.8651,1135.258,921.9672,481.6246
"011","3pm",770.5994,977.01,1403.592,1155.8991,488.505
"012","3pm",481.6246,577.9496,1142.138,846.2833,275.2141
"013","3pm",502.2657,405.9408,1052.694,626.112,220.1713
"014","3pm",956.3689,770.5994,2009.063,2057.2252,1080.2153
"015","3pm",488.505,653.6334,1045.814,1142.1384,316.4962
"016","3pm",516.0264,626.112,1272.865,1038.9332,399.0604
"017","3pm",557.3085,392.1801,1197.181,743.078,295.8551
"018","3pm",598.5906,694.9156,1410.472,1286.6258,577.9496
"019","3pm",516.0264,701.7959,1032.053,1073.3349,330.2569
"020","3pm",509.146,777.4798,1314.147,990.7707,419.7015
"021","3pm",481.6246,632.9924,1107.737,798.1208,185.7695
"001","4pm",1217.8223,956.3689,1279.745,1493.0364,1093.976
"002","4pm",777.4798,763.7191,1190.301,1479.2757,694.9156
"003","4pm",860.044,619.2317,1259.104,1417.3525,516.0264
"004","4pm",632.9924,660.5138,1190.301,1437.9936,571.0692
"005","4pm",942.6082,1417.3525,1038.933,928.8475,433.4622
"006","4pm",688.0352,777.4798,1114.617,1314.1472,646.7531
"007","4pm",653.6334,433.4622,1197.181,1293.5062,557.3085
"008","4pm",577.9496,364.6587,1032.053,1437.9936,970.1296
"009","4pm",983.8903,756.8387,1486.156,1534.3185,770.5994
"010","4pm",811.8815,1300.3865,1087.096,784.3601,302.7355
"011","4pm",763.7191,1032.0528,1486.156,1011.4117,612.3513
"012","4pm",536.6675,598.5906,1272.865,1176.5402,323.3765
"013","4pm",557.3085,419.7015,1155.899,784.3601,268.3337
"014","4pm",853.1636,736.1977,1713.208,1947.1396,1011.4117
"015","4pm",564.1889,646.7531,1204.062,1265.9848,426.5818
"016","4pm",564.1889,598.5906,1389.831,1073.3349,440.3425
"017","4pm",605.471,433.4622,1389.831,894.4458,371.539
"018","4pm",619.2317,694.9156,1486.156,1341.6686,522.9068
"019","4pm",564.1889,722.437,1128.378,1183.4205,385.2997
"020","4pm",536.6675,805.0012,1437.994,1066.4546,488.505
"021","4pm",543.5478,715.5566,1307.267,977.01,199.5302
"001","5pm",1107.7367,956.3689,1183.421,1252.2241,963.2493
"002","5pm",791.2405,688.0352,1114.617,1389.8311,805.0012
"003","5pm",770.5994,605.471,1224.703,1389.8311,557.3085
"004","5pm",632.9924,694.9156,1135.258,1630.6434,591.7103
"005","5pm",818.7619,1486.156,1025.172,708.6763,405.9408
"006","5pm",736.1977,811.8815,1155.899,1403.5918,639.8727
"007","5pm",736.1977,440.3425,1265.985,1334.7883,571.0692
"008","5pm",543.5478,385.2997,1032.053,1520.5578,1073.3349
"009","5pm",935.7279,715.5566,1327.908,1444.8739,681.1548
"010","5pm",860.044,1355.4293,1176.54,756.8387,309.6158
"011","5pm",715.5566,990.7707,1548.079,1093.976,743.078
"012","5pm",598.5906,605.471,1410.472,1286.6258,378.4194
"013","5pm",591.7103,426.5818,1176.54,791.2405,295.8551
"014","5pm",805.0012,715.5566,1389.831,1671.9255,866.9244
"015","5pm",612.3513,619.2317,1286.626,1396.7115,516.0264
"016","5pm",646.7531,584.8299,1472.395,1265.9848,502.2657
"017","5pm",646.7531,447.2229,1396.711,977.01,392.1801
"018","5pm",591.7103,694.9156,1603.122,1403.5918,529.7871
"019","5pm",646.7531,749.9584,1162.779,1279.7455,412.8211
"020","5pm",598.5906,811.8815,1548.079,1176.5402,502.2657
"021","5pm",577.9496,756.8387,1424.233,1087.0956,261.4534
"001","6pm",1100.8563,956.3689,1176.54,1265.9848,949.4886
"002","6pm",818.7619,646.7531,1142.138,1382.9508,784.3601
"003","6pm",729.3173,653.6334,1149.019,1396.7115,591.7103
"004","6pm",639.8727,681.1548,1135.258,1582.481,591.7103
"005","6pm",818.7619,1451.7543,1093.976,743.078,454.1032
"006","6pm",722.437,798.1208,1162.779,1458.6346,653.6334
"007","6pm",729.3173,495.3853,1259.104,1369.19,619.2317
"008","6pm",577.9496,364.6587,1059.574,1548.0792,1073.3349
"009","6pm",970.1296,729.3173,1321.028,1451.7543,708.6763
"010","6pm",825.6422,1376.0704,1176.54,777.4798,282.0944
"011","6pm",688.0352,983.8903,1575.601,1121.4974,722.437
"012","6pm",646.7531,591.7103,1403.592,1210.942,405.9408
"013","6pm",571.0692,426.5818,1176.54,770.5994,288.9748
"014","6pm",825.6422,756.8387,1376.07,1699.4469,805.0012
"015","6pm",626.112,660.5138,1327.908,1424.2329,516.0264
"016","6pm",653.6334,591.7103,1513.677,1259.1044,481.6246
"017","6pm",653.6334,447.2229,1403.592,970.1296,440.3425
"018","6pm",584.8299,694.9156,1575.601,1444.8739,550.4282
"019","6pm",646.7531,763.7191,1204.062,1293.5062,454.1032
"020","6pm",605.471,811.8815,1582.481,1169.6598,529.7871
"021","6pm",598.5906,784.3601,1431.113,1128.3777,268.3337
"001","7pm",1025.1724,928.8475,1135.258,1259.1044,1025.1724
"002","7pm",791.2405,674.2745,1114.617,1382.9508,853.1636
"003","7pm",770.5994,674.2745,1149.019,1321.0276,564.1889
"004","7pm",653.6334,715.5566,1169.66,1575.6006,564.1889
"005","7pm",818.7619,1431.1132,1114.617,846.2833,412.8211
"006","7pm",660.5138,805.0012,1204.062,1382.9508,626.112
"007","7pm",701.7959,509.146,1252.224,1321.0276,612.3513
"008","7pm",598.5906,371.539,1004.531,1534.3185,1100.8563
"009","7pm",1052.6939,708.6763,1341.669,1493.0364,729.3173
"010","7pm",825.6422,1389.8311,1204.062,825.6422,316.4962
"011","7pm",736.1977,990.7707,1623.763,1135.2581,708.6763
"012","7pm",646.7531,605.471,1403.592,1238.4634,447.2229
"013","7pm",571.0692,433.4622,1176.54,784.3601,302.7355
"014","7pm",853.1636,729.3173,1389.831,1720.088,729.3173
"015","7pm",626.112,667.3941,1321.028,1437.9936,516.0264
"016","7pm",681.1548,605.471,1527.438,1272.8651,481.6246
"017","7pm",660.5138,460.9836,1431.113,1004.5314,488.505
"018","7pm",571.0692,694.9156,1575.601,1458.6346,536.6675
"019","7pm",653.6334,777.4798,1197.181,1293.5062,481.6246
"020","7pm",612.3513,798.1208,1575.601,1183.4205,543.5478
"021","7pm",605.471,756.8387,1431.113,1128.3777,268.3337
"001","8pm",1004.5314,901.3261,1114.617,1204.0616,977.01
"002","8pm",756.8387,619.2317,1038.933,1265.9848,784.3601
"003","8pm",743.078,632.9924,1142.138,1355.4293,550.4282
"004","8pm",653.6334,715.5566,1142.138,1596.2417,605.471
"005","8pm",791.2405,1465.515,1032.053,743.078,399.0604
"006","8pm",722.437,839.4029,1197.181,1382.9508,667.3941
"007","8pm",715.5566,495.3853,1286.626,1382.9508,605.471
"008","8pm",632.9924,371.539,1032.053,1603.122,1149.0188
"009","8pm",1032.0528,722.437,1382.951,1527.4381,791.2405
"010","8pm",798.1208,1389.8311,1190.301,825.6422,288.9748
"011","8pm",722.437,977.01,1561.84,1107.7367,729.3173
"012","8pm",660.5138,626.112,1437.994,1307.2669,488.505
"013","8pm",577.9496,433.4622,1197.181,791.2405,302.7355
"014","8pm",832.5226,729.3173,1376.07,1678.8059,736.1977
"015","8pm",639.8727,674.2745,1334.788,1486.156,557.3085
"016","8pm",715.5566,619.2317,1499.917,1272.8651,495.3853
"017","8pm",667.3941,467.8639,1444.874,1038.9332,474.7443
"018","8pm",577.9496,688.0352,1582.481,1513.6774,529.7871
"019","8pm",646.7531,798.1208,1279.745,1279.7455,502.2657
"020","8pm",626.112,811.8815,1623.763,1169.6598,557.3085
"021","8pm",626.112,763.7191,1458.635,1114.617,261.4534
"001","9pm",1045.8135,887.5654,983.8903,1073.3349,915.0868
"002","9pm",722.437,605.471,1045.8135,1183.4205,729.3173
"003","9pm",708.6763,605.471,1100.8563,1327.9079,529.7871
"004","9pm",681.1548,736.1977,1176.5402,1658.1648,653.6334
"005","9pm",756.8387,1465.515,983.8903,694.9156,337.1372
"006","9pm",715.5566,839.4029,1183.4205,1369.19,667.3941
"007","9pm",743.078,474.7443,1314.1472,1403.5918,605.471
"008","9pm",605.471,364.6587,1052.6939,1596.2417,1210.942
"009","9pm",983.8903,708.6763,1348.549,1527.4381,729.3173
"010","9pm",791.2405,1410.4722,1238.4634,798.1208,288.9748
"011","9pm",749.9584,963.2493,1520.5578,1080.2153,688.0352
"012","9pm",667.3941,619.2317,1465.515,1403.5918,516.0264
"013","9pm",584.8299,447.2229,1238.4634,832.5226,316.4962
"014","9pm",825.6422,708.6763,1334.7883,1692.5666,777.4798
"015","9pm",639.8727,674.2745,1362.3097,1534.3185,577.9496
"016","9pm",701.7959,632.9924,1575.6006,1293.5062,516.0264
"017","9pm",681.1548,481.6246,1479.2757,1052.6939,474.7443
"018","9pm",571.0692,701.7959,1610.0024,1499.9167,584.8299
"019","9pm",674.2745,777.4798,1279.7455,1348.549,495.3853
"020","9pm",626.112,839.4029,1610.0024,1224.7027,584.8299
"021","9pm",646.7531,791.2405,1506.7971,1204.0616,282.0944
"001","10pm",1066.4546,873.8047,977.01,1025.1724,866.9244
"002","10pm",681.1548,605.471,1052.6939,1155.8991,743.078
"003","10pm",729.3173,591.7103,1093.976,1300.3865,536.6675
"004","10pm",674.2745,749.9584,1128.3777,1658.1648,681.1548
"005","10pm",756.8387,1458.6346,942.6082,619.2317,316.4962
"006","10pm",708.6763,866.9244,1169.6598,1376.0704,660.5138
"007","10pm",729.3173,495.3853,1321.0276,1410.4722,598.5906
"008","10pm",619.2317,371.539,1073.3349,1616.8827,1210.942
"009","10pm",956.3689,694.9156,1382.9508,1479.2757,743.078
"010","10pm",791.2405,1417.3525,1238.4634,784.3601,309.6158
"011","10pm",743.078,956.3689,1465.515,1045.8135,694.9156
"012","10pm",674.2745,626.112,1465.515,1465.515,529.7871
"013","10pm",605.471,454.1032,1238.4634,839.4029,316.4962
"014","10pm",846.2833,722.437,1348.549,1699.4469,791.2405
"015","10pm",632.9924,688.0352,1403.5918,1554.9596,584.8299
"016","10pm",756.8387,612.3513,1630.6434,1327.9079,522.9068
"017","10pm",681.1548,481.6246,1493.0364,1087.0956,481.6246
"018","10pm",550.4282,694.9156,1610.0024,1520.5578,591.7103
"019","10pm",694.9156,777.4798,1286.6258,1355.4293,474.7443
"020","10pm",632.9924,839.4029,1637.5238,1238.4634,584.8299
"021","10pm",653.6334,791.2405,1548.0792,1245.3437,282.0944
"001","11pm",1100.8563,880.6851,956.3689,1004.5314,839.4029
"002","11pm",694.9156,577.9496,1025.1724,1135.2581,736.1977
"003","11pm",729.3173,591.7103,1093.976,1314.1472,557.3085
"004","11pm",667.3941,743.078,1142.1384,1665.0452,688.0352
"005","11pm",763.7191,1458.6346,928.8475,605.471,309.6158
"006","11pm",701.7959,866.9244,1162.7795,1376.0704,667.3941
"007","11pm",729.3173,502.2657,1341.6686,1465.515,639.8727
"008","11pm",619.2317,364.6587,1093.976,1603.122,1265.9848
"009","11pm",963.2493,701.7959,1389.8311,1458.6346,729.3173
"010","11pm",791.2405,1382.9508,1259.1044,749.9584,282.0944
"011","11pm",736.1977,970.1296,1444.8739,1045.8135,619.2317
"012","11pm",660.5138,639.8727,1465.515,1493.0364,536.6675
"013","11pm",612.3513,454.1032,1245.3437,846.2833,316.4962
"014","11pm",825.6422,729.3173,1314.1472,1706.3273,777.4798
"015","11pm",639.8727,688.0352,1444.8739,1589.3613,584.8299
"016","11pm",749.9584,605.471,1596.2417,1362.3097,522.9068
"017","11pm",688.0352,481.6246,1513.6774,1087.0956,516.0264
"018","11pm",543.5478,694.9156,1623.7631,1548.0792,584.8299
"019","11pm",688.0352,777.4798,1307.2669,1341.6686,474.7443
"020","11pm",632.9924,839.4029,1678.8059,1259.1044,598.5906
"021","11pm",653.6334,818.7619,1541.1988,1245.3437,295.8551
"001","12pm",1087.0956,880.6851,963.2493,997.651,818.7619
"002","12pm",708.6763,591.7103,1038.9332,1135.2581,736.1977
"003","12pm",749.9584,577.9496,1093.976,1307.2669,564.1889
"004","12pm",667.3941,749.9584,1142.1384,1671.9255,688.0352
"005","12pm",756.8387,1451.7543,915.0868,605.471,302.7355
"006","12pm",701.7959,873.8047,1162.7795,1376.0704,667.3941
"007","12pm",722.437,502.2657,1341.6686,1472.3953,646.7531
