"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",0,0,0,0,0
"002","4am",0,0,0,0,0
"003","4am",0,0,0,0,0
"004","4am",0,0,0,0,0
"005","4am",0,0,0,0,0
"006","4am",0,0,0,0,0
"007","4am",0,0,0,0,0
"008","4am",0,0,0,0,0
"009","4am",0,0,0,0,0
"010","4am",0,0,0,0,0
"011","4am",0,0,0,0,0
"012","4am",0,0,0,0,0
"013","4am",0,0,0,0,0
"014","4am",0,0,0,0,0
"015","4am",0,0,0,0,0
"016","4am",0,0,0,0,0
"017","4am",0,0,0,0,0
"018","4am",0,0,0,0,0
"019","4am",0,0,0,0,0
"020","4am",0,0,0,0,0
"021","4am",0,0,0,0,0
"001","5am",0,0,0,110.0856,0
"002","5am",0,0,0,0,0
"003","5am",0,0,0,0,0
"004","5am",0,0,0,0,0
"005","5am",0,0,0,0,0
"006","5am",0,0,0,0,82.56422
"007","5am",0,0,0,0,0
"008","5am",0,0,0,0,0
"009","5am",0,0,0,0,0
"010","5am",0,0,0,0,0
"011","5am",0,0,0,0,0
"012","5am",0,0,0,0,0
"013","5am",0,0,0,0,0
"014","5am",0,0,130.7267,165.1284,0
"015","5am",0,0,0,0,0
"016","5am",0,0,0,0,0
"017","5am",0,0,0,0,0
"018","5am",0,0,0,0,0
"019","5am",0,0,0,0,0
"020","5am",0,0,0,0,0
"021","5am",0,0,0,0,0
"001","6am",151.36774,0,144.48739,302.73549,82.56422
"002","6am",0,0,0,123.84634,0
"003","6am",0,0,96.32493,116.96598,0
"004","6am",0,0,116.96598,130.72669,0
"005","6am",82.56422,0,103.20528,151.36774,0
"006","6am",82.56422,0,158.2481,220.17126,199.53021
"007","6am",0,0,0,0,0
"008","6am",0,0,116.96598,123.84634,82.56422
"009","6am",0,82.56422,130.72669,130.72669,0
"010","6am",0,0,0,89.44458,0
"011","6am",0,0,0,0,0
"012","6am",0,0,0,0,0
"013","6am",0,0,0,0,0
"014","6am",130.72669,116.96598,426.58182,447.22288,206.41056
"015","6am",0,0,0,0,0
"016","6am",0,0,0,0,0
"017","6am",0,0,0,0,0
"018","6am",0,0,0,151.36774,0
"019","6am",0,0,0,0,0
"020","6am",0,0,0,0,0
"021","6am",0,0,0,0,0
"001","7am",426.58182,192.64986,791.24048,1396.7115,729.31731
"002","7am",82.56422,82.56422,185.7695,302.7355,110.08563
"003","7am",116.96598,130.72669,330.2569,426.5818,130.72669
"004","7am",0,0,309.61584,233.932,96.32493
