"variable","code_sec","ressect","poidsp"
"h4","7803","7804",4686.55846336021
"h4","7803","9308",416.324801446017
"h4","7803","9405",130.25684952124
"h4","9113","9109",224.239152826497
"h4","9113","9114",7578.34228875671
"h5","7803","7804",4686.55846336021
"h5","7803","9308",416.324801446017
"h5","7803","9405",130.25684952124
"h5","9113","9109",224.239152826497
"h5","9113","9114",7578.34228875671
"h5","9405","7510",683.880657069694
"h5","9405","7703",155.357057960022
"h5","9405","7709",402.17828491295
"h5","9405","7712",443.505768340229
"h5","9405","7807",195.575273759329
"h5","9405","7809",795.890792819854
"h5","9405","9106",236.820429600943
"h5","9405","9112",401.728165156535
"h5","9405","9207",305.557108230772
"h5","9405","9303",472.630584572485
"h5","9405","9404",1162.19721724178
"h6","7703","7704",476.948103134059
"h6","7703","7802",1136.76102280613
"h6","7703","9102",304.65542538547
"h6","7703","9107",662.247793314309
"h6","7703","9114",374.0952121906
"h6","7703","9206",271.071431270177
"h6","7703","9207",239.722098438055
"h6","7703","9306",1318.11183802131
"h6","7703","9404",273.558621252763
"h6","7703","9503",448.705740409774
"h6","7703","9509",298.071571280263
"h6","7803","7802",293.052064364964
"h6","7803","7804",4686.55846336021
"h6","7803","9308",416.324801446017
"h6","7803","9405",130.25684952124
"h6","9113","9109",224.239152826497
"h6","9113","9114",7072.2488711942
"h6","9201","9208",175.458763912681
"h6","9201","9302",106.237886485192
"h6","9201","9305",499.526046807906
"h6","9201","9311",1121.55460562232
"h6","9201","9407",266.881604986345
"h6","9201","9412",380.662894691243
"h6","9201","9502",153.593012726294
"h6","9201","9504",153.658126601725
"h6","9309","7505",621.919973368066
"h6","9309","7703",913.369298179997
"h6","9309","7709",369.080849849638
"h6","9309","7716",214.329635459852
"h6","9309","9306",269.857384471753
"h6","9309","9307",152.423137602649
"h6","9309","9308",193.447934748479
"h6","9309","9310",232.486583110202
"h6","9309","9412",82.8597879151922
"h6","9405","7510",683.880657069694
"h6","9405","7703",155.357057960022
"h6","9405","7709",402.17828491295
"h6","9405","7712",443.505768340229
"h6","9405","7807",195.575273759329
