"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488";"3027.35488"
"4am";" 96.32493";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"103.20528";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"0";"158.24810";"  0.00000";"  0.00000";"0";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"5am";"172.00880";"  0.00000";" 89.44458";" 82.56422";"103.20528";"192.64986";"  0.00000";" 82.56422";"137.60704";"  0.00000";"  0.00000";"  0.00000";"0";"357.77830";"  0.00000";"  0.00000";"0";" 89.44458";"  0.00000";"  0.00000";"  0.00000"
"6am";"509.14605";"233.93197";"220.17126";"275.21408";"323.37654";"502.26570";"110.08563";"344.01760";"309.61584";"185.76950";"144.48739";"  0.00000";"  0.00000";"977.00998";" 82.56422";"  0.00000";"  0.00000";"288.97478";"110.08563";"123.84634";"  0.00000"
"7am";"1933.3789";" 577.9496";" 571.0692";" 536.6675";"1389.8311";"1128.3777";" 344.0176";" 729.3173";"1052.6939";" 763.7191";" 529.7871";" 116.9660";"   0.0000";"2229.2340";" 247.6927";" 282.0944";"   0.0000";" 543.5478";" 295.8551";" 199.5302";"   0.0000"
"8am";"2476.92672";" 970.12963";" 928.84752";" 763.71907";"2091.62701";"1444.87392";" 419.70147";" 860.04400";"1458.63462";"1073.33491";" 983.89034";" 158.24810";"   0.00000";"2655.81587";" 350.89795";" 419.70147";"   0.00000";" 688.03520";" 364.65866";" 254.57302";"  96.32493"
"9am";"2642.0552";"1424.2329";"1162.7795";" 784.3601";"2277.3965";"1472.3953";" 440.3425";" 915.0868";"1651.2845";"1038.9332";"1197.1812";" 144.4874";"   0.0000";"2889.7478";" 344.0176";" 522.9068";"   0.0000";" 715.5566";" 378.4194";" 288.9748";" 123.8463"
"10am";"2662.69622";"1637.52378";"1204.06160";" 791.24048";"2284.27686";"1479.27568";" 481.62464";" 866.92435";"1630.64342";"1135.25808";"1210.94195";" 172.00880";"   0.00000";"2924.14960";" 385.29971";" 543.54781";"   0.00000";" 756.83872";" 412.82112";" 288.97478";"  96.32493"
"11am";"2470.0464";"1644.4041";"1149.0188";" 756.8387";"2146.6698";"1396.7115";" 399.0604";" 846.2833";"1493.0364";"1038.9332";"1162.7795";" 165.1284";"   0.0000";"2827.8247";" 378.4194";" 467.8639";"   0.0000";" 708.6763";" 412.8211";" 295.8551";" 110.0856"
"12am";"2408.1232";"1603.1220";"1080.2153";" 763.7191";"2029.7038";"1389.8311";" 399.0604";" 825.6422";"1486.1560";"1087.0956";"1142.1384";" 158.2481";"   0.0000";"2511.3285";" 350.8980";" 488.5050";"   0.0000";" 674.2745";" 378.4194";" 295.8551";"   0.0000"
"1pm";"2703.97834";"1747.60941";"1279.74547";" 798.12083";"2146.66982";"1527.43814";" 447.22288";" 866.92435";"1610.00237";"1142.13843";"1245.34371";" 268.33373";"   0.00000";"3027.35488";" 371.53901";" 543.54781";"   0.00000";" 743.07802";" 364.65866";" 323.37654";"  82.56422"
"2pm";"2614.5338";"1658.1648";"1224.7027";" 763.7191";"2036.5842";"1458.6346";" 426.5818";" 839.4029";"1589.3613";"1128.3777";"1155.8991";" 247.6927";"   0.0000";"2903.5085";" 371.5390";" 474.7443";"   0.0000";" 708.6763";" 371.5390";" 350.8980";"   0.0000"
"3pm";"2332.4393";"1286.6258";"1032.0528";" 660.5138";"1857.6950";"1204.0616";" 426.5818";" 722.4370";"1479.2757";" 928.8475";"1038.9332";" 206.4106";"   0.0000";"2380.6018";" 337.1372";" 419.7015";"   0.0000";" 571.0692";" 295.8551";" 288.9748";"   0.0000"
"4pm";"1093.97597";" 880.68506";" 873.80470";" 419.70147";" 956.36893";" 584.82992";" 254.57302";" 364.65866";" 825.64224";" 399.06042";" 619.23168";"  89.44458";"   0.00000";"1417.35251";" 206.41056";" 144.48739";"   0.00000";" 282.09443";" 178.88915";" 158.24810";"   0.00000"
"5pm";"681.15485";"467.86394";"467.86394";"185.76950";"447.22288";"412.82112";"178.88915";"165.12845";"454.10323";"206.41056";"385.29971";"  0.00000";"  0.00000";"495.38534";"  0.00000";" 96.32493";"  0.00000";"178.88915";"110.08563";" 89.44458";"  0.00000"
"6pm";"708.67626";"571.06922";"474.74429";"185.76950";"571.06922";"392.18006";"233.93197";"227.05162";"536.66746";"213.29091";"405.94077";"103.20528";"  0.00000";"522.90675";"  0.00000";" 96.32493";"  0.00000";"178.88915";"137.60704";"  0.00000";"  0.00000"
"7pm";"598.59062";"619.23168";"426.58182";"192.64986";"577.94957";"309.61584";"172.00880";"185.76950";"460.98358";"206.41056";"405.94077";" 96.32493";"  0.00000";"371.53901";"  0.00000";"110.08563";"  0.00000";"151.36774";"144.48739";" 96.32493";"  0.00000"
"8pm";"433.4622";"316.4962";"268.3337";"116.9660";"392.1801";"275.2141";"151.3677";"178.8892";"405.9408";"123.8463";"371.5390";"  0.0000";"  0.0000";"247.6927";"  0.0000";"  0.0000";"  0.0000";"110.0856";"116.9660";"  0.0000";"  0.0000"
