"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451";"26.451"
"max";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013";"13680.013"
"4am";"4823.581";"1265.828";"1660.335";"5138.370";"7073.807";"3031.922";"2570.283";"4552.645";"6253.996";"7916.033";"6158.876";"8013.482";"6702.810";"7222.794";"6367.348";"4175.446";"4156.913";"4645.740";"4177.541";"4690.912";"6095.428";"1805.593";"3638.305";"3187.493";"4837.933";"4142.671";"3012.760";"4239.673";"7050.330";"6995.602";"3316.783";"4358.917";"3365.105";"4381.693";"7822.112";"3810.601";"2609.471";"4187.582";"5740.621";"4911.467";"4792.572";"2597.241";"1268.086";"2260.340";"1441.508";"2137.957";"8402.485";"2132.675";"4343.025";"4063.594";"2659.288";"4676.824";"2963.030";"1189.467";" 892.499";" 719.066";" 775.703";"1569.474";"3533.519";"4072.278";"3482.149";"1861.213";"1430.041";" 763.936";"2182.470";" 865.599";"1694.146";"2072.950";"1764.650";"5424.317";"2384.855";"1507.701";"5023.823";"3522.321";"1912.753";"4514.327";"6240.398";"2541.717";"4191.544";"3422.131";"2219.703";"1101.164";"1145.986";"1726.477";"2288.759";"4035.415";" 965.450";" 870.768";"4322.076";"3298.201";" 901.997";"2912.364";"2048.726";" 591.601";" 979.630";"1844.884";" 987.421";"1378.108";"1285.184";"2774.071";"3545.507";"1020.321";"2331.528";"4058.099";"3236.221";"1010.826";"2913.805";"3398.945";"1813.740";"2595.504";"1435.586";"1372.173";"4307.980";"3625.545";"6337.847";"3701.904";"2256.984";"6281.262";"4630.847";"1054.902";"7517.313";" 403.208";"4931.781";"2442.023";"4567.905";"3964.788";"2446.552";"3148.424";"2814.282";"5039.995";"2381.500";"5656.408";"5034.753";"4008.445";"3012.018";"4380.161";"5942.384"
"5am";"4567.666";"1265.828";"1620.282";"5734.058";"6872.292";"3183.343";"2430.416";"4888.945";"6384.333";"7859.096";"6158.876";"7633.706";"7165.451";"7247.751";"6721.189";"4244.663";"4137.473";"4484.171";"4060.481";"4796.482";"5995.557";"1805.593";"3760.103";"3372.560";"5041.204";"3710.023";"2967.785";"4219.110";"6794.117";"6710.418";"3376.432";"4102.813";"3365.105";"4298.074";"7912.094";"3741.161";"2417.893";"4187.582";"5698.789";"4427.917";"4489.694";"2551.779";"1240.847";"2256.449";"1417.098";"2175.116";"8402.485";"2132.675";"4343.025";"4020.435";"3156.593";"4676.824";"2963.030";"1215.817";" 892.499";" 759.337";" 748.539";"1569.474";"3471.593";"4072.278";"3482.149";"1861.213";"1430.041";" 763.936";"1967.503";" 827.235";"1694.146";"2028.388";"1653.515";"5150.578";"2463.637";"1650.614";"5130.993";"3431.026";"1872.222";"4669.514";"6258.764";"2428.428";"4344.764";"3277.907";"2170.488";"1101.164";"1123.290";"2022.912";"2373.998";"3944.849";"1001.598";" 821.396";"4322.076";"3098.782";" 890.388";"2998.293";"2037.699";" 591.601";" 941.090";"1971.450";" 987.421";"1320.330";"1285.184";"2707.432";"3740.544";"1020.321";"2254.350";"4096.639";"3148.907";" 924.897";"2913.805";"3356.019";"1736.915";"2542.548";"1435.586";"1274.570";"4150.467";"3548.301";"6495.360";"3576.569";"2256.984";"6281.262";"4630.847";"1054.902";"7409.046";" 389.962";"4851.257";"2614.598";"4513.739";"3811.562";"2446.552";"3148.424";"2814.282";"4976.371";"2381.500";"5656.408";"5127.400";"4008.445";"2919.371";"4380.161";"5942.384"
"6am";"4292.506";"1397.912";"1705.395";"5437.195";"7035.513";"3275.257";"2430.416";"5425.442";"6229.867";"8000.863";"5733.969";"7261.455";"7497.250";"7129.886";"7272.900";"3991.868";"3590.257";"4253.145";"4552.093";"4725.205";"5868.322";"1658.373";"3868.576";"3175.984";"4983.724";"3451.238";"2879.333";"4149.824";"6356.060";"6764.890";"3570.014";"3941.764";"3468.557";"4684.707";"8366.238";"3649.430";"2181.636";"3964.239";"5604.114";"4507.886";"4282.720";"2475.626";"1197.393";"2230.492";"1381.890";"2146.642";"8208.243";"2244.695";"4202.975";"3708.980";"3252.074";"4584.431";"2886.089";"1151.208";" 815.775";" 759.337";" 721.538";"1573.002";"3439.916";"4072.278";"3292.256";"1744.486";"1400.234";" 733.019";"1757.213";" 827.235";"1518.522";"1976.059";"1694.221";"5179.568";"2411.159";"1694.203";"4810.478";"3602.263";"1780.307";"4830.189";"6866.643";"2384.879";"4252.520";"3200.956";"2075.554";"1101.164";"1094.300";"2055.837";"1923.354";"3681.725";"1014.356";" 867.343";"4261.142";"2758.806";"1174.808";"2899.686";"2228.447";" 553.268";" 859.788";"1881.982";"1085.768";"1490.105";"1285.184";"2637.921";"3568.201";" 960.840";"2119.992";"4227.098";"3027.039";" 801.229";"2842.858";"3202.940";"1736.915";"2542.548";"1435.586";"1155.293";"3858.709";"3593.857";"6460.618";"3733.938";"2170.534";"6221.063";"4681.257";" 978.126";"7339.753";" 369.343";"4729.109";"2496.403";"4371.891";"4084.262";"2333.882";"2931.113";"2872.761";"4688.594";"2313.727";"5378.711";"5010.246";"4238.868";"2811.464";"4173.859";"5509.635"
"7am";"4214.249";"1830.592";"2385.611";"5655.805";"7973.858";"3443.466";"2456.948";"5101.606";"5473.010";"7163.193";"5760.342";"8223.874";"8310.033";"7637.734";"7971.854";"3972.804";"3036.009";"3931.117";"3653.154";"4633.551";"5247.501";"1560.617";"3734.418";"3186.509";"4947.946";"3257.763";"2105.224";"3943.655";"5327.434";"6786.264";"3660.653";"4117.237";"4047.850";"4478.653";"8160.381";"3610.417";"2137.627";"3769.070";"4823.168";"4096.556";"3203.079";"2520.669";" 911.164";"1953.945";"1567.572";"1877.133";"6521.275";"2334.233";"3661.571";"3426.035";"3883.717";"3875.999";"2353.858";"1021.107";" 704.128";" 489.582";" 578.150";"1625.547";"2957.034";"3516.671";"2833.499";"1569.284";"1537.724";" 720.029";"1652.068";" 686.823";"1387.128";"1924.286";"1504.654";"5407.642";"2048.885";"1507.013";"5202.848";"3754.422";"1656.886";"4780.400";"6689.176";"1840.507";"3843.720";"3225.548";"1654.276";"1225.269";" 965.750";"2467.477";"2517.290";"3653.035";"1213.803";" 748.595";"4040.295";"3033.911";"1334.340";"2677.454";"3347.178";" 603.887";" 907.941";"1875.213";"1302.667";"1322.924";"1238.210";"2413.860";"3523.858";" 887.343";"2830.306";"4532.035";"2816.626";" 731.159";"2502.382";"2607.239";"1510.188";"2036.288";"1247.018";"1143.525";"3949.190";"3538.310";"5915.242";"3831.521";"1666.541";"6227.351";"5054.130";" 944.694";"6632.635";" 310.829";"5023.419";"2921.200";"3928.087";"4125.394";"2289.037";"2921.351";"2649.624";"3829.233";"2394.863";"4558.982";"5065.469";"3822.863";"2524.566";"3866.078";"5075.806"
"8am";"6616.511";"2421.505";"2500.630";"5383.461";"9984.743";"3569.074";"2615.401";"5291.102";"5787.138";"7582.199";"5432.506";"8136.647";"7967.486";"8755.793";"8473.901";"3862.630";"2158.517";"3755.816";"4135.541";"4715.014";"6459.002";"1878.764";"3734.663";"3278.410";"5124.819";"4091.505";"1920.332";"3976.116";"4210.951";"5682.918";"3546.424";"4551.820";"3321.171";"5423.406";"8205.954";"2740.557";"1580.191";"4597.086";"4221.918";"4249.301";"3347.209";"2020.630";" 834.959";"2098.954";"1673.922";"2010.788";"6463.680";"2211.635";"3630.937";"3712.645";"5034.715";"3599.218";"2411.353";" 875.777";" 576.423";" 444.145";" 534.524";"2558.416";"2780.423";"3640.788";"3043.660";"1159.783";"1359.151";" 655.266";"1798.298";" 593.409";"1490.261";"1825.288";"1335.225";"5286.965";"1782.757";"1481.152";"6161.751";"3544.386";"1684.169";"4410.802";"6075.154";"1476.202";"3807.582";"3046.843";"1339.634";"1229.988";" 986.376";"3462.077";"3079.945";"3496.725";"1297.888";" 865.469";"4333.017";"2870.370";"1084.706";"2904.918";"4791.497";" 473.562";"1125.569";"1836.039";"1338.503";"1235.236";" 946.243";"1905.314";"3300.981";" 839.682";"3105.507";"4662.835";"2653.308";" 766.276";"2536.272";"2414.966";"1657.900";"1552.074";"1278.565";"1009.882";"3485.676";"3883.642";"6408.534";"3493.644";"1724.418";"6014.155";"5430.753";"1046.810";"6515.588";" 630.565";"5195.210";"2872.024";"3670.823";"4697.645";"2343.089";"3170.610";"2412.910";"3445.895";"2799.164";"3723.126";"5239.335";"4337.834";"2270.316";"3771.230";"4974.018"
"9am";" 7014.214";" 2345.640";" 2492.485";" 4905.712";"11836.569";" 3446.884";" 2368.858";" 6729.364";" 6171.372";" 7999.818";" 6974.626";" 7845.121";" 8034.383";" 8314.462";" 7835.056";" 4053.808";" 1810.341";" 3575.319";" 3630.874";" 4461.340";" 6441.731";" 1969.336";" 3311.771";" 3492.317";" 5165.035";" 5038.341";" 1806.885";" 3516.904";" 4942.534";" 5706.950";" 3384.201";" 4213.730";" 3867.882";" 5851.521";" 7068.862";" 2480.493";" 1421.154";" 5008.189";" 4243.408";" 4570.826";" 3032.270";" 2119.609";"  758.754";" 2080.164";" 1507.082";" 1988.840";" 5731.435";" 1946.355";" 3455.032";" 3607.137";" 5710.547";" 3549.635";" 2496.543";"  842.482";"  532.351";"  294.005";"  523.935";" 2823.241";" 2483.409";" 3115.373";" 3412.273";" 1159.783";" 1251.571";"  596.685";" 1668.121";"  535.766";" 1356.601";" 1912.143";" 1198.621";" 5142.837";" 1562.983";" 1543.787";" 7246.725";" 3009.413";" 1811.391";" 4128.633";" 5596.642";" 1350.695";" 3820.603";" 2799.166";" 1578.476";" 1282.759";"  975.193";" 4819.163";" 2771.264";" 3071.791";" 1346.958";"  834.026";" 4251.864";" 2869.178";" 1163.405";" 3072.865";" 6009.934";"  425.494";" 1052.010";" 1810.018";" 1421.082";" 1110.512";"  875.348";" 1864.952";" 3258.157";"  816.520";" 2902.950";" 5401.141";" 2817.513";"  740.061";" 2490.408";" 2390.184";" 1732.587";" 1650.585";" 1166.787";" 1019.191";" 3718.424";" 4191.383";" 6573.006";" 3314.493";" 1434.766";" 5818.172";" 5832.300";" 1017.147";" 5277.196";"  483.700";" 4985.284";" 3318.140";" 3464.004";" 4708.415";" 2343.089";" 3090.362";" 2412.910";" 3289.689";" 2833.140";" 3540.592";" 5552.460";" 4455.011";" 2211.424";" 3541.476";" 4377.977"
"10am";" 7342.319";" 2671.696";" 2598.215";" 4483.310";"12754.666";" 3410.184";" 2956.893";" 6884.319";" 6468.277";" 7313.160";" 5892.750";" 8055.551";" 7179.565";" 8691.127";" 7484.366";" 4090.197";" 1670.684";" 3673.578";" 3736.978";" 5341.237";" 6665.189";" 2004.293";" 3068.117";" 4345.813";" 5367.739";" 4894.983";" 1622.297";" 3712.995";" 3800.539";" 4755.435";" 2999.534";" 4386.899";" 3949.612";" 4751.868";" 7219.426";" 2533.351";" 1339.819";" 4525.237";" 4406.881";" 4901.054";" 2808.294";" 1827.991";"  726.003";" 2496.049";" 1373.841";" 1772.107";" 6437.381";" 2130.044";" 2809.180";" 4320.299";" 6221.113";" 3641.328";" 2229.812";"  811.168";"  650.923";"  303.370";"  502.732";" 3772.241";" 2194.753";" 3019.855";" 3491.576";" 1065.471";" 1701.486";"  619.893";" 1529.687";"  631.773";" 1416.955";" 1537.926";" 1106.123";" 5046.714";" 1666.509";" 1471.767";" 7329.456";" 2984.652";" 1518.426";" 4286.732";" 6378.149";" 1333.223";" 3449.271";" 2564.535";" 1475.336";" 1322.406";"  950.197";" 4854.150";" 3322.211";" 3367.036";" 1481.206";"  844.193";" 3717.094";" 2883.512";" 1126.629";" 2746.465";" 5981.536";"  407.462";" 1059.615";" 1948.747";" 1325.477";" 1005.360";"  842.261";" 1674.790";" 2954.718";"  745.897";" 2853.308";" 5364.642";" 2812.602";"  731.437";" 2529.164";" 2272.952";" 1700.359";" 1651.179";" 1161.920";" 1538.432";" 3809.354";" 4235.669";" 6107.595";" 2834.904";" 1515.949";" 5711.266";" 6050.436";" 1230.335";" 5898.064";"  591.882";" 5092.417";" 3314.542";" 3335.880";" 4570.018";" 2343.089";" 3025.624";" 2288.073";" 3229.107";" 2819.993";" 3329.439";" 5516.529";" 4577.872";" 2176.351";" 3593.782";" 4012.345"
"11am";" 7781.795";" 2511.331";" 2474.342";" 4966.691";"13297.864";" 3665.186";" 2326.139";" 6737.034";" 7069.538";" 6516.509";" 5670.111";" 8493.916";" 7266.131";" 9405.243";" 8185.288";" 3482.600";" 2245.239";" 3156.720";" 4146.862";" 5310.002";" 5838.260";" 1785.091";" 3428.007";" 3527.688";" 5145.695";" 3593.027";" 1672.799";" 4064.067";" 3341.255";" 4639.131";" 3132.230";" 3892.841";" 3954.914";" 4859.928";" 8349.439";" 2624.860";" 1298.854";" 4551.614";" 4480.430";" 5551.590";" 2708.993";" 1888.512";"  807.720";" 2104.024";" 1383.418";" 1711.949";" 6955.640";" 1874.511";" 3247.414";" 3773.482";" 5899.162";" 3339.507";" 2172.966";"  838.407";"  580.067";"  321.454";"  550.986";" 3783.027";" 2226.779";" 3020.166";" 3460.051";" 1099.847";" 1739.759";"  571.950";" 1663.360";"  582.558";" 1301.510";" 1635.306";" 1133.116";" 4973.135";" 1647.834";" 1469.698";" 6783.205";" 3309.002";" 1791.506";" 4150.548";" 5839.684";" 1355.947";" 3557.043";" 2553.559";" 1524.551";" 1235.548";"  982.392";" 4500.410";" 2830.799";" 3432.688";" 1531.446";"  697.181";" 4327.828";" 2908.910";" 1262.790";" 2718.089";" 5676.631";"  431.496";" 1061.473";" 1907.947";" 1269.271";"  921.853";"  967.723";" 1921.297";" 3068.472";"  768.959";" 3066.068";" 5015.506";" 2886.537";"  641.443";" 2346.689";" 2142.918";" 1622.631";" 1834.557";" 1128.281";" 1161.465";" 3804.677";" 4168.564";" 6159.967";" 3053.158";" 1500.426";" 6069.813";" 5661.802";" 1076.171";" 6284.932";"  596.088";" 5295.651";" 2364.846";" 3868.643";" 4628.477";" 2182.955";" 3000.032";" 2339.348";" 3363.142";" 2818.858";" 3641.761";" 5093.171";" 4242.421";" 2334.087";" 3871.243";" 4008.777"
