"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"101","4am",3.129724,9.28565,20.53368,27.056684,39.9942633
"102","4am",5.017934,2.413472,25.78998,48.189222,18.5893897
"103","4am",5.302031,26.859179,17.04392,29.097211,21.6976606
"104","4am",8.676738,7.490501,33.53469,38.210971,12.0871036
"105","4am",17.810155,9.487273,29.5534,23.249989,19.8991812
"106","4am",7.922944,8.58262,18.24933,31.937701,33.3074051
"107","4am",16.049925,5.198408,20.53847,37.810765,20.4024336
"108","4am",17.236988,32.744203,23.99831,17.491336,8.52916
"109","4am",17.505899,19.963159,18.61193,25.222097,18.6969174
"110","4am",23.455664,39.191746,20.95646,11.105101,5.2910274
"111","4am",7.003662,15.04158,34.59689,32.145985,11.2118813
"112","4am",8.613201,21.003648,37.62406,24.505083,8.2540076
"113","4am",15.624467,39.849591,29.27349,13.807576,1.4448794
"114","4am",4.952794,22.006955,30.40638,31.272699,11.3611732
"115","4am",9.034762,20.9383,23.36866,28.603814,18.0544602
"116","4am",9.249998,15.841292,24.82639,25.600353,24.4819656
"117","4am",10.118646,24.273146,32.06125,20.436405,13.1105551
"118","4am",5.924286,20.782685,28.25733,29.032489,16.0032081
"119","4am",5.201329,17.446672,31.55927,25.878919,19.9138076
"120","4am",10.934172,13.150212,18.65645,28.99216,28.2670062
"121","4am",11.367272,27.174017,20.38769,28.872871,12.1981529
"122","4am",6.866619,40.423961,30.5684,14.077721,8.0633009
"123","4am",9.038518,16.51001,21.87928,41.685002,10.8871853
"124","4am",10.262016,20.380917,20.59375,33.65619,15.1071264
"125","4am",7.3884,26.507905,31.74016,18.62835,15.7351805
"126","4am",6.252913,10.950552,37.27474,36.217024,9.3047668
"127","4am",6.293387,27.377736,28.85925,25.344736,12.124895
"128","4am",1.369548,23.531692,38.03884,24.472167,12.5877543
"129","4am",18.162064,35.737183,25.18591,13.269444,7.6453961
"130","4am",20.760166,30.531867,26.74639,17.452843,4.5087379
"131","4am",5.435244,32.024955,33.48666,19.962079,9.0910577
"132","4am",10.961828,30.350481,22.86561,33.247904,2.5741779
"133","4am",7.889886,27.522732,36.87529,22.558282,5.1538081
"134","4am",9.645166,37.405874,28.4367,19.373177,5.139083
"135","4am",11.15265,38.22901,29.62257,19.896929,1.0988369
"136","4am",8.609174,36.365882,24.40577,23.784815,6.8343556
"137","4am",8.995793,41.121848,24.77142,16.05811,9.0528274
"138","4am",4.669962,33.064757,32.65766,22.706007,6.9016174
"139","4am",12.44536,48.678248,23.55498,14.481149,0.8402662
"140","4am",16.730023,22.240851,31.41847,25.448056,4.162602
"141","4am",9.477679,5.566602,26.46604,37.334999,21.154677
"142","4am",18.509173,40.133785,29.61937,8.58278,3.154895
"143","4am",25.246872,31.027782,29.49206,12.014023,2.219264
"144","4am",12.535735,50.99814,25.14221,5.669282,5.6546314
"145","4am",26.589944,23.433066,30.97573,13.567052,5.4342062
"146","4am",10.360823,35.334198,27.70337,21.909909,4.6917038
"147","4am",27.018881,37.313038,19.32247,10.153297,6.1923187
"148","4am",36.698156,40.58645,14.04011,5.423687,3.2515941
"149","4am",30.104919,40.516382,17.38131,8.444358,3.5530276
"150","4am",19.435535,24.570857,28.78096,21.880321,5.3323251
"151","4am",30.05833,40.579196,18.09516,7.91223,3.355087
"152","4am",9.226018,44.90595,34.43885,9.825492,1.6036901
"153","4am",12.875201,42.495367,32.4456,9.562402,2.6214311
"154","4am",9.540797,26.270247,36.24056,24.971687,2.9767095
"155","4am",18.08041,26.960257,20.17841,26.398743,8.3821749
"156","4am",9.424202,23.308769,27.86936,25.918381,13.4792834
"157","4am",12.352676,16.27424,35.16543,18.024793,18.1828621
"101","5am",2.202567,16.456476,19.65465,23.404157,38.2821483
"102","5am",4.90869,4.63114,25.13538,47.140108,18.1846851
"103","5am",5.23713,26.530405,17.53808,29.26232,21.4320671
"104","5am",8.746638,7.550845,32.99924,38.518801,12.184478
"105","5am",18.163489,9.67549,28.15582,23.711244,20.2939598
"106","5am",7.743941,10.648011,17.83702,31.216133,32.5548913
"107","5am",14.69378,5.282384,20.87025,38.421567,20.7320183
"108","5am",17.510979,33.26469,22.79023,17.76937,8.6647356
"109","5am",16.458649,18.972613,18.74428,26.994575,18.8298793
"110","5am",23.895708,39.013199,20.61781,11.31344,5.1598434
"111","5am",6.989175,16.030066,33.71258,32.079492,11.1886901
"112","5am",8.594883,21.171656,37.54404,24.452966,8.2364532
"113","5am",15.780304,40.719219,28.0959,13.945291,1.4592904
"114","5am",4.9956,21.231597,30.77046,31.542977,11.4593638
"115","5am",9.282588,20.41541,23.26534,28.486962,18.5497004
"116","5am",9.083474,17.356369,24.37945,25.13948,24.0412261
"117","5am",10.272418,23.841418,32.54848,20.746977,12.590706
"118","5am",5.885388,20.63782,28.73679,28.841866,15.8981333
"119","5am",5.741284,17.899778,31.15411,25.54668,19.6581499
"120","5am",10.752514,14.593115,18.3465,28.510491,27.7973845
"121","5am",11.609803,26.593467,20.82268,28.515644,12.4584108
"122","5am",5.876624,40.000338,31.38821,14.455272,8.2795513
"123","5am",9.14409,16.196773,21.4729,42.171891,11.0143498
"124","5am",10.229267,20.635007,20.52803,33.548783,15.0589147
"125","5am",7.535637,26.234942,32.37268,17.807985,16.0487521
"126","5am",6.252913,10.950552,37.27474,36.217024,9.3047668
"127","5am",6.293387,27.377736,28.85925,25.344736,12.124895
"128","5am",1.359625,23.435688,38.41331,24.29484,12.4965427
"129","5am",18.713741,34.797104,24.93902,13.672507,7.877627
"130","5am",21.580345,28.409507,27.18092,18.142358,4.6868661
"131","5am",6.39703,30.992771,33.84083,19.767107,9.002264
"132","5am",10.861948,30.985099,22.65727,32.944963,2.550723
"133","5am",8.017144,26.944478,37.47006,22.922129,4.6461867
"134","5am",9.854844,36.621457,29.05489,19.794333,4.6744786
"135","5am",11.920926,38.883623,28.45362,19.656284,1.0855469
"136","5am",8.609174,36.365882,24.40577,23.784815,6.8343556
"137","5am",9.5962,40.16502,24.94842,16.172848,9.1175118
"138","5am",4.753754,33.074079,33.24363,21.903082,7.0254528
"139","5am",12.532011,48.32092,23.71898,14.581974,0.8461165
"140","5am",16.671142,23.028775,30.60996,25.634642,4.0554832
"141","5am",9.524459,5.679344,25.81556,37.721545,21.2590929
"142","5am",17.892536,39.616091,30.69741,8.623936,3.1700234
"143","5am",25.338245,31.710151,28.6668,12.057504,2.2272959
"144","5am",12.672662,51.245067,25.41684,4.949038,5.7163964
"145","5am",24.462263,23.245061,31.37948,15.408156,5.5050378
"146","5am",11.815529,34.815456,26.92838,21.609983,4.8306496
"147","5am",26.41511,37.465515,19.75103,10.167417,6.2009305
"148","5am",35.887293,40.029379,16.10891,4.794665,3.1797485
"149","5am",29.986685,40.765111,17.04828,8.586918,3.6130108
"150","5am",19.435535,24.570857,28.78096,21.880321,5.3323251
"151","5am",30.188636,40.321601,18.1736,7.946531,3.3696317
"152","5am",9.183146,44.697279,34.27882,10.244518,1.596238
"153","5am",12.781563,42.186308,32.93691,9.492857,2.6023661
"154","5am",9.778025,27.484949,34.0937,25.592598,3.0507242
"155","5am",18.08041,26.960257,20.17841,26.398743,8.3821749
"156","5am",8.949768,24.571867,27.2908,25.626803,13.5607638
"157","5am",12.22337,14.716185,37.23181,17.836112,17.992526
"101","6am",3.912807,19.122106,19.61097,19.478697,37.8754206
"102","6am",6.590669,3.747842,24.14397,47.465931,18.0515922
"103","6am",5.354825,26.343335,19.24702,28.39146,20.6633578
"104","6am",9.18754,7.085255,33.28323,38.472685,11.9712897
"105","6am",18.500707,11.546425,28.67855,22.368846,18.9054732
"106","6am",7.884774,10.104469,16.304,32.559815,33.1469418
"107","6am",13.557257,4.618152,22.08156,40.387738,19.3552915
"108","6am",16.992781,30.97672,26.37865,17.243525,8.4083222
