"district","hour","mode1","mode2","mode3"
"101","4am",24.618822,16.94739,58.433786
"102","4am",17.736844,29.28457,52.978588
"103","4am",18.646565,28.70874,52.644697
"104","4am",24.722461,38.45908,36.818463
"105","4am",13.050829,23.09784,63.85133
"106","4am",15.272559,30.40292,54.32452
"107","4am",16.850218,44.69296,38.456827
"108","4am",32.133442,30.76377,37.102788
"109","4am",28.8258,30.86024,40.313964
"110","4am",24.713335,40.35208,34.934586
"111","4am",34.800193,41.2325,23.967303
"112","4am",22.994291,59.81833,17.187383
"113","4am",16.28532,48.35439,35.360287
"114","4am",18.01252,67.24546,14.742018
"115","4am",14.261583,60.08394,25.654474
"116","4am",5.908235,71.76267,22.329094
"117","4am",8.086569,65.02245,26.890983
"118","4am",15.611078,52.41086,31.978061
"119","4am",15.958137,52.12934,31.912522
"120","4am",4.703169,81.47232,13.824512
"121","4am",11.854538,74.24174,13.903717
"122","4am",21.008958,49.8831,29.107945
"123","4am",14.079385,63.47092,22.449694
"124","4am",11.209275,68.6642,20.126527
"125","4am",26.696284,38.11821,35.185508
"126","4am",11.383003,68.16271,20.454284
"127","4am",15.216907,53.61823,31.164864
"128","4am",12.812138,74.04909,13.138772
"129","4am",6.072337,69.43572,24.491939
"130","4am",13.4201,54.71437,31.865535
"131","4am",6.326869,71.35561,22.31752
"132","4am",10.7845,72.3346,16.880903
"133","4am",4.548879,82.60945,12.841667
"134","4am",2.788037,82.38403,14.827932
"135","4am",10.973931,56.32439,32.701677
"136","4am",4.516826,75.51041,19.972764
"137","4am",6.087665,73.86964,20.0427
"138","4am",7.553756,76.84312,15.603122
"139","4am",6.473988,71.21314,22.312877
"140","4am",2.736386,82.75583,14.507784
"141","4am",3.062694,90.92149,6.015815
"142","4am",10.540846,67.31458,22.144576
"143","4am",13.462456,64.19527,22.342269
"144","4am",9.105673,65.94584,24.948483
"145","4am",11.612975,47.15087,41.236154
"146","4am",8.937882,64.15304,26.909077
"147","4am",23.222265,37.27163,39.506102
"148","4am",13.880646,51.85318,34.266177
"149","4am",13.381747,51.83111,34.787139
"150","4am",17.152894,57.24484,25.602269
"151","4am",18.480665,48.89334,32.625999
"152","4am",7.434889,75.40955,17.155563
"153","4am",6.637005,68.86891,24.494083
"154","4am",3.747077,85.95789,10.295034
"155","4am",11.382604,79.45051,9.166886
"156","4am",6.755058,71.71674,21.528205
"157","4am",6.561819,74.61607,18.822107
"101","5am",27.690028,16.24763,56.062342
"102","5am",18.529145,29.43119,52.039665
"103","5am",18.420732,29.57216,52.007107
"104","5am",24.882358,38.06105,37.056594
"105","5am",12.214286,23.09784,64.687873
"106","5am",16.058678,30.42163,53.519696
"107","5am",17.129186,43.77731,39.093509
"108","5am",30.960718,31.29536,37.743918
"109","5am",28.016849,32.4411,39.542052
"110","5am",23.560703,41.54397,34.89533
"111","5am",34.719743,42.27672,23.00354
"112","5am",22.941177,59.91114,17.147681
"113","5am",16.479108,47.73983,35.781059
"114","5am",17.593124,67.52498,14.881895
"115","5am",14.667041,59.72059,25.61237
"116","5am",5.787766,72.33843,21.873802
"117","5am",8.234839,65.43405,26.331111
"118","5am",15.499506,53.66036,30.84013
"119","5am",14.951656,52.79919,32.249156
"120","5am",4.617857,81.80839,13.573748
"121","5am",12.145952,73.60854,14.245504
"122","5am",21.566511,48.55305,29.880435
"123","5am",14.266129,62.98641,22.747459
"124","5am",11.170206,68.77342,20.056377
"125","5am",26.953597,37.52176,35.524644
"126","5am",11.383003,68.16271,20.454284
"127","5am",15.216907,53.61823,31.164864
"128","5am",12.70969,74.2566,13.033712
"129","5am",6.302715,68.97451,24.722772
"130","5am",11.901231,55.53294,32.565833
"131","5am",6.255681,71.67791,22.066408
"132","5am",10.668871,73.55624,15.774891
"133","5am",3.950475,82.96829,13.08123
"134","5am",2.856814,81.94947,15.193717
"135","5am",10.808938,56.98105,32.210008
"136","5am",4.516826,75.51041,19.972764
"137","5am",6.136815,73.65866,20.20452
"138","5am",7.709832,76.36465,15.925513
"139","5am",6.528261,72.24775,21.223991
"140","5am",2.656592,83.25868,14.084731
"141","5am",3.079671,90.87117,6.049161
"142","5am",10.598572,66.08071,23.320714
"143","5am",13.51652,64.05149,22.431994
"144","5am",9.223245,66.2095,24.567253
"145","5am",11.787902,47.24365,40.968448
"146","5am",8.353263,64.6625,26.984241
"147","5am",23.257578,37.76753,38.974895
"148","5am",13.530862,53.06645,33.40269
"149","5am",13.650399,51.3817,34.967901
"150","5am",17.152894,57.24484,25.602269
"151","5am",18.567518,48.65315,32.77933
"152","5am",7.393961,75.54492,17.061124
"153","5am",6.580345,69.13468,24.284977
"154","5am",3.853378,85.55953,10.587093
"155","5am",11.382604,79.45051,9.166886
"156","5am",6.804225,71.51087,21.684901
"157","5am",6.479506,74.93449,18.586
"101","6am",31.547944,17.034,51.41806
"102","6am",17.574228,29.75504,52.670734
"103","6am",19.196551,26.70594,54.097505
"104","6am",25.127613,38.79103,36.081362
"105","6am",11.274339,23.91756,64.808102
"106","6am",13.983476,30.92025,55.096271
"107","6am",16.437262,45.17427,38.388472
"108","6am",29.967274,34.91336,35.119362
