"district","hour","resarea1","resarea2","resarea3"
"101","4am",228.8603,116.3059,7922.4792
"102","4am",0,134.1188,14021.09797
"103","4am",0,206.89026,18310.56697
"104","4am",0,0,17800.51593
"105","4am",0,156.6918,14246.85908
"106","4am",0,561.3007,16007.79047
"107","4am",0,413.94542,16002.99326
"108","4am",0,303.0679,12994.98873
"109","4am",0,94.2893,15014.76191
"110","4am",0,245.6944,13732.79272
"111","4am",0,207.94558,5489.28131
"112","4am",65.91244,0,13515.61803
"113","4am",0,0,10720.10031
"114","4am",0,110.3454,9989.93157
"115","4am",0,9081.79829,0
"116","4am",0,12823.80843,0
"117","4am",0,15849.59269,188.3617
"118","4am",0,17596.22668,0
"119","4am",0,22073.15184,0
"120","4am",0,9085.87805,0
"121","4am",0,19356.58957,0
"122","4am",0,16073.74739,0
"123","4am",0,13152.64838,0
"124","4am",0,17027.68671,210.04845
"125","4am",0,21224.46154,0
"126","4am",0,15247.94949,0
"127","4am",0,13768.96223,0
"128","4am",0,13336.61699,0
"129","4am",0,16019.23432,0
"130","4am",0,15243.27228,84.09949
"131","4am",0,22868.3038,0
"132","4am",0,20627.3003,0
"133","4am",15441.20762,87.60505,80.77092
"134","4am",11685.33328,0,0
"135","4am",0,18720.18872,185.15535
"136","4am",0,16812.48809,124.2264
"137","4am",0,15676.30773,0
"138","4am",0,13160.92661,0
"139","4am",0,15379.75767,0
"140","4am",0,18118.21298,0
"141","4am",0,17824.35565,0
"142","4am",0,13492.92031,0
"143","4am",0,15952.03304,0
"144","4am",0,10412.15032,0
"145","4am",0,11366.98662,0
"146","4am",0,16212.49734,0
"147","4am",0,11359.39775,222.28712
"148","4am",0,12636.21284,0
"149","4am",0,15228.26302,55.22144
"150","4am",0,15841.55242,0
"151","4am",0,13267.49193,0
"152","4am",0,17297.81902,0
"153","4am",0,12852.41845,0
"154","4am",0,21661.9052,0
"155","4am",0,14982.17839,0
"156","4am",0,15809.00168,111.092
"157","4am",0,15159.0035,0
"101","5am",228.8603,266.6371,7908.32327
"102","5am",0,459.11407,13925.23749
"103","5am",0,283.45568,18413.79247
"104","5am",0,0,17697.29043
"105","5am",0,0,14145.81918
"106","5am",0,871.6854,16108.83037
"107","5am",0,413.94542,15768.61986
"108","5am",0,303.0679,12811.20283
"109","5am",0,278.7426,14747.97121
"110","5am",65.91244,339.23953,13338.88744
"111","5am",0,207.94558,5500.50813
"112","5am",65.91244,0,13543.31624
"113","5am",0,157.3232,10456.91204
"114","5am",0,173.56506,9841.20359
"115","5am",0,8848.8202,0
"116","5am",0,13055.76768,0
"117","5am",0,15609.51299,188.3617
"118","5am",0,17709.56938,0
"119","5am",0,22224.55064,135.6664
"120","5am",0,9239.37902,0
"121","5am",0,18952.22778,0
"122","5am",115.8311,15563.13681,0
"123","5am",0,13000.79652,0
"124","5am",0,17027.68671,263.65126
"125","5am",0,20924.35394,0
"126","5am",0,15247.94949,0
"127","5am",0,13768.96223,0
"128","5am",103.4924,13329.86385,0
"129","5am",0,15546.99053,0
"130","5am",0,14692.12352,84.09949
"131","5am",0,22859.4916,234.3734
"132","5am",0,20816.97589,0
"133","5am",15193.43352,87.60505,80.77092
"134","5am",11436.70951,0,0
"135","5am",0,18951.64042,185.15535
"136","5am",0,16812.48809,124.2264
"137","5am",0,15566.20502,0
"138","5am",0,12928.94323,0
"139","5am",0,15273.41627,0
"140","5am",0,18461.16519,135.61005
"141","5am",0,17693.48952,44.11346
"142","5am",0,13428.97243,0
"143","5am",0,15894.50803,0
"144","5am",0,10301.10879,0
"145","5am",0,11226.4441,0
"146","5am",0,15642.97721,103.1941
"147","5am",0,11344.41087,222.28712
"148","5am",0,12920.08408,0
"149","5am",0,14974.52664,55.22144
"150","5am",0,15841.55242,0
"151","5am",0,13212.82111,0
"152","5am",0,17378.57435,0
"153","5am",0,12946.57588,0
"154","5am",0,21136.3585,0
"155","5am",0,14982.17839,0
"156","5am",0,15714.49188,111.092
"157","5am",0,15319.3648,0
"101","6am",228.8603,564.86168,8012.28919
"102","6am",133.7742,241.63557,13599.39926
"103","6am",0,283.45568,18090.96194
"104","6am",0,93.05294,16886.10821
"105","6am",0,131.14751,13789.07787
"106","6am",0,871.6854,15863.44883
"107","6am",0,737.59165,15126.19393
"108","6am",0,896.79083,12570.06857
"109","6am",103.4924,535.31713,14396.21042
"110","6am",267.46944,1218.19513,13277.43416
"111","6am",0,525.85576,5398.25344
"112","6am",65.91244,178.71472,13289.74172
"113","6am",0,157.3232,10148.05991
"114","6am",0,643.62139,10011.34419
"115","6am",0,8460.84282,77.44626
"116","6am",0,12527.53629,0
"117","6am",0,15106.24692,0
"118","6am",0,17461.30808,131.1243
"119","6am",0,21260.08214,389.78429
"120","6am",0,9440.06273,0
"121","6am",115.8311,18108.62837,66.51565
"122","6am",115.8311,15031.29109,0
"123","6am",0,13145.2407,0
"124","6am",0,17820.34619,374.74326
"125","6am",0,20824.25451,419.93117
"126","6am",0,14691.57379,0
"127","6am",0,13453.01398,0
"128","6am",103.4924,12785.40251,0
"129","6am",0,14712.71499,80.79864
"130","6am",0,13882.18528,169.91666
"131","6am",0,22648.61812,425.63812
"132","6am",84.67565,20323.16908,0
"133","6am",14022.43493,87.60505,324.00602
"134","6am",10368.41265,0,0
"135","6am",0,18702.66512,185.15535
"136","6am",0,15905.9717,124.2264
"137","6am",0,14669.18678,91.45247
"138","6am",0,12143.15921,0
"139","6am",0,14301.73025,0
"140","6am",0,18607.25759,135.61005
"141","6am",0,17066.74212,44.11346
"142","6am",0,13318.42397,0
"143","6am",0,15798.67374,0
"144","6am",0,10161.83591,0
"145","6am",0,11148.25992,208.1105
"146","6am",66.88023,15148.21349,103.1941
"147","6am",0,11699.19475,271.59919
"148","6am",0,12598.72194,113.0997
"149","6am",0,14959.31094,55.22144
"150","6am",113.9406,15952.42044,29.83848
"151","6am",0,12930.32742,0
"152","6am",0,16651.95354,0
"153","6am",0,12406.31059,0
"154","6am",0,20501.0683,0
"155","6am",0,14130.95966,0
"156","6am",0,15222.64874,111.092
"157","6am",0,15017.16097,0
"101","7am",228.8603,2562.5662,7268.50092
"102","7am",259.1421,2110.9794,12020.85562
"103","7am",0,1873.471,14776.06859
"104","7am",0,1763.8129,12757.49551
"105","7am",0,1237.452,14811.73647
"106","7am",85.01091,2977.9059,14313.75478
"107","7am",0,1318.4964,13242.72188
"108","7am",0,1091.0975,10757.30188
"109","7am",103.4924,2568.2159,13690.28983
"110","7am",485.99114,3485.8165,13331.08453
"111","7am",0,878.573,4405.9742
"112","7am",65.91244,1024.0744,11287.58028
"113","7am",103.4924,862.1233,9072.54616
"114","7am",0,2619.7553,8631.82244
"115","7am",0,7233.567,396.19382
"116","7am",0,10789.5805,338.94786
"117","7am",0,13757.576,433.17676
"118","7am",0,14401.8283,338.11973
"119","7am",0,17356.5034,1018.84161
"120","7am",0,7878.5098,160.82284
"121","7am",115.8311,15354.2085,288.25529
"122","7am",115.8311,13298.5179,0
"123","7am",0,11752.8489,84.09949
"124","7am",0,20044.9567,1042.58758
"125","7am",78.0032,22384.295,3113.63468
"126","7am",0,12037.5363,129.3702
"127","7am",0,12235.2292,511.17459
"128","7am",103.4924,11040.0287,200.33377
"129","7am",0,11694.418,80.79864
"130","7am",180.82083,13695.0569,1134.14956
"131","7am",405.29014,20736.051,714.10338
"132","7am",84.67565,17830.8271,389.28557
"133","7am",12693.1381,297.2566,277.66874
"134","7am",8665.62546,0,0
"135","7am",0,16967.7431,185.15535
"136","7am",0,13199.3202,124.2264
"137","7am",118.3398,11834.455,181.11893
"138","7am",0,10527.5959,0
"139","7am",0,11286.6557,84.09949
"140","7am",0,17999.8317,199.05089
"141","7am",0,13922.4009,118.61555
"142","7am",0,11855.7304,60.67249
"143","7am",0,14824.2258,0
"144","7am",0,8812.684,0
"145","7am",0,13445.8858,502.51558
"146","7am",66.88023,14705.5141,103.1941
"147","7am",0,13780.6141,439.79817
"148","7am",123.5538,11644.3005,276.85581
"149","7am",0,13818.1891,386.89916
"150","7am",113.9406,14786.897,467.5581
"151","7am",0,11948.6226,0
"152","7am",0,14217.6286,0
"153","7am",0,12939.2979,0
"154","7am",0,18569.9528,0
"155","7am",0,12224.2049,0
"156","7am",0,13023.7017,402.72828
"157","7am",0,15245.6511,0
"101","8am",703.054,7149.803,7679.79242
"102","8am",259.1421,7034.984,10265.68837
"103","8am",0,2554.38,13185.91183
"104","8am",0,2447.731,9736.40112
"105","8am",0,3864.028,14664.0467
"106","8am",85.01091,4935.138,11467.95702
"107","8am",137.4175,2207.892,10527.82973
"108","8am",0,1816.6,8944.34014
"109","8am",103.4924,3783.125,12724.88756
"110","8am",604.33094,5334.166,13289.95839
"111","8am",0,1768.507,3788.8927
"112","8am",65.91244,1906.773,8331.74629
"113","8am",0,1398.249,7445.2253
"114","8am",218.3264,4432.266,8167.33926
"115","8am",0,5020.245,427.65615
"116","8am",0,9337.332,993.03792
"117","8am",0,13064.761,866.5448
"118","8am",0,14587.894,1105.15753
"119","8am",0,18247.249,2234.74567
"120","8am",243.7077,8064.983,428.54627
"121","8am",115.8311,12467.419,995.16691
"122","8am",115.8311,10319.784,330.23841
"123","8am",0,12780.014,430.75528
"124","8am",75.54789,19674.305,1409.37406
"125","8am",164.38945,25323.142,7343.92689
"126","8am",0,11358.331,129.3702
"127","8am",0,10450.465,777.99036
"128","8am",103.4924,8183.84,160.18926
"129","8am",0,10035.471,459.05107
"130","8am",852.2305,14213.131,2428.06184
"131","8am",520.31944,21108.615,1994.15609
"132","8am",615.09542,16284.144,656.22182
"133","8am",10095.79976,1222.963,525.66264
"134","8am",8171.99891,0,78.65007
"135","8am",0,17912.437,410.43099
"136","8am",0,10864.324,445.02894
"137","8am",118.3398,9714.644,560.9669
"138","8am",0,9567.559,161.8942
"139","8am",128.0907,9678.23,84.09949
"140","8am",0,17970.642,424.43403
"141","8am",0,12138.163,118.61555
"142","8am",0,11440.812,60.67249
"143","8am",0,14651.539,51.95577
"144","8am",0,7370.062,0
"145","8am",0,15916.167,1231.28795
"146","8am",66.88023,12909.534,478.76417
"147","8am",0,19374.139,2202.23238
"148","8am",123.5538,11108.685,426.92034
"149","8am",0,13784.339,482.75964
"150","8am",113.9406,15058.037,853.2756
"151","8am",0,12608.911,798.90396
"152","8am",0,12496.178,94.82606
"153","8am",0,13124.647,0
"154","8am",0,17342.966,0
"155","8am",0,9921.689,0
"156","8am",0,12247.55,718.11323
"157","8am",0,13639.142,542.74622
"101","9am",1051.0498,9081.299,8851.90013
"102","9am",259.1421,8602.383,9941.47996
"103","9am",0,3674.993,12849.29142
"104","9am",0,3433.983,9057.4931
"105","9am",123.5538,4032.16,14285.09151
"106","9am",222.42841,5800.055,11406.90824
"107","9am",137.4175,2937.71,9387.55032
"108","9am",0,1993.999,8900.96797
"109","9am",103.4924,4376.068,11844.38328
"110","9am",538.4185,5993.552,12903.31332
"111","9am",0,1683.578,3519.387
"112","9am",65.91244,2283.952,6400.41726
"113","9am",0,1944.624,7560.44175
"114","9am",293.87429,5011.303,7847.9959
"115","9am",0,4350.949,427.65615
"116","9am",124.3715,9213.789,1107.79525
"117","9am",0,13171.97,1283.29526
"118","9am",0,13608.308,1525.51951
"119","9am",0,17524.89,2234.03878
"120","9am",243.7077,7903.379,428.54627
"121","9am",215.77721,12367.264,1245.80187
"122","9am",229.7717,10358.453,396.75406
"123","9am",0,13333.856,925.59538
"124","9am",391.27121,19722.696,1722.40803
"125","9am",164.38945,29464.214,9570.51963
"126","9am",0,10580.432,218.70596
"127","9am",0,9980.135,829.61776
"128","9am",221.8322,7484.085,261.00626
"129","9am",0,10098.725,459.05107
"130","9am",748.7381,14099.51,2660.22838
"131","9am",454.407,20877.121,2240.56444
"132","9am",490.72392,14811.915,554.59532
"133","9am",9290.10308,1848.821,842.78427
"134","9am",7432.65365,626.557,78.65007
"135","9am",0,17200.449,687.58171
"136","9am",0,10388.894,538.81547
"137","9am",118.3398,9871.583,560.9669
"138","9am",0,8800.935,267.7401
"139","9am",128.0907,10357.924,84.09949
"140","9am",65.91244,19157.545,424.43403
"141","9am",0,11219.707,118.61555
"142","9am",0,10968.908,109.98861
"143","9am",0,13421.96,51.95577
"144","9am",0,7285.95,100.9286
"145","9am",0,17343.09,1462.53298
"146","9am",66.88023,12944.194,975.21205
"147","9am",0,20596.2,2485.98727
"148","9am",123.5538,10656.945,655.34641
"149","9am",0,12541.683,482.75964
"150","9am",113.9406,15243.418,1170.62934
"151","9am",0,12599.423,864.596
"152","9am",0,10713.968,94.82606
"153","9am",0,12535.671,0
"154","9am",0,17346.011,83.44883
"155","9am",0,9012.862,0
"156","9am",0,12294.568,676.0619
"157","9am",128.0907,14691.397,662.20002
"101","10am",985.7988,10684.831,9785.19352
"102","10am",259.1421,8578.111,9168.18666
"103","10am",0,3751.894,13003.18693
"104","10am",0,3418.146,8485.75194
"105","10am",123.5538,4123.812,13823.39301
"106","10am",222.42841,5573.532,11856.30983
"107","10am",137.4175,3904.359,8264.08345
"108","10am",0,2343.23,8225.78246
"109","10am",244.8648,4601.403,11208.91127
"110","10am",538.4185,6263.044,12309.85293
"111","10am",0,1900.523,3285.13823
"112","10am",65.91244,2327.054,5940.46223
"113","10am",0,1844.029,7380.72779
"114","10am",293.87429,5782.124,7555.38543
"115","10am",0,4231.209,507.7162
"116","10am",0,8683.556,1388.32872
"117","10am",0,13398.275,1210.65976
"118","10am",0,13237.161,1441.23947
"119","10am",57.02244,16768.579,2133.04801
"120","10am",243.7077,7201.925,621.57962
"121","10am",215.77721,11632.107,1247.45141
"122","10am",229.7717,10065.771,701.66955
"123","10am",0,12134.225,925.59538
"124","10am",391.27121,19917.105,1676.95376
"125","10am",320.39585,30984.401,9640.40399
"126","10am",0,10344.059,218.70596
"127","10am",0,10144.188,1058.99076
"128","10am",221.8322,7569.033,543.62445
"129","10am",0,9795.417,615.05807
"130","10am",748.7381,14025.766,2692.27051
"131","10am",568.3476,19527.06,2402.60303
"132","10am",580.7096,14849.668,816.43192
"133","10am",9474.1687,2745.595,961.78717
"134","10am",7065.65322,626.557,0
"135","10am",0,16211.647,606.59624
"136","10am",0,10944.498,538.81547
"137","10am",118.3398,8748.893,665.2465
"138","10am",0,8675.626,267.7401
"139","10am",128.0907,9512.631,84.09949
"140","10am",65.91244,19771.896,424.43403
"141","10am",0,11055.638,118.61555
"142","10am",0,10517.226,109.98861
"143","10am",0,13152.341,202.22797
"144","10am",0,6921.175,0
"145","10am",0,18457.51,1330.20558
"146","10am",66.88023,12869.671,1002.53435
"147","10am",0,21499.932,2646.40064
"148","10am",123.5538,9485.914,655.34641
"149","10am",0,12579.482,427.5382
"150","10am",113.9406,15144.274,1475.01874
"151","10am",0,11977.92,985.4205
"152","10am",0,11067.574,94.82606
"153","10am",0,12262.652,0
"154","10am",0,18102.347,223.96283
"155","10am",0,9142.525,0
"156","10am",0,11638.885,892.20228
"157","10am",246.4305,14365.954,721.97627
"101","11am",1100.8281,10868.3963,10548.72064
"102","11am",259.1421,8238.9495,8757.77991
"103","11am",0,3628.9182,12805.75278
"104","11am",0,3178.2762,8072.64309
"105","11am",123.5538,4442.1275,13981.37008
"106","11am",85.01091,6346.0847,11464.15116
"107","11am",137.4175,3450.5722,7657.92064
"108","11am",0,1789.3886,7469.60477
"109","11am",244.8648,4680.392,12792.37766
"110","11am",538.4185,6229.5004,12799.60218
"111","11am",0,1740.8466,3632.12356
"112","11am",65.91244,2665.9432,6824.86535
"113","11am",0,1562.2804,7160.4655
"114","11am",293.87429,5112.2734,7847.44513
"115","11am",0,4387.0538,556.97507
"116","11am",0,8238.1663,1281.81476
"117","11am",0,13669.384,1341.78406
"118","11am",0,13069.7817,1749.85793
"119","11am",57.02244,16656.1663,2552.36378
"120","11am",243.7077,7786.5563,249.87475
"121","11am",215.77721,12750.5366,960.419
"122","11am",115.8311,10670.4063,552.53002
"123","11am",0,11719.4354,925.59538
"124","11am",391.27121,21083.5007,1704.13551
"125","11am",164.38945,28132.871,9171.74364
"126","11am",0,9940.1061,398.32176
"127","11am",0,10118.882,976.87243
"128","11am",221.8322,7341.3747,261.00626
"129","11am",0,10134.6307,540.16557
"130","11am",748.7381,14778.5535,2689.93092
"131","11am",568.3476,20188.2514,2485.40597
"132","11am",490.72392,14945.8067,935.53819
"133","11am",9653.74126,1251.7043,505.27555
"134","11am",7135.96352,857.8141,0
"135","11am",0,16773.3905,648.4329
"136","11am",0,11167.7193,538.81547
"137","11am",118.3398,9689.6228,665.2465
"138","11am",0,8931.881,267.7401
"139","11am",128.0907,9391.6929,84.09949
"140","11am",65.91244,17530.3406,278.68583
"141","11am",0,11623.1354,222.52709
"142","11am",0,11042.2865,109.98861
"143","11am",0,14164.0366,202.22797
"144","11am",0,7557.6899,0
"145","11am",0,17424.0279,1573.62498
"146","11am",66.88023,12373.5117,872.01795
"147","11am",0,21502.7389,2593.7294
"148","11am",123.5538,9314.7892,655.34641
"149","11am",0,12417.8787,331.67772
"150","11am",0,15137.4703,1425.70262
"151","11am",0,12734.5242,985.4205
"152","11am",0,11118.1537,94.82606
"153","11am",0,12742.7325,0
"154","11am",0,16475.4104,140.514
"155","11am",0,9304.7104,0
"156","11am",0,12924.9889,668.42241
"157","11am",246.4305,13598.2651,649.22073
"101","12am",719.0585,11541.5581,10872.57636
"102","12am",349.89173,4754.2879,9573.39715
"103","12am",0,2712.4285,13814.42015
"104","12am",0,2918.5308,8989.05818
"105","12am",123.5538,3373.5254,12945.86586
"106","12am",85.01091,5551.6874,12103.09248
"107","12am",137.4175,3613.2001,7755.11871
"108","12am",0,2379.1036,8614.53238
"109","12am",386.2372,4312.9486,12509.55401
"110","12am",538.4185,5843.7744,12664.63219
"111","12am",0,1910.6875,3807.798
"112","12am",0,2598.3488,7925.17486
"113","12am",103.4924,774.4866,7365.07252
"114","12am",293.87429,4603.1031,7900.85491
"115","12am",0,4608.6024,210.17643
"116","12am",0,9940.995,1155.74215
"117","12am",0,13482.2763,1096.85868
"118","12am",0,13091.1435,1544.47108
"119","12am",0,17598.6185,1644.05548
"120","12am",243.7077,7767.0345,194.65331
"121","12am",215.77721,13112.8339,850.774
"122","12am",115.8311,10495.6959,173.80917
"123","12am",0,12261.6297,895.19379
"124","12am",275.44011,20066.4331,1268.46794
"125","12am",164.38945,27012.4437,8524.58265
"126","12am",0,11242.3556,398.32176
"127","12am",0,10143.5999,914.53767
"128","12am",221.8322,8368.2478,421.41438
"129","12am",0,10896.0697,320.12077
"130","12am",634.7975,15574.2822,2265.90037
"131","12am",467.4684,21432.5725,2067.25736
"132","12am",490.72392,15441.5382,760.96546
"133","12am",10112.52984,1576.547,538.65143
