"district","hour","sex1","sex2"
"101","4am",40.65434,59.34566
"102","4am",40.30275,59.69725
"103","4am",51.83284,48.16716
"104","4am",46.48983,53.51017
"105","4am",49.18546,50.81454
"106","4am",53.01656,46.98344
"107","4am",42.78845,57.21155
"108","4am",46.2947,53.7053
"109","4am",44.36732,55.63268
"110","4am",41.38422,58.61578
"111","4am",44.05246,55.94754
"112","4am",44.89597,55.10403
"113","4am",43.41817,56.58183
"114","4am",38.91205,61.08795
"115","4am",49.05329,50.94671
"116","4am",49.24834,50.75166
"117","4am",43.25862,56.74138
"118","4am",50.05191,49.94809
"119","4am",47.51607,52.48393
"120","4am",48.22362,51.77638
"121","4am",48.92108,51.07892
"122","4am",48.58872,51.41128
"123","4am",42.63786,57.36214
"124","4am",41.74487,58.25513
"125","4am",52.5086,47.4914
"126","4am",41.78071,58.21929
"127","4am",45.83529,54.16471
"128","4am",45.26433,54.73567
"129","4am",39.62615,60.37385
"130","4am",44.38789,55.61211
"131","4am",48.50896,51.49104
"132","4am",44.43493,55.56507
"133","4am",49.24674,50.75326
"134","4am",47.315,52.685
"135","4am",42.47327,57.52673
"136","4am",43.44985,56.55015
"137","4am",48.58499,51.41501
"138","4am",49.45837,50.54163
"139","4am",45.62562,54.37438
"140","4am",49.50848,50.49152
"141","4am",49.27398,50.72602
"142","4am",41.23515,58.76485
"143","4am",41.13768,58.86232
"144","4am",44.18478,55.81522
"145","4am",43.10029,56.89971
"146","4am",50.70657,49.29343
"147","4am",47.11942,52.88058
"148","4am",46.01129,53.98871
"149","4am",40.11789,59.88211
"150","4am",50.43732,49.56268
"151","4am",42.5959,57.4041
"152","4am",47.64731,52.35269
"153","4am",49.04791,50.95209
"154","4am",48.84402,51.15598
"155","4am",45.75768,54.24232
"156","4am",47.85142,52.14858
"157","4am",45.91949,54.08051
"101","5am",40.58204,59.41796
"102","5am",41.32184,58.67816
"103","5am",51.88651,48.11349
"104","5am",46.17771,53.82229
"105","5am",48.25964,51.74036
"106","5am",53.40154,46.59846
"107","5am",41.95985,58.04015
"108","5am",45.54206,54.45794
"109","5am",44.06249,55.93751
"110","5am",41.93356,58.06644
"111","5am",44.1625,55.8375
"112","5am",44.11555,55.88445
"113","5am",43.82605,56.17395
"114","5am",38.92166,61.07834
"115","5am",48.57719,51.42281
"116","5am",49.04351,50.95649
"117","5am",42.39632,57.60368
"118","5am",50.37158,49.62842
"119","5am",48.18987,51.81013
"120","5am",49.08382,50.91618
"121","5am",47.83126,52.16874
"122","5am",47.29424,52.70576
"123","5am",42.6298,57.3702
"124","5am",41.92546,58.07454
"125","5am",52.68506,47.31494
"126","5am",41.78071,58.21929
"127","5am",45.83529,54.16471
"128","5am",45.65851,54.34149
"129","5am",38.35141,61.64859
"130","5am",46.21154,53.78846
"131","5am",49.01188,50.98812
"132","5am",45.63519,54.36481
"133","5am",48.42813,51.57187
"134","5am",46.16967,53.83033
"135","5am",42.05205,57.94795
"136","5am",43.44985,56.55015
"137","5am",49.45937,50.54063
"138","5am",48.5515,51.4485
"139","5am",45.24703,54.75297
"140","5am",50.21003,49.78997
"141","5am",48.2857,51.7143
"142","5am",40.0258,59.9742
"143","5am",41.85663,58.14337
"144","5am",44.66107,55.33893
"145","5am",41.56081,58.43919
"146","5am",50.78661,49.21339
"147","5am",47.52279,52.47721
"148","5am",47.1975,52.8025
"149","5am",39.73342,60.26658
"150","5am",50.43732,49.56268
"151","5am",42.35837,57.64163
"152","5am",47.89058,52.10942
"153","5am",49.41847,50.58153
"154","5am",47.57204,52.42796
"155","5am",45.75768,54.24232
"156","5am",46.32224,53.67776
"157","5am",46.24429,53.75571
"101","6am",41.14547,58.85453
"102","6am",40.59935,59.40065
"103","6am",50.62563,49.37437
"104","6am",45.50031,54.49969
"105","6am",47.61544,52.38456
"106","6am",52.71828,47.28172
"107","6am",41.50823,58.49177
"108","6am",45.69572,54.30428
"109","6am",42.27625,57.72375
"110","6am",38.94339,61.05661
"111","6am",43.99651,56.00349
"112","6am",43.17885,56.82115
"113","6am",44.66122,55.33878
"114","6am",39.90766,60.09234
"115","6am",46.03316,53.96684
"116","6am",47.60215,52.39785
"117","6am",42.54437,57.45563
"118","6am",48.60067,51.39933
"119","6am",47.77242,52.22758
"120","6am",49.93033,50.06967
"121","6am",47.62422,52.37578
"122","6am",47.11665,52.88335
"123","6am",41.00227,58.99773
"124","6am",45.71732,54.28268
"125","6am",52.4652,47.5348
"126","6am",40.9997,59.0003
"127","6am",45.13447,54.86553
"128","6am",44.05322,55.94678
"129","6am",38.06889,61.93111
"130","6am",46.2047,53.7953
"131","6am",49.65509,50.34491
"132","6am",46.42792,53.57208
"133","6am",46.5286,53.4714
"134","6am",44.12937,55.87063
"135","6am",41.727,58.273
"136","6am",45.44117,54.55883
"137","6am",46.11151,53.88849
"138","6am",46.95602,53.04398
"139","6am",43.33675,56.66325
"140","6am",50.12904,49.87096
"141","6am",47.15329,52.84671
"142","6am",40.26691,59.73309
"143","6am",39.87927,60.12073
"144","6am",45.09312,54.90688
"145","6am",41.32315,58.67685
"146","6am",51.90559,48.09441
"147","6am",48.30688,51.69312
"148","6am",46.35526,53.64474
"149","6am",39.78394,60.21606
"150","6am",49.83893,50.16107
"151","6am",40.11585,59.88415
"152","6am",50.09487,49.90513
"153","6am",49.41302,50.58698
"154","6am",46.8299,53.1701
"155","6am",45.35322,54.64678
"156","6am",46.63193,53.36807
"157","6am",45.89014,54.10986
"101","7am",47.56018,52.43982
"102","7am",43.20507,56.79493
"103","7am",52.56443,47.43557
"104","7am",41.54552,58.45448
"105","7am",46.97678,53.02322
"106","7am",53.27169,46.72831
"107","7am",45.99146,54.00854
"108","7am",49.12573,50.87427
"109","7am",43.81131,56.18869
"110","7am",40.537,59.463
"111","7am",47.19044,52.80956
"112","7am",48.55291,51.44709
"113","7am",47.24349,52.75651
"114","7am",40.63269,59.36731
"115","7am",42.99042,57.00958
"116","7am",48.09796,51.90204
"117","7am",40.12958,59.87042
"118","7am",41.29568,58.70432
"119","7am",43.56024,56.43976
"120","7am",43.42066,56.57934
"121","7am",45.60223,54.39777
"122","7am",47.6503,52.3497
"123","7am",43.58454,56.41546
"124","7am",46.72624,53.27376
"125","7am",50.64766,49.35234
"126","7am",40.67954,59.32046
"127","7am",44.38844,55.61156
"128","7am",43.49774,56.50226
"129","7am",35.45127,64.54873
"130","7am",47.67993,52.32007
"131","7am",54.00326,45.99674
"132","7am",44.70607,55.29393
"133","7am",46.03138,53.96862
"134","7am",40.31114,59.68886
"135","7am",39.64985,60.35015
"136","7am",43.73553,56.26447
"137","7am",44.71531,55.28469
"138","7am",44.36732,55.63268
"139","7am",47.21712,52.78288
"140","7am",52.05023,47.94977
"141","7am",40.98378,59.01622
"142","7am",39.10987,60.89013
"143","7am",42.71138,57.28862
"144","7am",40.62434,59.37566
"145","7am",46.83338,53.16662
"146","7am",45.24305,54.75695
"147","7am",44.32476,55.67524
"148","7am",50.20333,49.79667
"149","7am",39.66106,60.33894
"150","7am",51.15885,48.84115
"151","7am",40.39532,59.60468
"152","7am",49.70593,50.29407
"153","7am",45.67563,54.32437
"154","7am",44.30803,55.69197
"155","7am",49.03908,50.96092
"156","7am",45.11381,54.88619
"157","7am",46.33993,53.66007
"101","8am",50.32054,49.67946
"102","8am",40.82907,59.17093
"103","8am",55.09682,44.90318
"104","8am",40.60649,59.39351
"105","8am",46.27088,53.72912
"106","8am",42.554,57.446
"107","8am",38.73843,61.26157
"108","8am",45.72447,54.27553
"109","8am",46.42926,53.57074
"110","8am",40.20966,59.79034
"111","8am",50.01098,49.98902
"112","8am",49.30485,50.69515
"113","8am",46.21349,53.78651
"114","8am",42.2107,57.7893
"115","8am",44.23906,55.76094
"116","8am",46.66993,53.33007
"117","8am",43.98089,56.01911
"118","8am",40.35632,59.64368
"119","8am",44.66218,55.33782
"120","8am",37.79218,62.20782
"121","8am",46.54862,53.45138
"122","8am",47.12856,52.87144
"123","8am",45.60024,54.39976
"124","8am",48.79762,51.20238
"125","8am",49.24678,50.75322
"126","8am",39.01874,60.98126
"127","8am",50.13907,49.86093
"128","8am",37.93688,62.06312
"129","8am",33.30178,66.69822
"130","8am",47.33277,52.66723
"131","8am",52.79426,47.20574
"132","8am",49.91792,50.08208
"133","8am",45.43392,54.56608
"134","8am",39.37275,60.62725
"135","8am",39.92106,60.07894
"136","8am",45.33514,54.66486
"137","8am",43.97569,56.02431
"138","8am",41.60828,58.39172
"139","8am",43.97512,56.02488
"140","8am",51.81401,48.18599
"141","8am",41.51427,58.48573
"142","8am",41.15407,58.84593
"143","8am",39.55076,60.44924
"144","8am",39.93878,60.06122
"145","8am",46.25024,53.74976
"146","8am",46.01781,53.98219
"147","8am",40.18825,59.81175
"148","8am",50.00828,49.99172
"149","8am",38.98125,61.01875
"150","8am",47.75076,52.24924
"151","8am",42.10296,57.89704
"152","8am",54.52655,45.47345
"153","8am",45.12354,54.87646
"154","8am",44.18917,55.81083
"155","8am",43.55069,56.44931
"156","8am",49.98603,50.01397
"157","8am",48.77389,51.22611
"101","9am",48.73646,51.26354
"102","9am",41.68624,58.31376
"103","9am",58.26493,41.73507
"104","9am",39.14516,60.85484
"105","9am",46.28299,53.71701
"106","9am",43.15836,56.84164
"107","9am",38.65921,61.34079
"108","9am",45.13055,54.86945
"109","9am",45.4793,54.5207
"110","9am",36.27883,63.72117
"111","9am",48.87713,51.12287
"112","9am",47.37757,52.62243
"113","9am",44.7172,55.2828
"114","9am",43.11737,56.88263
"115","9am",40.43012,59.56988
"116","9am",46.90674,53.09326
"117","9am",42.51051,57.48949
"118","9am",38.87428,61.12572
"119","9am",42.62825,57.37175
"120","9am",41.43282,58.56718
"121","9am",46.05221,53.94779
"122","9am",42.4734,57.5266
"123","9am",46.54346,53.45654
"124","9am",49.45889,50.54111
"125","9am",49.52272,50.47728
"126","9am",41.72664,58.27336
"127","9am",49.37402,50.62598
"128","9am",37.81874,62.18126
"129","9am",36.02987,63.97013
"130","9am",43.92571,56.07429
"131","9am",51.24312,48.75688
"132","9am",48.76456,51.23544
"133","9am",43.60875,56.39125
"134","9am",36.73427,63.26573
"135","9am",39.6679,60.3321
"136","9am",44.879,55.121
"137","9am",47.40476,52.59524
"138","9am",39.85338,60.14662
"139","9am",43.85867,56.14133
"140","9am",49.14245,50.85755
"141","9am",41.2778,58.7222
"142","9am",42.89442,57.10558
"143","9am",40.04498,59.95502
"144","9am",38.46531,61.53469
"145","9am",47.50441,52.49559
"146","9am",47.58968,52.41032
"147","9am",39.88511,60.11489
"148","9am",49.89474,50.10526
"149","9am",40.33905,59.66095
"150","9am",44.78866,55.21134
"151","9am",44.94353,55.05647
"152","9am",53.86978,46.13022
"153","9am",44.10936,55.89064
"154","9am",45.06783,54.93217
"155","9am",40.14831,59.85169
"156","9am",49.94203,50.05797
"157","9am",46.95725,53.04275
"101","10am",47.09181,52.90819
"102","10am",40.61629,59.38371
"103","10am",55.07651,44.92349
"104","10am",43.20743,56.79257
"105","10am",46.12763,53.87237
"106","10am",43.72986,56.27014
"107","10am",41.99901,58.00099
"108","10am",45.98481,54.01519
"109","10am",47.42176,52.57824
"110","10am",34.7605,65.2395
"111","10am",51.18962,48.81038
"112","10am",48.58232,51.41768
"113","10am",44.81482,55.18518
"114","10am",44.42219,55.57781
"115","10am",35.18757,64.81243
"116","10am",47.50269,52.49731
"117","10am",40.92754,59.07246
"118","10am",38.92399,61.07601
"119","10am",42.94319,57.05681
"120","10am",39.13333,60.86667
"121","10am",47.75574,52.24426
"122","10am",44.64534,55.35466
"123","10am",48.16392,51.83608
"124","10am",47.48267,52.51733
"125","10am",47.48324,52.51676
"126","10am",42.13707,57.86293
"127","10am",48.57463,51.42537
"128","10am",39.62093,60.37907
"129","10am",38.23908,61.76092
"130","10am",45.6593,54.3407
"131","10am",51.59186,48.40814
"132","10am",49.45884,50.54116
"133","10am",45.00897,54.99103
"134","10am",38.1987,61.8013
"135","10am",37.63857,62.36143
"136","10am",49.13763,50.86237
"137","10am",41.58162,58.41838
"138","10am",43.63995,56.36005
"139","10am",42.66671,57.33329
"140","10am",50.98191,49.01809
"141","10am",42.65052,57.34948
"142","10am",43.64963,56.35037
"143","10am",36.92851,63.07149
"144","10am",38.88744,61.11256
"145","10am",45.37836,54.62164
"146","10am",48.51622,51.48378
"147","10am",40.42188,59.57812
"148","10am",52.58677,47.41323
"149","10am",41.88926,58.11074
"150","10am",42.94022,57.05978
"151","10am",45.63353,54.36647
"152","10am",55.54629,44.45371
"153","10am",41.08905,58.91095
"154","10am",42.90413,57.09587
"155","10am",42.33463,57.66537
"156","10am",50.10013,49.89987
"157","10am",51.76964,48.23036
"101","11am",49.55834,50.44166
"102","11am",40.00297,59.99703
"103","11am",55.75915,44.24085
"104","11am",43.46754,56.53246
"105","11am",41.74713,58.25287
"106","11am",43.4732,56.5268
"107","11am",44.13149,55.86851
"108","11am",46.3399,53.6601
"109","11am",48.00771,51.99229
"110","11am",39.05116,60.94884
"111","11am",51.91705,48.08295
"112","11am",47.42528,52.57472
"113","11am",42.1024,57.8976
"114","11am",43.48692,56.51308
"115","11am",39.87874,60.12126
"116","11am",45.35745,54.64255
"117","11am",41.46675,58.53325
"118","11am",41.21919,58.78081
"119","11am",43.60654,56.39346
"120","11am",45.09017,54.90983
"121","11am",48.6283,51.3717
"122","11am",46.1129,53.8871
"123","11am",48.72509,51.27491
"124","11am",47.11595,52.88405
"125","11am",47.8246,52.1754
"126","11am",41.68008,58.31992
"127","11am",47.01113,52.98887
"128","11am",40.76299,59.23701
"129","11am",34.77307,65.22693
"130","11am",46.22766,53.77234
"131","11am",51.20024,48.79976
"132","11am",48.04806,51.95194
"133","11am",43.43917,56.56083
"134","11am",40.30482,59.69518
"135","11am",36.77746,63.22254
"136","11am",49.81989,50.18011
"137","11am",43.97506,56.02494
"138","11am",43.5883,56.4117
"139","11am",46.12922,53.87078
"140","11am",49.73495,50.26505
"141","11am",39.16599,60.83401
"142","11am",41.6704,58.3296
"143","11am",39.16367,60.83633
"144","11am",38.30521,61.69479
"145","11am",45.07415,54.92585
"146","11am",46.83792,53.16208
"147","11am",41.42855,58.57145
"148","11am",52.2106,47.7894
"149","11am",41.75019,58.24981
"150","11am",41.29433,58.70567
"151","11am",45.33418,54.66582
"152","11am",55.86264,44.13736
"153","11am",41.46407,58.53593
"154","11am",40.2795,59.7205
"155","11am",43.27414,56.72586
"156","11am",48.83899,51.16101
"157","11am",50.33312,49.66688
"101","12am",47.92219,52.07781
"102","12am",37.78513,62.21487
"103","12am",53.80599,46.19401
"104","12am",44.40424,55.59576
"105","12am",43.53002,56.46998
"106","12am",38.25723,61.74277
"107","12am",44.91792,55.08208
"108","12am",46.2817,53.7183
"109","12am",48.3849,51.6151
"110","12am",39.95889,60.04111
"111","12am",53.54153,46.45847
"112","12am",45.35763,54.64237
"113","12am",41.89618,58.10382
"114","12am",42.47112,57.52888
"115","12am",34.35748,65.64252
"116","12am",43.86088,56.13912
"117","12am",43.47059,56.52941
"118","12am",42.37018,57.62982
"119","12am",43.57176,56.42824
"120","12am",48.68815,51.31185
"121","12am",46.79683,53.20317
"122","12am",47.20635,52.79365
"123","12am",46.82748,53.17252
"124","12am",45.36113,54.63887
"125","12am",49.71496,50.28504
"126","12am",45.11133,54.88867
"127","12am",41.67714,58.32286
"128","12am",42.64133,57.35867
"129","12am",34.13083,65.86917
"130","12am",46.30836,53.69164
"131","12am",48.39554,51.60446
"132","12am",47.92272,52.07728
"133","12am",42.53878,57.46122
"134","12am",42.8359,57.1641
"135","12am",38.80531,61.19469
"136","12am",49.91535,50.08465
"137","12am",44.62339,55.37661
"138","12am",43.22388,56.77612
"139","12am",42.98854,57.01146
"140","12am",51.64101,48.35899
"141","12am",42.97167,57.02833
"142","12am",46.47374,53.52626
"143","12am",39.08402,60.91598
"144","12am",40.54662,59.45338
"145","12am",47.59832,52.40168
"146","12am",48.90815,51.09185
"147","12am",42.50339,57.49661
"148","12am",46.03029,53.96971
"149","12am",42.73933,57.26067
"150","12am",43.38447,56.61553
"151","12am",35.92166,64.07834
"152","12am",52.11045,47.88955
"153","12am",43.67593,56.32407
"154","12am",40.20856,59.79144
"155","12am",43.3929,56.6071
"156","12am",49.64079,50.35921
"157","12am",49.13341,50.86659
"101","1pm",47.77315,52.22685
"102","1pm",40.9047,59.0953
"103","1pm",51.86496,48.13504
"104","1pm",44.28038,55.71962
"105","1pm",44.61904,55.38096
"106","1pm",45.88088,54.11912
"107","1pm",48.8527,51.1473
"108","1pm",46.80885,53.19115
"109","1pm",44.49913,55.50087
"110","1pm",34.8866,65.1134
"111","1pm",53.54234,46.45766
"112","1pm",45.72093,54.27907
"113","1pm",43.69884,56.30116
"114","1pm",44.14011,55.85989
"115","1pm",34.39257,65.60743
"116","1pm",44.81696,55.18304
"117","1pm",44.08619,55.91381
"118","1pm",44.08529,55.91471
"119","1pm",42.81378,57.18622
"120","1pm",40.79162,59.20838
"121","1pm",47.79276,52.20724
"122","1pm",43.07429,56.92571
"123","1pm",45.92511,54.07489
"124","1pm",45.5472,54.4528
"125","1pm",49.4386,50.5614
"126","1pm",43.27147,56.72853
"127","1pm",47.13148,52.86852
"128","1pm",41.99045,58.00955
"129","1pm",35.37661,64.62339
"130","1pm",44.53118,55.46882
"131","1pm",51.19933,48.80067
"132","1pm",43.8343,56.1657
"133","1pm",44.07796,55.92204
"134","1pm",43.11109,56.88891
"135","1pm",40.91962,59.08038
"136","1pm",47.44281,52.55719
"137","1pm",46.10408,53.89592
"138","1pm",42.83418,57.16582
"139","1pm",46.63949,53.36051
"140","1pm",48.89585,51.10415
"141","1pm",42.42706,57.57294
"142","1pm",45.48067,54.51933
"143","1pm",39.82099,60.17901
"144","1pm",38.71165,61.28835
"145","1pm",47.08604,52.91396
"146","1pm",48.74325,51.25675
"147","1pm",38.23959,61.76041
"148","1pm",48.64342,51.35658
"149","1pm",43.65121,56.34879
"150","1pm",42.22481,57.77519
"151","1pm",39.87525,60.12475
"152","1pm",53.57101,46.42899
"153","1pm",43.7844,56.2156
