"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687";"65.79687"
"max";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827";"7518.33827"
"4am";"3903.1724";"2911.5786";"2644.0054";"3553.6029";"4488.8701";"6183.5971";"4653.2290";"3257.1813";"4274.4147";"5705.3264";"2469.1558";"4681.5387";"3918.4110";"4443.2337";"4438.5363";"5693.5205";"6764.8090";"4037.8555";"5744.2528";"4305.8418";"2057.1025";"1611.7547";"1376.4364";"1538.5670";"1641.2849";"1250.3159";" 886.0688";"1955.1328"
"5am";"4085.1116";"2959.8428";"2509.2784";"3706.9027";"4433.0089";"6092.2991";"4543.9732";"3303.2825";"4304.1100";"5781.1781";"2403.9199";"4551.3557";"3773.5130";"4559.4395";"4637.1185";"5753.3777";"6681.8758";"3982.2010";"5744.2528";"4100.9544";"2029.1371";"1590.5955";"1325.5322";"1514.2610";"1608.3394";"1250.3159";" 886.0688";"1925.6547"
"6am";"4143.6092";"2921.4210";"2462.3024";"3562.2156";"4362.2853";"6204.0258";"4623.9973";"3074.5354";"4131.3683";"5821.8115";"2333.0840";"4797.7486";"3650.0251";"4805.3175";"4840.7869";"5439.6593";"6818.8266";"3700.3584";"5656.9668";"3831.2677";"2036.1765";"1480.3386";"1122.3877";"1400.2763";"1583.6372";"1219.1672";" 827.6491";"1798.4620"
"7am";"4076.7553";"3625.7427";"3489.7255";"3916.7820";"4004.8007";"6482.2168";"4345.5886";"2868.3477";"3837.6703";"6122.2038";"1979.6480";"4943.2378";"3029.8178";"5185.7925";"5638.7245";"5029.8306";"5100.0864";"2546.4500";"5078.2958";"2811.4209";"1607.5488";"1029.8261";" 772.4946";"1306.0337";"1360.8022";"1025.9822";" 711.9092";"1499.5092"
"8am";"5199.5979";"4290.4881";"4990.9102";"4946.6171";"4167.8087";"6899.0701";"4072.1084";"2910.6888";"3553.6045";"6038.6793";"1579.5322";"5113.9748";"2847.1581";"4621.9633";"5747.0714";"5240.8551";"4557.1594";"2243.2356";"4074.9092";"2354.5226";"1148.0356";" 924.2156";" 536.3731";"1144.6649";"1291.9809";" 721.7914";" 711.7417";"1344.6596"
"9am";"5969.0142";"4323.7820";"5238.2638";"5472.9137";"3713.1708";"7030.5333";"3836.0667";"3240.4990";"3592.1375";"5951.4920";"1648.5961";"5089.3564";"2637.6978";"4162.1354";"6128.9791";"4834.2687";"4646.8229";"2002.0700";"3709.7174";"2262.5941";"1142.6257";" 978.5856";" 523.0509";"1034.1801";"1256.8092";" 615.0692";" 743.1955";"1276.1334"
"10am";"6191.3768";"4144.6609";"5069.9475";"5767.9014";"3691.7222";"6973.1315";"3956.1492";"2856.1256";"3658.8275";"6185.0127";"1838.1423";"5375.0985";"2571.6074";"4290.4861";"6093.0392";"4539.7684";"4351.9137";"1768.6409";"3715.4056";"2226.6056";"1228.6976";" 876.7970";" 449.0090";"1141.7946";"1314.1713";" 614.6875";" 658.6143";"1115.8455"
"11am";"6128.8772";"4638.6310";"4645.7898";"4926.4114";"3785.3376";"6821.7264";"4126.8323";"3116.1568";"3476.1517";"5861.7558";"1582.6432";"5408.6376";"2891.5061";"4562.9504";"5707.2440";"4812.2138";"4358.0369";"1922.0090";"3820.0843";"2139.9848";"1179.6885";" 936.4510";" 462.3312";"1175.3711";"1237.2869";" 688.7246";" 663.8409";"1200.5973"
