"district","hour","occ1","occ2","occ3","occ4","occ5"
"101","4am",50.09899,19.394343,6.4315076,19.251345,4.8238118
"102","4am",44.31477,24.484622,7.205878,19.465691,4.5290435
"103","4am",40.37417,17.397986,3.7196901,35.661472,2.8466784
"104","4am",45.94395,17.043215,7.3952438,23.924339,5.6932566
"105","4am",56.59417,22.437654,4.0319357,14.273601,2.6626439
"106","4am",59.09869,21.555145,9.0100822,9.48268,0.8534052
"107","4am",44.16512,19.381041,2.5646272,31.288064,2.6011521
"108","4am",44.10829,22.258397,4.7570291,25.130924,3.7453644
"109","4am",29.88376,24.063942,7.1845849,30.065111,8.8025983
"110","4am",45.67219,18.368529,3.3112916,29.045886,3.6021003
"111","4am",50.18758,13.968537,7.1102046,18.879234,9.8544415
"112","4am",49.50313,18.145837,6.0353646,21.291462,5.0242043
"113","4am",52.75128,10.893216,0.5431783,32.398947,3.4133828
"114","4am",30.17102,9.729786,17.9118742,23.488011,18.6993102
"115","4am",50.39354,7.065608,1.742301,36.725556,4.0729989
"116","4am",48.46339,5.88276,7.7741751,29.376472,8.5032026
"117","4am",50.14258,10.626599,6.2030262,22.763277,10.2645196
"118","4am",55.12642,7.765377,7.1058672,26.283611,3.7187287
"119","4am",45.05555,16.687662,0.8861142,32.571673,4.7989989
"120","4am",51.42227,7.970853,3.3984832,33.985106,3.2232855
"121","4am",48.59004,21.906873,1.3082839,25.825776,2.369031
"122","4am",29.09988,59.259894,0.7270198,9.258921,1.6542878
"123","4am",47.63144,16.61533,6.4095923,25.781016,3.5626267
"124","4am",61.07326,10.29283,4.4594399,17.188879,6.985592
"125","4am",54.6056,15.430759,7.739166,15.12433,7.1001417
"126","4am",56.86051,11.920042,2.7104353,16.242157,12.2668572
"127","4am",50.3587,13.07775,3.7728972,28.335093,4.4555611
"128","4am",52.3813,13.195772,2.182151,27.136567,5.1042086
"129","4am",41.18736,8.840262,7.9583401,23.775267,18.2387682
"130","4am",51.32069,7.592454,5.5030302,30.484624,5.0991996
"131","4am",52.29119,9.757116,4.011032,25.632106,8.3085608
"132","4am",37.32335,5.484693,8.8427628,40.945891,7.4033081
"133","4am",58.61855,9.04244,3.7788916,25.205909,3.3542117
"134","4am",59.29471,7.643595,3.0110434,25.426821,4.6238316
"135","4am",56.79187,9.410014,5.1245311,25.01786,3.6557192
"136","4am",49.33649,10.201858,1.6446888,28.955381,9.8615805
"137","4am",56.70145,9.498718,3.1795151,22.162556,8.4577561
"138","4am",52.24585,11.838644,1.0759341,30.714124,4.1254505
"139","4am",58.98687,7.829625,4.7151181,19.838051,8.6303349
"140","4am",55.68816,10.904272,3.3476838,25.8234,4.2364873
"141","4am",56.58727,8.855301,2.0688598,22.702504,9.7860634
"142","4am",51.3896,13.260177,5.7906223,25.805802,3.7538009
"143","4am",69.29341,10.348609,2.5028099,14.817053,3.0381201
"201","4am",51.6078,8.041849,0.9093878,32.308069,7.1328941
"202","4am",44.18219,5.499131,7.1001599,34.009031,9.2094894
"203","4am",51.6492,8.934617,0.9763616,31.524768,6.9150561
"204","4am",53.97541,6.366956,1.4961642,31.666017,6.4954575
"205","4am",51.69283,6.885733,6.8333714,29.667084,4.9209801
"301","4am",57.04692,10.985566,0.5472522,28.578994,2.8412727
"302","4am",45.80411,6.751158,4.7849611,36.525979,6.1337934
"303","4am",56.26826,10.061745,1.3909341,28.562238,3.716827
"304","4am",57.53795,8.165983,1.5325262,27.207314,5.5562266
"305","4am",57.74194,13.193853,1.3568663,24.811316,2.8960209
"306","4am",49.07116,11.261501,2.426627,32.979406,4.2613076
"307","4am",55.34333,8.690022,5.4898345,24.488496,5.9883178
"308","4am",63.1043,10.25455,4.0682492,20.096889,2.4760125
"309","4am",55.78174,8.818554,3.9306563,17.955744,13.5133031
"310","4am",60.56304,12.05337,3.9472499,21.734161,1.7021748
"311","4am",70.88063,5.146761,5.7027154,16.430293,1.8396027
"312","4am",47.745,8.780768,5.7299459,31.450131,6.2941577
"313","4am",54.49967,6.300196,7.0074862,24.500789,7.6918634
"314","4am",59.8664,2.886345,5.1646717,27.179713,4.9028705
"401","4am",47.43173,14.553708,5.3460823,31.404553,1.2639273
"402","4am",55.15848,8.124059,3.7484091,27.80686,5.1621922
"403","4am",56.84638,6.552769,3.3236189,29.328264,3.9489659
"501","4am",49.1197,8.022219,6.5062593,32.192077,4.1597463
"502","4am",54.69626,7.255877,4.6715996,28.940253,4.4360151
"503","4am",42.2146,6.844397,9.5405117,32.883705,8.5167822
"504","4am",54.29629,3.758251,3.2803421,34.210696,4.4544169
"505","4am",59.79925,10.662717,2.262726,24.297178,2.9781243
"506","4am",57.32391,6.838018,5.0032356,23.769586,7.0652463
"507","4am",58.27732,8.263234,3.8487627,26.967317,2.6433692
"508","4am",54.2311,5.150369,3.4355006,30.441796,6.7412316
"509","4am",56.99353,2.991853,1.1155533,31.508069,7.3909915
"510","4am",61.65717,3.564837,0.6708147,32.072226,2.0349537
"511","4am",59.71118,9.963399,0.473704,23.513898,6.3378213
"512","4am",47.29442,10.832445,4.9909383,34.194058,2.6881418
"513","4am",58.57085,8.583029,5.6840634,24.300512,2.8615459
"514","4am",54.58575,10.351664,8.4062629,21.988883,4.667441
"515","4am",55.0391,9.641736,6.0106157,24.694662,4.6138877
"516","4am",50.67551,9.906794,4.6157017,30.023049,4.7789434
"517","4am",55.96633,5.93299,2.2370259,31.027399,4.8362559
"518","4am",50.96755,2.693116,4.7030412,38.117054,3.5192349
"519","4am",69.09937,1.948795,0.9104814,20.755622,7.28573
"601","4am",58.53745,7.332676,1.5400906,27.135758,5.4540226
"602","4am",43.15858,5.517387,7.9526165,35.138831,8.2325837
"603","4am",43.18672,3.788347,6.9087116,40.488852,5.6273711
"701","4am",53.72241,5.069978,5.8126487,31.685883,3.7090855
"801","4am",62.23613,4.162053,5.1286386,25.518441,2.9547407
"802","4am",55.80002,8.536375,4.346561,22.802201,8.51484
"803","4am",48.52151,2.226084,4.6416841,35.051066,9.5596545
"804","4am",40.7188,1.436285,3.5806218,50.433348,3.8309409
"805","4am",42.79742,4.386478,5.7675443,40.207324,6.8412364
"806","4am",59.6674,5.323162,11.5463886,19.502531,3.960521
"901","4am",58.39382,9.42322,3.1556456,24.561559,4.465753
"902","4am",54.53748,6.727515,3.3950394,31.05645,4.2835162
"903","4am",50.19937,5.046974,6.9967924,30.450861,7.306002
"101","5am",50.03831,19.072061,6.5122459,19.493018,4.8843678
"102","5am",43.72093,24.745731,7.2827231,19.673277,4.5773423
"103","5am",40.66161,17.314116,3.7017586,35.489559,2.8329554
"104","5am",44.96909,17.350574,7.5286103,24.355792,5.7959293
"105","5am",56.59417,22.437654,4.0319357,14.273601,2.6626439
"106","5am",59.63135,21.274429,8.8927421,9.359185,0.8422911
"107","5am",43.30117,19.680929,2.6043103,31.772191,2.6414004
"108","5am",45.56006,21.200244,4.7013553,24.836805,3.7015306
"109","5am",28.44437,24.557945,7.3320753,30.68231,8.9833044
"110","5am",45.88388,18.296955,3.2983891,28.932708,3.5880646
"111","5am",49.87888,14.055103,7.1542684,18.996233,9.9155121
"112","5am",50.09411,17.933472,5.9647313,21.042283,4.9654048
"113","5am",52.9667,10.843549,0.5407018,32.251227,3.3978199
"114","5am",28.21396,10.002477,18.4138795,24.146295,19.2233845
"115","5am",49.74494,7.15799,1.7650812,37.205734,4.1262524
"116","5am",48.9139,5.831336,7.7062167,29.119676,8.4288713
"117","5am",49.54826,10.753271,6.2769683,23.034623,10.386876
"118","5am",54.87315,7.809205,7.1459731,26.431957,3.7397174
"119","5am",45.56838,16.531907,0.8778436,32.267664,4.7542072
"120","5am",51.94498,7.885085,3.361915,33.619421,3.1886025
"121","5am",48.88479,21.781272,1.300783,25.677706,2.3554483
"122","5am",29.39155,59.016108,0.724029,9.220832,1.6474823
"123","5am",46.31279,17.033706,6.5709863,26.430184,3.6523339
"124","5am",60.47527,10.450947,4.5279449,17.45293,7.0929032
"125","5am",54.2271,15.559422,7.8036958,15.250438,7.1593432
"126","5am",56.57141,11.999924,2.7285992,16.351003,12.3490633
"127","5am",50.52773,13.033218,3.76005,28.238608,4.4403893
"128","5am",49.69532,15.302428,2.2188759,27.593266,5.1901108
"129","5am",41.24274,8.831938,7.9508464,23.75288,18.2215943
"130","5am",51.12585,7.622844,5.5250566,30.606642,5.1196096
"131","5am",52.69989,9.673531,3.9766713,25.412527,8.2373851
"132","5am",37.63305,5.457592,8.7990685,40.743567,7.3667265
"133","5am",58.61855,9.04244,3.7788916,25.205909,3.3542117
"134","5am",59.03709,7.69197,3.0300995,25.587741,4.6530947
"135","5am",57.958,9.156051,4.986227,24.342663,3.5570564
"136","5am",48.9417,10.281356,1.657505,29.181016,9.9384268
"137","5am",56.28781,9.589462,3.2098897,22.37428,8.5385549
"138","5am",51.96708,11.907752,1.082215,30.89342,4.1495331
"139","5am",58.61277,7.901044,4.7581276,20.019006,8.7090574
"140","5am",55.36708,10.983282,3.3719402,26.01051,4.2671838
"141","5am",58.00767,8.565569,2.0011698,21.959713,9.4658783
"142","5am",51.16047,13.322679,5.8179166,25.927439,3.7714945
"143","5am",68.73398,10.537146,2.5484074,15.086998,3.0934702
"201","5am",51.801,8.009744,0.9057573,32.179085,7.1044174
"202","5am",42.76313,5.638935,7.2806671,34.873642,9.4436221
"203","5am",50.90014,9.073033,0.9914875,32.013153,7.0221847
"204","5am",53.51377,6.430818,1.5111711,31.983636,6.5606087
"205","5am",50.65173,7.034132,6.9806417,30.306458,5.0270353
"301","5am",57.22389,11.126381,0.554267,28.217768,2.8776929
"302","5am",45.80411,6.751158,4.7849611,36.525979,6.1337934
"303","5am",55.56114,10.224438,1.4134247,29.024073,3.776926
"304","5am",56.91867,8.285078,1.554877,27.604113,5.6372602
"305","5am",57.32869,13.15079,1.3524376,25.28151,2.8865687
"306","5am",47.86023,11.529264,2.4843246,33.763553,4.362628
"307","5am",55.34333,8.690022,5.4898345,24.488496,5.9883178
"308","5am",62.62552,10.387618,4.1210409,20.357677,2.5081425
"309","5am",56.35034,8.705159,3.8801128,17.724855,13.3395383
"310","5am",60.78554,11.985366,3.9249799,21.611539,1.6925713
"311","5am",70.88063,5.146761,5.7027154,16.430293,1.8396027
"312","5am",47.26025,8.862223,5.7831001,31.741881,6.3525459
