"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"101","4am",1022.845,577.791,1461.079,1721.836,3798.168
"102","4am",1496.792,312.541,2975.917,4395.029,2986.014
"103","4am",494.292,441.672,2833.538,1892.112,1862.708
"104","4am",614.384,1815.148,2585.331,2400.601,978.297
"105","4am",446.352,1693.057,2069.687,2420.503,2665.019
"106","4am",264.272,1388.291,2198.331,1749.874,1458.662
"107","4am",411.567,238.703,1238.724,939.062,1762.525
"108","4am",808.084,1312.723,1871.089,1251.606,981.016
"109","4am",1192.297,2166.479,3020.245,421.583,262.258
"110","4am",1003.766,1518.856,4121.304,1934.003,1552.52
"111","4am",1036.544,1911.342,2765.018,1197.187,561.45
"112","4am",1431.384,3984.013,3270.263,1075.76,1798.597
"113","4am",1112.251,1643.21,4174.741,2819.251,1270.711
"114","4am",718.619,497.432,369.635,71.727,36.588
"115","4am",588.508,2934.092,3642.719,1920.743,769.502
"116","4am",1699.427,4101.484,5029.613,2842.938,2088.264
"117","4am",518.719,702.966,833.888,293.739,131.246
"118","4am",474.032,1385.073,1333.838,2466.411,382.434
"119","4am",688.878,788.318,1591.819,2558.755,1653.7
"120","4am",566.767,1149.769,2248.464,3472.546,1732.37
"121","4am",89.463,531.351,499.353,455.166,282.444
"122","4am",229.581,591.812,1377.228,974.038,648.118
"123","4am",1011.71,2557.293,2745.981,2152.661,793.801
"124","4am",391.384,650.094,1231.466,440.758,131.876
"125","4am",414.337,1023.277,589.927,152.71,53.395
"126","4am",1635.741,1471.003,2016.875,1250.621,498.173
"127","4am",777.092,2270.309,2319.356,2354.833,1408.832
"128","4am",351.603,610.305,1320.786,474.024,266.863
"129","4am",1941.146,596.415,1560.777,431.245,187.239
"130","4am",519.018,989.714,1457.946,685.519,333.677
"131","4am",1302.824,1822.905,1502.234,2338.327,1301.466
"132","4am",1125.838,2219.08,1822.396,1281.129,473.484
"133","4am",362.199,294.39,1128.514,1718.744,903.799
"134","4am",499.549,2717.987,2179.606,2433.417,575.132
"135","4am",818.585,1612.487,2722.106,2894.95,795.531
"136","4am",643.062,150.276,695.313,2119.822,970.144
"137","4am",560.939,831.616,2572.186,1141.237,236.142
"138","4am",177.645,230.765,716.667,706.181,444.36
"139","4am",1289.056,1906.204,3194.799,1342.647,488.579
"140","4am",524.33,1578.121,1238.546,1526.675,1415.269
"141","4am",354.862,366.934,968.612,739.159,278.002
"142","4am",734.217,1502.473,1819.47,1394.691,878.444
"143","4am",406.728,1698.697,3289.096,1285.056,569.774
"201","4am",1210.757,6142.4,3163.404,3285.322,746.413
"202","4am",533.112,1606.916,1821.798,1193.114,208.092
"203","4am",1105.576,3220.946,2766.824,3805.389,170.201
"204","4am",620.362,2354.868,1287.73,1387.93,89.855
"205","4am",1788.947,7672.996,4623.843,2689.121,170.701
"301","4am",300.902,896.506,1283.312,2509.478,2441.853
"302","4am",404.39,343.901,406.924,946.934,1238.378
"303","4am",619.066,1195.047,1279.46,3232.068,2463.756
"304","4am",915.407,1877.3,3241.222,1969.237,600.351
"305","4am",621.914,939.574,3394.436,2382.518,2036.893
"306","4am",364.445,1131.429,1300.422,1981.245,45.311
"307","4am",258.683,678.735,835.093,693.688,805.399
"308","4am",186.336,1044.326,1060.579,2344.139,789.098
"309","4am",810.533,883.416,1195.8,824.659,176.876
"310","4am",394.712,737.743,1212.269,1709.667,377.639
"311","4am",0,131.986,609.531,481.556,478.327
"312","4am",354.841,1128.561,1130.488,747.169,366.394
"313","4am",570.889,1724.966,1531.883,1158.55,765.167
"314","4am",411.317,1864.506,1491.162,1809.745,537.05
"401","4am",245.21,545.215,1014.517,1052.355,752.659
"402","4am",484.061,2388.471,819.047,686.91,124.979
"403","4am",896.331,4050.726,2913.319,2179.018,1067.712
"501","4am",692.491,2445.896,2141.098,2613.208,439.344
"502","4am",108.558,327.272,399.375,658.272,140.548
"503","4am",196.768,712.858,441.754,249.04,14.588
"504","4am",397.177,785.195,821.445,1608.122,397.1
"505","4am",122.671,378.15,756.147,1543.692,453.7
"506","4am",202.72,343.71,611.326,827.784,207.898
"507","4am",175.253,698.423,757.366,650.707,106.419
"508","4am",406.552,972.563,889.1,568.517,268.286
"509","4am",181.458,512.098,448.426,644.959,302.922
"510","4am",118.505,909.681,1024.582,1344.104,347.673
"511","4am",282.261,1011.619,882.556,1265.016,216.882
"512","4am",322.16,2146.757,1870.257,3321.341,521.911
"513","4am",275.572,1919.66,2267.315,1601.488,252.175
"514","4am",139.09,476.064,345.87,267.258,31.304
"515","4am",575.02,1864.755,2035.847,1041.341,345.557
"516","4am",281.414,1947.512,1443.565,821.357,222.225
"517","4am",253.866,792.7,845.275,1405.601,488.615
"518","4am",60.77,1890.841,1088.279,668.676,81.34
"519","4am",60.715,394.504,478.344,451.116,78.531
"601","4am",445.372,3843.174,3417.187,2358.794,0
"602","4am",870.729,3569.865,2010.671,1206.654,332.479
"603","4am",1040.888,4214.654,4029.742,3303.664,302.82
"701","4am",270.952,1665.706,2603.735,2433.41,1677.077
"801","4am",385.454,1084.461,1228.803,1011.38,185.98
"802","4am",356.002,1121.403,533.828,527.441,219.755
"803","4am",1098.215,2528.019,4084.021,1215.04,190.722
"804","4am",136.51,984.937,1299.316,1134.544,140.216
"805","4am",240.466,1444.031,1404.304,1137.835,24.648
"806","4am",602.106,3243.075,2372.278,1848.428,264.406
"901","4am",363.166,372.731,383.386,917.079,383.745
"902","4am",51.418,319.404,327.61,394.115,123.13
"903","4am",206.68,3215.422,2084.988,1041.828,387.116
"101","5am",1083.74,518.697,1393.472,1667.849,3798.168
"102","5am",1496.792,312.541,2975.917,4235.416,2986.014
"103","5am",494.292,441.672,2872.549,1892.112,1862.708
"104","5am",614.384,1815.148,2630.715,2192.439,978.297
"105","5am",446.352,1633.718,2069.687,2479.842,2665.019
"106","5am",264.272,1465.501,2114.688,1867.773,1458.662
"107","5am",411.567,238.703,1224.688,939.062,1699.633
"108","5am",808.084,1357.223,1935.582,1341.869,922.099
"109","5am",1192.297,2136.697,2897.806,421.583,262.258
"110","5am",1018.426,1518.856,4150.942,1934.003,1552.52
"111","5am",1036.544,1911.342,2770.823,1144.51,561.45
"112","5am",1428.88,4114.092,3287.913,1075.76,1798.597
"113","5am",1199.137,1716.523,4174.741,2710.078,1270.711
"114","5am",708.224,475.78,357.439,71.727,36.588
"115","5am",588.508,2873.413,3578.226,1920.743,769.502
"116","5am",1699.427,4094.942,5168.852,2842.938,2088.264
"117","5am",518.719,674.528,833.888,293.739,131.246
