"district","hour","act1","act2","act3","act4","act5"
"101","4am",96.50575,1.2550328,0,0,2.239219
"102","4am",98.14098,0.4222903,0,0,1.4367287
"103","4am",97.43525,1.133156,0,0,1.4315926
"104","4am",96.38483,1.4809179,0,0,2.134256
"105","4am",99.08158,0.3200858,0,0,0.5983295
"106","4am",97.86818,2.1318228,0,0,0
"107","4am",98.14555,0,0,0,1.854447
"108","4am",99.85264,0,0.1473551,0,0
"109","4am",99.7276,0.2723992,0,0,0
"110","4am",99.64747,0.3525319,0,0,0
"111","4am",99.52892,0,0,0,0.4710807
"112","4am",98.39486,1.5034098,0,0,0
"113","4am",98.67821,0.7275194,0.5942749,0,0
"114","4am",100,0,0,0,0
"115","4am",99.6717,0.3282955,0,0,0
"116","4am",99.05463,0.3370824,0,0,0.60829
"117","4am",97.84254,0.3228566,0,0,1.8346014
"118","4am",97.1954,1.0375754,0,0,1.7670274
"119","4am",94.70371,4.7775509,0,0,0.5187423
"120","4am",97.20413,1.8779309,0,0,0.9179413
"121","4am",100,0,0,0,0
"122","4am",94.30993,3.4576622,0,0,2.2324092
"123","4am",98.1219,0.7701608,0,0,1.1079417
"124","4am",100,0,0,0,0
"125","4am",100,0,0,0,0
"126","4am",97.71038,1.3756114,0,0,0.9140054
"127","4am",97.11508,2.884925,0,0,0
"128","4am",93.39324,6.6067617,0,0,0
"129","4am",100,0,0,0,0
"130","4am",96.45478,0.2317472,0,0,3.3134761
"131","4am",99.58884,0,0,0,0.4111636
"132","4am",96.28313,2.3653095,0.698606,0,0.652954
"133","4am",100,0,0,0,0
"134","4am",96.21552,3.2345467,0.2853067,0,0.2646302
"135","4am",97.5943,1.3283597,0,0,1.0773411
"136","4am",100,0,0,0,0
"137","4am",98.81772,1.1822834,0,0,0
"138","4am",100,0,0,0,0
"139","4am",97.34316,2.6568353,0,0,0
"140","4am",97.6715,0,0,0,2.3284955
"141","4am",93.81809,6.1819101,0,0,0
"142","4am",99.23971,0.76029,0,0,0
"143","4am",99.79231,0,0,0,0.2076876
"201","4am",98.98647,0.0633946,0.950138,0,0
"202","4am",96.69314,2.7793606,0,0,0.5275001
"203","4am",97.49311,1.6878497,0,0,0.8190399
"204","4am",98.3606,1.6394039,0,0,0
"205","4am",96.80756,1.8991588,0,0,1.293285
"301","4am",100,0,0,0,0
"302","4am",98.14034,1.8596596,0,0,0
"303","4am",96.47783,1.0001564,2.0439401,0,0.4780777
"304","4am",99.53396,0.466042,0,0,0
"305","4am",95.50975,4.114243,0,0,0.3760078
"306","4am",100,0,0,0,0
"307","4am",98.68217,1.3178269,0,0,0
"308","4am",98.57382,0,0,0,1.4261833
"309","4am",97.86425,2.1357475,0,0,0
"310","4am",100,0,0,0,0
"311","4am",100,0,0,0,0
"312","4am",100,0,0,0,0
"313","4am",99.18585,0.3835106,0.4306345,0,0
"314","4am",95.92099,2.5744302,0,0,1.5045847
"401","4am",99.01079,0,0,0,0.9892087
"402","4am",97.74343,0.5461125,0,0,1.7104596
"403","4am",96.20219,2.7627578,0,0,1.0350515
"501","4am",95.22419,1.7569833,2.2298283,0,0.7889947
"502","4am",98.50272,0,0,0,1.4972843
"503","4am",100,0,0,0,0
"504","4am",97.20107,2.7989251,0,0,0
"505","4am",95.94101,2.0908873,1.9680982,0,0
"506","4am",100,0,0,0,0
"507","4am",99.32505,0.6749525,0,0,0
"508","4am",100,0,0,0,0
"509","4am",100,0,0,0,0
"510","4am",100,0,0,0,0
"511","4am",95.06643,4.9335662,0,0,0
"512","4am",98.93742,0,0,0,1.0625848
"513","4am",92.6764,7.3236007,0,0,0
"514","4am",100,0,0,0,0
"515","4am",100,0,0,0,0
"516","4am",97.01881,2.981188,0,0,0
"517","4am",100,0,0,0,0
"518","4am",100,0,0,0,0
"519","4am",100,0,0,0,0
"601","4am",99.32442,0,0,0,0.6755807
"602","4am",99.20308,0.7969235,0,0,0
"603","4am",99.18613,0,0,0,0.8138682
"701","4am",97.5556,2.4443987,0,0,0
"801","4am",99.33043,0.6695708,0,0,0
"802","4am",100,0,0,0,0
"803","4am",98.45506,0.9839385,0,0,0.5610016
"804","4am",99.29409,0.7059082,0,0,0
"805","4am",99.43384,0.5661566,0,0,0
"806","4am",98.34807,0.6510815,0,0,1.0008532
"901","4am",100,0,0,0,0
"902","4am",96.08029,3.9197089,0,0,0
"903","4am",97.7988,2.2012003,0,0,0
"101","5am",96.53183,1.2012512,0,0,2.2669168
"102","5am",98.12135,0.4267504,0,0,1.4519029
