"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532"
"4am";"4.5736883";"3.3012145";"3.9890692";"4.8359199";"1.4055661";"2.4173408";"2.6769560";"1.3736631";"3.7974525";"0.9450186";"4.1297394";"0.7642546";"4.7306445";"6.1409787";"3.6824057";"1.3793031";"4.2402342";"0.0000000";"1.0820136";"3.1145013";"2.4748417";"5.4743682";"0.4009496";"3.6379293";"5.0146205";"1.7910470";"5.2876592";"5.9853294";"1.5889554";"4.2717091"
"5am";"4.5719159";"3.2916942";"4.0062765";"4.8591970";"1.4137894";"2.4377438";"2.6251293";"1.3856309";"3.8093763";"1.0079820";"4.0593502";"0.7414026";"4.7037434";"7.0426352";"3.6103554";"1.3231021";"4.2766703";"0.0000000";"1.0457663";"3.1091907";"2.5745919";"5.7341003";"0.4050687";"3.6940096";"5.1260907";"1.7794395";"5.3065186";"5.9202433";"1.6255317";"4.2596820"
"6am";"4.5826524";"3.3689627";"4.1060273";"5.0310744";"1.4430502";"2.4915756";"2.8397651";"1.4153609";"3.5595109";"1.0112110";"3.9538578";"0.7523033";"4.7212371";"7.1232995";"3.4974068";"1.3230135";"4.4358527";"0.0000000";"1.1691090";"3.0777139";"2.6674626";"5.6468854";"0.4212291";"3.7809867";"5.2222656";"1.7794395";"5.3703876";"6.1105828";"1.7209205";"4.1591936"
"7am";"4.939947";"3.176348";"4.088542";"4.813959";"1.704502";"2.733245";"2.851067";"1.596844";"3.266454";"1.171791";"3.543596";"0.000000";"4.172717";"7.244248";"3.387446";"1.703466";"4.733191";"0.000000";"1.288334";"3.531306";"2.563421";"6.176439";"0.463788";"3.995358";"5.391299";"1.967365";"5.832372";"6.484257";"1.940764";"4.306635"
"8am";"4.9534442";"3.3114365";"3.8252345";"4.6789983";"1.8595310";"2.9869852";"3.0444186";"1.8157527";"3.1355050";"1.3902723";"2.9938255";"0.0000000";"3.3789037";"3.0957210";"3.3875998";"1.9088835";"5.0173061";"0.0000000";"1.2982927";"3.8949704";"2.5887487";"5.9528780";"0.4927475";"9.0778410";"3.8534490";"2.1949771";"6.2109767";"3.5937208";"2.2148280";"4.5583406"
"9am";"5.181161";"2.802348";"3.952873";"4.831004";"1.827323";"3.328156";"2.984990";"1.812384";"2.890233";"1.372465";"3.772253";"0.000000";"3.474257";"1.780643";"3.385868";"2.997608";"5.288456";"0.000000";"2.026220";"3.241011";"2.943975";"6.326962";"0.568593";"7.983320";"3.881645";"2.983273";"6.368027";"3.018748";"2.358329";"3.637018"
"10am";"5.3659484";"2.8559260";"3.8686720";"4.8266649";"1.9155441";"3.4228301";"3.1558786";"1.8251679";"2.9294797";"1.4812076";"2.6788485";"0.0000000";"3.3945744";"4.1739399";"3.7186742";"1.6578612";"5.3158700";"0.0000000";"1.3365009";"3.6261907";"2.7856478";"7.0813394";"0.5751951";"7.6537444";"5.6665872";"3.1286547";"6.3859588";"2.0078581";"2.3033567";"2.4291138"
"11am";"5.3284852";"3.4374651";"3.7313976";"4.7270772";"1.8330002";"3.2917183";"2.5583790";"1.8558940";"3.3749868";"1.4129488";"3.0750557";"0.0000000";"3.1183602";"3.1451151";"4.1825062";"1.7392090";"5.1081005";"0.0000000";"1.2985402";"3.7567731";"2.4085580";"6.9218821";"0.5562012";"8.3244667";"5.9649265";"3.0428092";"6.8730093";"3.6808737";"2.1047131";"1.9790719"
