"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794";"6573.44794"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"  0.000";"716.344";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"  0.0000";"880.0096";"  0.0000";"558.2223";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"680.9302";"656.1218";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"696.5566";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"9am";"595.6914";"954.8450";"  0.0000";"593.0153";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"711.4477";"732.8729";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"695.1271";"570.2352";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"10am";"654.6102";"954.8450";"591.0109";"549.0821";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"763.6422";"697.9764";"431.7520";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"694.5209";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"11am";"  0.0000";"943.0652";"  0.0000";"549.0821";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"682.5045";"697.9764";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"759.3365";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
