"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432"
"4am";"137.60704";"130.72669";" 89.44458";"199.53021";"123.84634";"165.12845";" 27.52141";" 48.16246";" 82.56422";" 96.32493";"103.20528";" 34.40176";" 13.76070";" 41.28211";"178.88915";"185.76950";" 20.64106";"130.72669";" 48.16246";" 41.28211";" 41.28211"
"5am";"137.60704";"130.72669";" 89.44458";"192.64986";"123.84634";"158.24810";" 27.52141";" 48.16246";" 82.56422";" 96.32493";"103.20528";" 34.40176";" 13.76070";" 48.16246";"178.88915";"185.76950";" 20.64106";"130.72669";" 48.16246";" 41.28211";" 41.28211"
"6am";"144.48739";"137.60704";"110.08563";"185.76950";"116.96598";"165.12845";" 20.64106";" 41.28211";" 68.80352";" 82.56422";" 89.44458";" 41.28211";" 13.76070";" 61.92317";"165.12845";"165.12845";" 20.64106";"110.08563";" 41.28211";" 41.28211";" 34.40176"
"7am";"220.17126";"110.08563";"261.45338";"116.96598";"172.00880";"110.08563";" 27.52141";" 48.16246";"123.84634";" 61.92317";" 68.80352";" 34.40176";" 20.64106";" 61.92317";"123.84634";"110.08563";" 13.76070";" 96.32493";" 13.76070";" 27.52141";" 27.52141"
"8am";"268.333728";" 75.683872";"440.342528";" 89.444576";"178.889152";" 55.042816";" 27.521408";" 41.282112";"123.846336";" 61.923168";" 82.564224";" 20.641056";" 13.760704";" 41.282112";"123.846336";" 68.803520";" 20.641056";" 68.803520";" 13.760704";"  6.880352";" 20.641056"
"9am";"337.137248";" 61.923168";"474.744288";" 75.683872";"185.769504";" 55.042816";" 27.521408";" 41.282112";"130.726688";" 55.042816";" 96.324928";" 20.641056";"  6.880352";" 34.401760";"110.085632";" 55.042816";" 20.641056";" 75.683872";" 13.760704";"  6.880352";" 27.521408"
"10am";"357.778304";" 61.923168";"474.744288";" 82.564224";"165.128448";" 61.923168";" 20.641056";" 34.401760";"123.846336";" 61.923168";"103.205280";" 20.641056";"  6.880352";" 34.401760";"110.085632";" 55.042816";" 13.760704";" 82.564224";" 13.760704";"  6.880352";" 27.521408"
"11am";"330.256896";" 75.683872";"488.504992";" 96.324928";"151.367744";" 75.683872";" 20.641056";" 41.282112";"110.085632";" 55.042816";"103.205280";" 20.641056";"  6.880352";" 41.282112";"116.965984";" 55.042816";" 13.760704";" 82.564224";" 13.760704";"  6.880352";" 27.521408"
"12am";"385.299712";" 68.803520";"378.419360";" 89.444576";"158.248096";" 61.923168";"  6.880352";" 34.401760";"130.726688";" 68.803520";"110.085632";" 13.760704";" 13.760704";" 41.282112";"110.085632";" 75.683872";" 20.641056";" 82.564224";" 27.521408";"  0.000000";" 20.641056"
"1pm";"426.581824";"116.965984";"350.897952";" 61.923168";"172.008800";" 61.923168";"  6.880352";" 34.401760";"130.726688";" 55.042816";"110.085632";" 20.641056";" 13.760704";" 41.282112";" 96.324928";" 82.564224";" 20.641056";" 82.564224";" 41.282112";"  0.000000";" 27.521408"
"2pm";"405.940768";"144.487392";"344.017600";" 75.683872";"172.008800";" 75.683872";"  6.880352";" 34.401760";"103.205280";" 61.923168";" 96.324928";" 27.521408";" 13.760704";" 68.803520";" 89.444576";" 89.444576";" 13.760704";" 82.564224";" 34.401760";"  0.000000";" 20.641056"
"3pm";"302.735488";"144.487392";"288.974784";"130.726688";"151.367744";" 89.444576";" 20.641056";" 41.282112";"123.846336";" 68.803520";" 96.324928";" 34.401760";" 13.760704";"110.085632";"144.487392";" 89.444576";" 20.641056";"116.965984";" 34.401760";"  6.880352";" 27.521408"
"4pm";"261.45338";"137.60704";"130.72669";"206.41056";"165.12845";"116.96598";" 34.40176";" 34.40176";"137.60704";" 89.44458";" 89.44458";" 20.64106";" 13.76070";" 89.44458";"151.36774";"130.72669";" 20.64106";"110.08563";" 41.28211";" 13.76070";" 34.40176"
