"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562"
"4am";"1.8518519";"0.6451613";"0.7874016";"0.8310249";"0.8488964";"0.7122507";"1.2857143";"0.9370817";"1.0624170";"1.0590015";"0.9985735";"1.1034483";"0.0000000";"1.8796992";"0.9695291";"0.9655172";"0.1510574";"0.9259259";"0.5988024";"0.6535948";"1.4836795"
"5am";"2.1186441";"0.9615385";"0.9433962";"0.8310249";"1.1824324";"0.7082153";"1.3138686";"0.9433962";"1.3245033";"1.0638298";"1.0101010";"1.1126565";"0.0000000";"1.9464720";"0.9859155";"1.2465374";"0.1552795";"1.0652463";"0.9009009";"0.6684492";"1.5267176"
"6am";"3.5856574";"1.8662519";"1.2269939";"1.1157601";"1.9607843";"0.6973501";"1.2195122";"1.0610080";"1.2064343";"1.6897081";"1.5037594";"0.8875740";"0.0000000";"1.5819209";"1.3657056";"1.3432836";"0.1683502";"1.0810811";"1.0971787";"1.0324484";"1.8092105"
"7am";"5.5660377";"2.6143791";"1.7027864";"1.1326861";"2.6631158";"0.8438819";"1.3445378";"1.1887073";"1.1194030";"2.0864382";"2.1084337";"0.7181329";"0.0000000";"1.0060362";"2.0183486";"1.7152659";"0.3929273";"0.8720930";"2.9616725";"1.1456628";"2.3437500"
"8am";"7.2500000";"4.7112462";"3.3379694";"2.2452504";"3.7081340";"3.1654676";"3.2667877";"2.1381579";"2.9036005";"5.0724638";"5.4363376";"1.6427105";"0.5141388";"1.7982018";"2.3437500";"2.7522936";"1.8750000";"2.0895522";"4.4776119";"1.9298246";"2.6915114"
"9am";"8.730800";"5.691057";"6.349206";"3.590664";"5.638665";"3.115727";"4.000000";"2.483444";"4.524887";"5.680120";"5.212620";"1.548673";"1.081081";"2.915452";"3.298969";"4.331450";"1.991150";"4.109589";"7.858546";"3.102190";"4.357298"
"10am";"9.669621";"5.562579";"6.472919";"3.907638";"6.387921";"3.086420";"4.606526";"2.352941";"4.372842";"7.418398";"5.241379";"3.267974";"1.955307";"2.943970";"4.008439";"4.061896";"2.283105";"4.375000";"8.560311";"3.383459";"3.661327"
"11am";"7.489362";"6.319703";"4.563233";"3.130435";"5.084746";"2.583587";"4.198473";"2.380952";"3.391813";"5.981595";"6.275580";"2.857143";"1.104972";"3.371869";"4.453441";"4.101562";"2.309469";"4.018547";"5.725191";"4.379562";"3.340757"
"12am";"7.401033";"7.044025";"4.407713";"7.167235";"9.144893";"3.816794";"4.283054";"4.133545";"3.440095";"8.395802";"6.621622";"1.357466";"1.117318";"2.642276";"5.870841";"3.515625";"1.573034";"4.915515";"5.152672";"4.293381";"3.153153"
"1pm";"8.538588";"6.738869";"5.416116";"7.540395";"9.241706";"4.437870";"5.954825";"4.485050";"4.555809";"9.242424";"7.744565";"3.432494";"2.222222";"3.036053";"6.530612";"3.359684";"1.398601";"6.366460";"6.570842";"4.553734";"3.661327"
"2pm";"7.960199";"6.375000";"4.295302";"6.060606";"8.131068";"3.806735";"3.929273";"4.817276";"4.550626";"8.579882";"6.629055";"2.934537";"1.578947";"3.428571";"6.400000";"3.564356";"1.609195";"5.148206";"7.602339";"4.982206";"2.895323"
"3pm";"7.6923077";"4.5961003";"3.3802817";"3.6850921";"5.6930693";"3.2210835";"3.2374101";"3.4539474";"3.9035591";"6.6765579";"5.4519369";"2.2774327";"1.4705882";"2.8028028";"4.9056604";"3.0357143";"0.8639309";"3.3132530";"5.0847458";"4.2881647";"2.3605150"
"4pm";"8.8838269";"4.4880785";"5.3019146";"2.4502297";"6.2138728";"3.7878788";"1.9966722";"1.0989011";"3.6069652";"5.9390048";"4.6283310";"1.9366197";"0.0000000";"2.5274725";"2.3450586";"1.8612521";"0.1862197";"2.5073746";"2.5906736";"2.8571429";"1.4705882"
"5pm";"10.9571788";" 8.4770115";" 6.8078669";" 3.9647577";" 8.3591331";" 4.6376812";" 4.1139241";" 2.5679758";" 6.1994609";" 6.0185185";" 7.7027027";" 1.7684887";" 0.0000000";" 3.6616162";" 2.1739130";" 1.8461538";" 0.3565062";" 3.1383738";" 2.2653722";" 2.6706231";" 1.8425461"
"6pm";"12.7525253";" 7.4927954";" 8.0669711";" 6.2407132";"12.2171946";" 5.8823529";" 5.3846154";" 5.0595238";" 9.4289509";" 8.5271318";"10.0000000";" 3.0694669";" 0.6382979";" 6.5491184";" 3.1722054";" 3.3639144";" 1.4059754";" 5.1063830";" 4.8895899";" 3.2210835";" 3.4313725"
"7pm";"12.4199744";" 6.8571429";" 7.0660522";" 7.0588235";"13.2440476";" 5.8823529";" 5.7902973";" 4.1791045";"10.7235142";" 9.6530920";"11.2582781";" 3.3280507";" 0.8421053";" 6.4720812";" 3.9156627";" 3.6144578";" 1.5306122";" 5.4054054";" 3.7500000";" 3.0656934";" 3.4482759"
"8pm";" 9.5238095";" 5.5469954";" 6.8429238";" 5.2554745";"10.8695652";" 4.8640916";" 5.0613497";" 3.7356322";" 9.5838588";" 7.5038285";" 9.4466937";" 2.7397260";" 0.2083333";" 6.2982005";" 3.2258065";" 3.7369208";" 0.6722689";" 4.0787623";" 3.2061069";" 2.5862069";" 2.1172638"
"9pm";"5.1893408";"3.5313002";"3.2206119";"4.0673212";"6.4935065";"2.7377522";"2.2727273";"1.8518519";"6.3636364";"5.3191489";"7.2902338";"1.6200295";"0.2012072";"4.7680412";"2.0114943";"3.0612245";"0.1650165";"2.4930748";"2.5563910";"1.5492958";"1.7080745"
"10pm";"3.5765379";"1.6233766";"0.6472492";"1.4064698";"3.0252101";"1.1510791";"0.9063444";"0.8438819";"3.5340314";"4.0909091";"4.2075736";"1.1560694";"0.0000000";"3.4351145";"1.2729844";"2.2695035";"0.1628664";"1.1080332";"1.7991004";"1.2552301";"1.3698630"
"11pm";"2.5899281";"0.3300330";"0.4815409";"0.8415147";"2.0304569";"1.0086455";"0.5882353";"0.6954103";"1.8372703";"1.8489985";"2.7142857";"0.8608321";"0.0000000";"2.1850900";"1.2517385";"0.7112376";"0.0000000";"1.1019284";"0.8995502";"1.0989011";"0.9063444"
"12pm";"2.3188406";"0.3267974";"0.1602564";"0.6993007";"1.3651877";"0.8633094";"0.4405286";"0.6934813";"1.1904762";"1.6949153";"1.8624642";"0.5722461";"0.0000000";"2.1794872";"0.9735744";"0.4273504";"0.0000000";"0.8253095";"0.4524887";"0.9602195";"0.6042296"
"1am";"2.0348837";"0.3267974";"0.1602564";"0.6993007";"1.1904762";"0.7215007";"0.4405286";"0.6925208";"0.9296149";"1.3867488";"1.8571429";"0.5714286";"0.0000000";"2.0539153";"0.8356546";"0.4273504";"0.0000000";"0.8230453";"0.3016591";"0.9575923";"0.6042296"
"2am";"1.6034985";"0.3278689";"0.1597444";"0.6983240";"1.1884550";"0.7215007";"0.4405286";"0.4166667";"0.9296149";"1.2326656";"1.8544936";"0.5714286";"0.0000000";"2.0565553";"0.6963788";"0.2849003";"0.0000000";"0.8207934";"0.3021148";"0.9589041";"0.6042296"
"3am";"1.3157895";"0.3278689";"0.1594896";"0.5594406";"1.0186757";"0.7204611";"0.4405286";"0.4166667";"0.9320905";"1.2288786";"1.4306152";"0.5722461";"0.0000000";"2.0592021";"0.6963788";"0.2849003";"0.0000000";"0.8219178";"0.3021148";"0.9549795";"0.6042296"
