"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418";"4764.418"
"4am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"5am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"6am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"7am";"307.819";"177.497";"461.666";" 87.124";"126.381";"443.959";"207.479";"266.309";"140.729";"136.025";"189.798";"282.115";"168.575";" 28.669";" 61.477"
"8am";"307.819";"177.497";"431.722";" 87.124";"126.381";"454.761";"196.677";"266.309";"140.729";"128.084";"182.192";"282.115";"168.575";" 22.099";" 61.477"
"9am";"289.588";"132.487";"432.758";" 99.402";"142.367";"454.761";"205.165";"252.314";"127.390";"129.801";"234.298";"282.115";"168.575";" 28.669";" 29.559"
"10am";"352.616";"156.961";"361.789";"135.140";"126.381";"429.516";"196.677";"272.533";"122.809";"117.523";"210.466";"282.115";"147.625";" 28.669";" 61.477"
"11am";"289.588";"138.730";"424.817";" 87.124";"126.381";"443.959";"190.607";"278.486";"109.158";"146.491";"230.198";"282.115";"168.575";" 28.669";" 61.477"
"12am";"307.819";"138.730";"444.158";" 87.124";"126.381";"424.618";"207.479";"260.255";"109.158";"155.730";"220.959";"282.115";"168.575";" 28.669";" 61.477"
"1pm";"343.681";"153.015";"392.572";"128.318";"126.381";"424.618";"171.617";"252.314";"109.158";"127.869";"240.590";"282.115";"168.575";" 28.669";" 61.477"
"2pm";"340.941";" 92.650";"519.081";" 63.821";"117.005";"395.742";"160.815";"309.047";"122.809";"101.940";"252.868";"282.115";"168.575";" 60.587";" 29.559"
"3pm";"333.695";"191.651";"565.989";" 63.821";" 50.506";"424.618";"148.912";"313.664";"122.809";"101.940";"229.414";"261.962";"147.625";" 49.619";" 61.477"
"4pm";"352.313";"208.706";"458.684";"126.849";" 39.313";"386.600";"147.749";"264.570";"109.158";"108.284";"229.414";"275.613";"168.575";" 28.669";" 61.477"
"5pm";"277.960";"157.860";"471.042";" 87.124";"117.005";"405.941";"157.596";"304.353";"127.078";"129.801";"217.389";"342.804";"168.575";" 28.669";" 61.477"
"6pm";"270.019";"147.643";"461.666";" 87.124";"126.381";"416.158";"193.458";"274.276";"140.729";"129.801";"228.565";"320.133";"168.575";" 28.669";" 29.559"
"7pm";"289.149";"159.842";"486.911";" 87.124";"126.381";"428.931";"193.458";"274.276";"140.729";"142.079";"228.565";"250.786";"168.575";" 28.669";" 29.559"
"8pm";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"176.586";"266.335";"140.729";"150.020";"218.072";"309.480";"168.575";" 28.669";" 29.559"
"9pm";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"176.586";"266.335";"140.729";"150.020";"218.072";"309.480";"168.575";" 28.669";" 61.477"
"10pm";"307.819";"152.751";"461.666";" 87.124";"126.381";"443.959";"176.586";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"11pm";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"12pm";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"1am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"2am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
"3am";"307.819";"138.730";"461.666";" 87.124";"126.381";"443.959";"207.479";"252.314";"140.729";"150.020";"228.565";"282.115";"168.575";" 28.669";" 61.477"
