"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542";"2761.542"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"563.24";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0"
"7am";"1384.926";" 609.857";" 635.159";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 594.597";"   0.000";"   0.000";" 465.663";" 572.096";" 742.822";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2604.117";"1095.079";"1381.271";" 705.357";"   0.000";" 578.803";"   0.000";" 400.647";"1216.448";" 740.665";"   0.000";" 957.870";" 673.848";"1281.166";"   0.000";"   0.000";" 696.280";"   0.000"
"9am";"2619.480";"1241.042";"1634.422";" 818.496";"   0.000";" 730.683";"   0.000";"   0.000";"1149.338";" 857.402";"   0.000";"1273.692";" 795.316";"1237.356";"   0.000";"   0.000";" 700.482";"   0.000"
"10am";"2761.542";"1165.009";"1913.659";" 815.404";"   0.000";" 757.468";"   0.000";"   0.000";"1160.210";" 867.059";"   0.000";"1633.307";" 795.316";"1348.523";"   0.000";"   0.000";" 789.800";"   0.000"
"11am";"2706.189";"1080.081";"1444.767";" 818.056";"   0.000";" 756.619";"   0.000";"   0.000";"1338.619";" 907.582";"   0.000";"1320.352";" 769.001";"1286.101";"   0.000";"   0.000";" 635.349";"   0.000"
"12am";"1825.995";"1038.172";" 923.348";" 510.900";"   0.000";" 415.909";"   0.000";"   0.000";" 947.341";"   0.000";"   0.000";" 999.661";" 740.304";"1069.904";"   0.000";"   0.000";" 586.912";"   0.000"
"1pm";"2179.011";"1229.704";"1189.184";" 722.057";"   0.000";" 781.712";"   0.000";"   0.000";"1324.667";" 991.703";"   0.000";"1379.818";" 743.679";"1077.042";"   0.000";"   0.000";" 599.916";"   0.000"
"2pm";"2220.341";"1284.143";"1388.230";" 781.730";"   0.000";" 817.378";"   0.000";"   0.000";"1294.476";" 930.618";"   0.000";"1576.392";" 932.135";"1123.549";"   0.000";"   0.000";" 617.392";"   0.000"
"3pm";"2719.452";"1139.369";"1628.315";" 897.549";"   0.000";" 769.796";"   0.000";"   0.000";" 888.827";" 861.029";"   0.000";"1461.396";" 826.056";"1095.565";"   0.000";"   0.000";" 777.367";"   0.000"
"4pm";"2029.153";"1167.886";"1192.973";" 757.375";"   0.000";" 723.594";"   0.000";"   0.000";" 700.835";" 840.463";"   0.000";"1713.066";" 606.362";" 963.216";"   0.000";"   0.000";" 729.598";"   0.000"
"5pm";"1264.733";" 393.540";" 870.155";"   0.000";"   0.000";" 547.529";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 943.255";" 407.047";" 747.311";"   0.000";"   0.000";" 569.003";"   0.000"
"6pm";"903.890";"  0.000";"549.383";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"692.932";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.000";"  0.000";"686.213";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"  0.000";"  0.000";"749.009";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"  0.000";"  0.000";"547.601";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
