"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144"
"4am";"103.2053";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"5am";"130.72669";"  0.00000";"  0.00000";"  0.00000";" 82.56422";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"0";"110.08563";"  0.00000";"  0.00000";"0";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"6am";"412.82112";"144.48739";"137.60704";"  0.00000";"233.93197";" 96.32493";"  0.00000";"199.53021";"144.48739";"172.00880";"  0.00000";"  0.00000";"  0.00000";"213.29091";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"7am";"2091.6270";" 392.1801";" 612.3513";" 185.7695";"1128.3777";" 440.3425";" 213.2909";" 467.8639";" 722.4370";" 632.9924";" 426.5818";"   0.0000";"   0.0000";" 756.8387";" 185.7695";" 254.5730";"   0.0000";" 130.7267";" 220.1713";" 103.2053";"   0.0000"
"8am";"2834.70502";" 825.64224";"1176.54019";" 316.49619";"1678.80589";" 612.35133";" 350.89795";" 577.94957";"1169.65984";" 956.36893";" 894.44576";"  82.56422";"   0.00000";"1045.81350";" 288.97478";" 378.41936";"   0.00000";" 240.81232";" 302.73549";" 151.36774";"   0.00000"
"9am";"3082.3977";"1321.0276";"1437.9936";" 371.5390";"1905.8575";" 660.5138";" 364.6587";" 660.5138";"1334.7883";" 997.6510";"1093.9760";"   0.0000";"   0.0000";"1204.0616";" 323.3765";" 488.5050";"   0.0000";" 295.8551";" 350.8980";" 165.1284";"   0.0000"
"10am";"3151.2012";"1671.9255";"1506.7971";" 378.4194";"1885.2164";" 632.9924";" 385.2997";" 639.8727";"1279.7455";"1059.5742";"1135.2581";" 103.2053";"   0.0000";"1369.1900";" 316.4962";" 522.9068";"   0.0000";" 295.8551";" 378.4194";" 192.6499";"   0.0000"
"11am";"2903.50854";"1720.08800";"1465.51498";" 357.77830";"1809.53258";" 571.06922";" 357.77830";" 591.71027";"1217.82230";" 908.20646";"1059.57421";"  96.32493";"   0.00000";"1300.38653";" 323.37654";" 454.10323";"   0.00000";" 254.57302";" 330.25690";" 206.41056";"   0.00000"
