"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727";"8040.727"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"5am";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"698.023";"  0.000";"0";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"0";"  0.000";"0";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1283.137";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";"1550.409";"2617.087";" 959.884";" 890.457";" 817.666";"1383.068";" 965.406";"   0.000";" 748.601";"   0.000";"   0.000";"2179.654";"   0.000";"   0.000";"1180.318";"   0.000";"2386.260";" 799.896";"   0.000";" 478.562";"   0.000";" 905.368";" 513.532";" 546.769";" 659.568";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1283.922";"   0.000";"   0.000";"   0.000";"   0.000";"1398.378";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 944.144";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"5322.634";"5038.765";"1399.332";"1067.702";"1793.723";"3393.402";"2478.343";"1183.108";"1799.305";"   0.000";"1095.659";"3645.851";"1113.814";" 965.769";"2441.829";"   0.000";"4422.547";"1409.792";"   0.000";" 940.554";" 483.405";"2046.765";" 808.242";" 833.927";"1156.377";"   0.000";"   0.000";"   0.000";"   0.000";" 715.242";"   0.000";"   0.000";"   0.000";"2364.432";"   0.000";"   0.000";"   0.000";"   0.000";"2530.206";"   0.000";" 957.992";"   0.000";"   0.000";"   0.000";"   0.000";"1827.977";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"6416.766";"6703.585";"1507.458";"1165.829";"1877.696";"3311.041";"3472.620";"1363.400";"2113.574";"   0.000";"1181.529";"3982.601";"1276.593";" 920.920";"3294.295";" 883.669";"5291.247";"1502.033";"   0.000";" 878.106";" 475.714";"2348.344";" 792.710";"1025.152";"1328.295";"   0.000";"   0.000";"   0.000";"   0.000";" 744.504";"   0.000";"   0.000";"   0.000";"2907.935";"   0.000";"   0.000";"   0.000";"   0.000";"2819.223";"   0.000";" 896.071";"   0.000";"   0.000";"   0.000";"   0.000";"1813.601";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"10am";"7235.209";"6524.615";"1497.543";"1287.343";"2139.881";"3263.924";"3644.040";"1522.162";"2387.317";"   0.000";"1094.263";"4200.532";"1341.875";" 857.136";"3231.142";"   0.000";"5292.396";"1465.840";"   0.000";" 847.761";" 497.035";"2215.181";" 777.004";"1136.817";"1476.579";"   0.000";"   0.000";"   0.000";"   0.000";" 913.835";"   0.000";" 431.082";"   0.000";"2964.425";"   0.000";"   0.000";"   0.000";" 419.994";"2910.790";"   0.000";"1015.562";"   0.000";"   0.000";"   0.000";"   0.000";"2173.859";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"6603.764";"5666.998";"1514.638";"1284.174";"1693.488";"2837.211";"3195.493";"1162.553";"1949.200";"   0.000";"1031.324";"3653.671";"1160.715";" 885.215";"2600.904";"   0.000";"5267.614";"1463.484";"   0.000";" 780.699";"   0.000";"2042.656";" 801.825";" 889.021";"1103.000";"   0.000";"   0.000";"   0.000";"   0.000";" 796.450";"   0.000";"   0.000";"   0.000";"2759.155";"   0.000";"   0.000";"   0.000";"   0.000";"2280.894";"   0.000";" 828.478";"   0.000";"   0.000";"   0.000";"   0.000";"1951.760";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
