"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892";"5921.74892"
"4am";" 861.82243";" 736.34951";" 964.53438";" 940.12523";"1502.35267";"2474.42537";" 603.64809";"  49.24219";"1081.71080";" 476.19203";" 807.75398";" 129.95130";" 131.12339";" 388.99457";" 632.06963";" 998.23321";"1028.62425";" 157.81590";" 265.61120";" 346.18936";" 594.44929";" 579.51963";"1206.70943";"1159.80001";" 939.53816";" 836.57370";" 991.17346";" 390.19211";" 778.96117";"1548.11022";" 860.46834"
"5am";" 829.47096";" 736.34951";" 964.53438";" 940.12523";"1502.35267";"2474.42537";" 603.64809";"  49.24219";"1081.71080";" 476.19203";" 807.75398";"  84.65984";" 131.12339";" 434.28603";" 632.06963";" 998.23321";"1028.62425";" 157.81590";" 321.42357";" 346.18936";" 594.44929";" 579.51963";"1206.70943";"1159.80001";" 939.53816";" 836.57370";" 991.17346";" 334.37974";" 778.96117";"1548.11022";" 860.46834"
"6am";" 847.28642";" 659.67048";" 916.85594";" 940.12523";"1547.42836";"2258.30929";" 603.64809";"  49.24219";"1037.07579";" 476.19203";" 807.75398";"  84.65984";" 131.12339";" 458.97654";" 558.08192";" 998.23321";"1003.93374";" 139.04609";" 339.04802";" 346.18936";" 542.58394";" 579.51963";"1016.61666";"1095.22199";" 939.53816";" 789.36487";" 991.17346";" 298.67978";" 778.96117";"1548.11022";" 860.46834"
"7am";" 846.16339";" 491.86934";"1018.07713";" 879.84067";"1452.41849";"1792.73170";" 422.33903";"  49.24219";" 923.70042";" 550.64300";" 799.14212";" 155.70318";" 141.44160";" 600.19744";" 449.70846";" 688.63655";" 812.62376";" 139.04609";" 438.50835";" 521.67834";" 435.31108";" 328.46983";" 756.80068";" 895.69293";" 865.43822";" 597.78932";" 866.64968";" 212.22674";" 662.38896";"1407.89445";" 862.79017"
"8am";"1046.3355";" 526.1465";"1248.9279";" 933.1507";" 925.2435";"1313.9686";" 412.6438";" 180.6100";" 704.6391";" 612.7304";" 793.1160";" 218.6855";" 210.6802";"1461.4804";" 531.4050";" 549.6629";" 512.7989";" 271.3592";" 709.6132";" 909.6140";" 364.4581";" 472.8383";" 592.1193";" 694.4483";" 825.6671";" 585.4061";" 531.4391";" 303.0448";" 389.7911";"1062.3892";" 862.7902"
"9am";"1172.0459";" 521.9081";"1424.7496";" 890.0535";" 834.2327";"1151.2454";" 323.3332";" 115.1261";" 781.2622";" 582.4871";" 884.5989";" 259.6080";"  85.8108";"1417.2401";" 594.6064";" 641.2172";" 461.4439";" 244.1953";" 674.8049";"1336.4309";" 319.8788";" 386.3907";" 533.8110";" 581.0774";" 765.9249";" 622.9416";" 389.7768";" 423.1932";" 316.2827";" 989.5621";" 854.1222"
"10am";"1381.4099";" 555.8745";"1337.6012";" 822.0204";" 791.8985";"1219.6632";" 360.2129";" 231.2257";" 637.7480";" 565.8719";" 801.8395";" 259.6080";" 204.7126";"1396.1079";" 643.0061";" 600.0728";" 342.7495";" 271.3592";" 752.1725";"1358.1519";" 399.3543";" 351.4944";" 595.5688";" 534.4297";" 477.1529";" 751.7481";" 394.6511";" 271.4097";" 250.7988";" 962.9265";" 854.1222"
"11am";"1181.7363";" 480.0015";"1341.3153";" 797.3118";" 845.5893";"1242.8047";" 348.6743";" 231.2257";" 715.3054";" 372.9027";" 818.4476";" 241.9171";" 350.4923";"1696.5824";" 515.1309";" 539.6796";" 437.2929";" 271.3592";" 704.3106";"1232.9395";" 292.2538";" 373.8322";" 468.1800";" 574.6132";" 655.5669";" 650.5449";" 428.0041";" 239.0588";" 253.1438";"1021.7063";" 854.1222"
