"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079";"7568.789079"
"4am";"1474.18288";"1440.32880";"1611.74073";"1296.44375";" 344.41488";" 499.75122";"  65.14465";" 247.82670";"1224.03925";" 817.90523";" 302.46384";" 560.07388";" 189.41830";"   0.00000";" 177.26425";" 243.27466";" 286.98360";" 325.85096";" 666.96580";" 759.40643";"  66.83734";"  50.42626";"  62.98291";" 308.17723";"   0.00000";" 263.36621";" 205.28552";" 560.49818";" 400.40620";" 155.11649";" 328.48174";" 225.73888";" 507.39244";" 514.61107";" 412.01328";" 420.05139";" 352.31648";" 122.91737";" 239.46016";"  41.92863";" 822.58072"
"5am";"1474.18288";"1440.32880";"1611.74073";"1296.44375";" 344.41488";" 499.75122";"  65.14465";" 247.82670";"1224.03925";" 817.90523";" 302.46384";" 560.07388";" 189.41830";"   0.00000";" 172.24823";" 243.27466";" 286.98360";" 325.85096";" 666.96580";" 759.40643";"  66.83734";"  50.42626";"  44.89063";" 232.69598";"   0.00000";" 263.36621";" 205.28552";" 560.49818";" 400.40620";" 155.11649";" 328.48174";" 225.73888";" 507.39244";" 514.61107";" 412.01328";" 420.05139";" 352.31648";" 122.91737";" 239.46016";"  65.03693";" 822.58072"
"6am";"1406.73307";"1332.53189";"1448.76035";"1240.76994";" 464.91468";" 454.73267";"  65.14465";" 369.95380";"1150.21271";" 746.21232";" 302.46384";" 502.61683";" 189.41830";"   0.00000";" 172.24823";" 243.27466";" 286.98360";" 266.42869";" 634.63341";" 759.40643";"  66.83734";"  50.42626";"  44.89063";" 232.69598";"   0.00000";" 263.36621";" 186.41571";" 471.36439";" 400.40620";" 155.11649";" 355.59118";" 225.73888";" 564.84949";" 514.61107";" 384.90384";" 316.68487";" 402.19827";" 122.91737";" 182.50192";"  65.03693";" 766.73380"
"7am";"1867.14997";"1029.69589";"1030.45563";"1207.83419";" 314.03621";"  89.49624";"  81.74600";" 379.41504";" 878.22879";" 843.54547";" 271.63268";" 468.50693";" 211.67788";"   0.00000";" 135.39620";" 135.89530";" 207.99905";" 244.83776";" 302.03143";" 552.93483";" 116.59941";"  40.39878";" 131.49736";" 232.69598";"   0.00000";" 167.94070";" 137.36017";" 280.58532";" 485.04547";" 117.20170";" 288.46934";" 312.43488";" 373.28037";" 357.95833";" 357.79440";" 412.12963";" 336.05610";"  74.17620";" 182.50192";"  65.03693";" 544.47501"
"8am";"1898.02825";" 942.48950";" 444.89144";" 974.74523";" 606.90260";" 235.24939";" 176.02982";" 407.37352";"1102.83728";" 480.85711";" 634.50694";" 279.73473";" 441.49468";"  63.31602";" 106.56855";" 225.09951";" 150.04771";" 307.28099";" 254.71358";" 117.66879";" 287.06950";"  34.61927";" 262.62136";" 237.34295";"   0.00000";" 189.46337";"  88.30463";" 134.05462";" 517.86298";"  65.07884";" 190.16455";" 348.73804";" 106.63890";" 240.00846";" 304.48176";" 280.52956";" 336.05610";" 134.38191";" 226.58286";" 154.88532";" 352.36095"
"9am";"1961.22605";"1096.11682";" 325.18474";" 982.34314";" 678.31081";" 274.31741";" 133.71514";" 407.37352";" 953.15681";" 500.92026";" 593.09073";" 279.73473";" 373.71888";" 104.03746";"  78.05261";" 291.05583";" 150.04771";" 203.77778";" 288.41172";" 160.06216";" 288.90904";"  10.02748";" 280.65514";" 237.34295";"  44.08094";" 153.52899";"  88.30463";" 134.05462";" 339.13426";"  90.03765";" 178.25739";" 338.01168";" 106.63890";" 140.48476";" 285.88174";" 280.52956";" 269.33095";" 134.38191";" 283.30731";" 154.88532";" 390.12817"
"10am";"1996.90521";"1035.40989";" 325.18474";"1000.49587";" 590.26425";" 289.01624";" 209.19639";" 360.77678";" 953.15681";" 615.51547";" 613.15388";" 238.31852";" 389.95566";"  63.31602";"  78.05261";" 230.43321";"  71.06316";" 203.77778";" 288.41172";" 160.06216";" 307.50906";"   0.00000";" 280.65514";" 177.71941";"  44.08094";" 153.52899";"  88.30463";" 118.74638";" 406.90995";" 117.20170";" 145.52509";" 366.15955";" 106.63890";" 221.92764";" 246.47612";" 322.28124";" 269.33095";" 134.38191";" 283.30731";" 112.95669";" 436.66981"
"11am";"1980.616420";"1005.480980";" 448.028620";" 971.796180";" 540.207380";" 362.842780";" 209.196390";" 360.776780";"1098.676260";" 488.148750";" 634.506940";" 279.734730";" 389.955660";"  63.316020";"  41.200580";" 253.615450";"  71.063160";" 203.777780";" 276.142480";" 160.062160";" 358.498720";"   8.897747";" 241.875110";" 116.347990";"  44.080940";" 153.528990";"  88.304630";"  56.724450";" 339.134260";" 117.201700";" 238.724640";" 288.480630";" 106.638900";" 242.027030";" 242.245650";" 232.432850";" 359.179340";" 134.381910";" 226.582860";" 112.956690";" 359.264070"
