"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562"
"4am";"1.9943020";"0.9677419";"0.7874016";"0.9695291";"1.0186757";"1.9943020";"1.1428571";"1.0709505";"1.3280212";"0.6051437";"0.7132668";"1.5172414";"1.3487476";"3.1328321";"0.8310249";"0.8275862";"0.6042296";"0.7936508";"1.1976048";"1.9607843";"1.0385757"
"5am";"3.5310734";"1.6025641";"2.8301887";"2.2160665";"2.3648649";"4.9575071";"1.4598540";"1.6172507";"3.1788079";"1.5197568";"0.8658009";"1.6689847";"1.7821782";"7.4209246";"0.8450704";"1.3850416";"0.7763975";"1.8641811";"2.1021021";"2.4064171";"0.9160305"
"6am";"10.225764";" 5.754277";" 5.981595";" 6.555091";" 8.660131";"14.783821";" 4.115854";" 7.692308";" 8.713137";" 4.915515";" 3.759398";" 2.662722";" 2.947368";"21.581921";" 1.820941";" 2.686567";" 1.683502";" 7.837838";" 3.918495";" 5.309735";" 1.644737"
"7am";"30.000000";"15.196078";"15.944272";"16.990291";"31.691079";"31.645570";"11.260504";"17.087667";"25.497512";"19.523100";"15.210843";" 5.565530";" 3.836930";"44.466801";" 7.339450";" 9.433962";" 3.732809";"15.843023";"11.149826";"10.474632";" 3.515625"
"8am";"34.666667";"22.340426";"24.200278";"21.934370";"41.626794";"38.417266";"15.245009";"22.203947";"30.081301";"25.942029";"24.034335";" 7.186858";" 4.884319";"49.850150";"11.718750";"13.211009";" 3.958333";"19.552239";"14.925373";"13.333333";" 4.968944"
"9am";"35.246564";"23.441734";"24.867725";"24.775583";"42.347526";"40.207715";"16.571429";"22.682119";"31.108597";"26.905830";"27.023320";" 7.743363";" 5.405405";"49.465500";"12.577320";"14.689266";" 4.203540";"20.547945";"15.127701";"14.416058";" 5.882353"
"10am";"35.616438";"22.250316";"25.627477";"24.689165";"43.321719";"41.820988";"16.698656";"22.689076";"32.220944";"27.151335";"27.586207";" 7.625272";" 5.307263";"48.528015";"12.447257";"16.054159";" 4.109589";"20.781250";"14.980545";"14.285714";" 5.949657"
"11am";"36.170213";"21.189591";"24.511082";"23.130435";"43.341404";"39.817629";"14.503817";"20.158730";"30.877193";"25.920245";"25.375171";" 7.692308";" 5.524862";"47.302505";" 9.919028";"14.843750";" 3.695150";"20.556414";"13.740458";"13.503650";" 5.345212"
"12am";"34.681583";"21.635220";"25.068871";"21.160410";"38.954869";"37.557252";"13.780261";"19.554849";"29.537367";"24.287856";"25.405405";" 7.013575";" 3.910615";"46.341463";"10.958904";"14.062500";" 4.044944";"19.662058";"13.358779";"13.416816";" 4.504505"
"1pm";"35.878489";"20.216606";"24.702774";"24.057451";"42.417062";"39.644970";"16.837782";"21.594684";"30.410023";"26.060606";"26.222826";" 9.153318";" 4.166667";"46.584440";"11.428571";"14.624506";" 3.962704";"20.807453";"14.784394";"13.479053";" 4.805492"
"2pm";"35.986733";"20.250000";"24.026846";"22.994652";"41.504854";"38.067350";"15.913556";"20.764120";"29.692833";"26.183432";"27.362482";" 8.803612";" 3.684211";"45.714286";"11.600000";"14.257426";" 3.678161";"20.748830";"13.840156";"11.921708";" 5.122494"
"3pm";"33.156499";"21.309192";"22.394366";"19.597990";"38.118812";"33.235725";"13.309353";"17.763158";"27.210103";"22.106825";"24.103300";" 7.660455";" 2.205882";"39.639640";" 8.867925";"11.250000";" 1.727862";"17.469880";"10.546139";" 9.433962";" 4.077253"
"4pm";"15.831435";"15.988780";"15.758468";"10.107198";"20.809249";"15.151515";" 5.490849";" 6.750392";"15.298507";" 9.630819";"12.903226";" 2.816901";" 1.943844";"24.615385";" 4.355109";" 3.722504";" 1.117318";" 7.522124";" 4.663212";" 5.396825";" 1.470588"
"5pm";"7.0528967";"6.8965517";"7.8668684";"2.6431718";"7.5851393";"7.6811594";"1.7405063";"1.9637462";"5.1212938";"5.2469136";"5.2702703";"1.2861736";"1.2578616";"8.9646465";"0.6211180";"1.8461538";"0.1782531";"3.2810271";"2.2653722";"2.3738872";"0.5025126"
"6pm";"4.5454545";"4.7550432";"6.5449011";"1.4858841";"6.4856712";"4.7345768";"1.2307692";"1.6369048";"4.2496680";"4.0310078";"4.7297297";"1.2924071";"1.2765957";"5.6675063";"0.3021148";"1.5290520";"0.1757469";"2.9787234";"2.2082019";"1.6105417";"0.6535948"
"7pm";"3.4571063";"4.7142857";"5.5299539";"1.0294118";"6.1011905";"3.5294118";"0.9389671";"0.8955224";"3.7467700";"2.7149321";"4.3708609";"1.1093502";"1.2631579";"4.6954315";"0.3012048";"1.3554217";"0.0000000";"2.2759602";"2.3437500";"1.3138686";"0.4926108"
"8pm";"3.0423280";"4.0061633";"4.3545879";"0.8759124";"5.1242236";"3.4334764";"0.9202454";"0.8620690";"3.0264817";"2.6033691";"3.7786775";"0.9132420";"1.0416667";"3.9845758";"0.2932551";"1.0463378";"0.0000000";"1.9690577";"1.5267176";"1.0057471";"0.4885993"
"9pm";"2.6647966";"1.7656501";"2.0933977";"0.5610098";"3.4090909";"2.4495677";"0.7575758";"0.4273504";"1.4285714";"2.1276596";"2.2008253";"0.8836524";"0.8048290";"2.7061856";"0.1436782";"0.7288630";"0.0000000";"1.6620499";"1.3533835";"0.8450704";"0.4658385"
"10pm";"2.2889843";"1.4610390";"1.7799353";"0.2812940";"1.6806723";"2.4460432";"0.3021148";"0.2812940";"1.5706806";"1.5151515";"1.4025245";"0.7225434";"0.9960159";"2.7989822";"0.1414427";"0.8510638";"0.0000000";"1.6620499";"1.3493253";"0.8368201";"0.4566210"
"11pm";"2.3021583";"0.6600660";"1.6051364";"0.2805049";"1.0152284";"2.0172911";"0.1470588";"0.1390821";"1.5748031";"1.2326656";"0.7142857";"0.4304161";"0.5940594";"2.5706941";"0.1390821";"0.5689900";"0.0000000";"1.2396694";"1.0494753";"0.8241758";"0.1510574"
"12pm";"1.8840580";"0.9803922";"1.4423077";"0.2797203";"1.0238908";"1.8705036";"0.1468429";"0.1386963";"1.4550265";"1.0785824";"0.5730659";"0.4291845";"0.5905512";"2.5641026";"0.1390821";"0.4273504";"0.0000000";"1.2379642";"0.7541478";"0.8230453";"0.1510574"
"1am";"1.8895349";"0.9803922";"1.4423077";"0.2797203";"1.3605442";"1.7316017";"0.1468429";"0.1385042";"1.1952191";"1.0785824";"0.5714286";"0.4285714";"0.5893910";"2.4390244";"0.1392758";"0.2849003";"0.0000000";"1.0973937";"0.7541478";"0.8207934";"0.1510574"
"2am";"1.7492711";"0.8196721";"1.4376997";"0.2793296";"1.0186757";"1.7316017";"0.1468429";"0.1388889";"1.1952191";"1.0785824";"0.5706134";"0.4285714";"0.5893910";"2.3136247";"0.1392758";"0.2849003";"0.0000000";"1.2311902";"0.6042296";"0.8219178";"0.1510574"
"3am";"1.9005848";"0.8196721";"1.4354067";"0.2797203";"1.0186757";"1.7291066";"0.1468429";"0.1388889";"1.0652463";"1.0752688";"0.5722461";"0.2861230";"0.5893910";"2.1879022";"0.1392758";"0.2849003";"0.0000000";"1.2328767";"0.6042296";"0.8185539";"0.1510574"
