"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898";"0.81660013224898"
"max";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207";"74.9551601517207"
"4am";"28.957275";"35.091675";"28.009060";"28.685217";" 9.001449";"10.645462";" 4.262791";"12.750344";"21.438125";"16.441764";"12.908635";" 9.508538";"11.470774";" 4.423025";" 7.019259";"12.018664";" 5.791377";" 7.130467";"24.224570";"15.075724";" 3.073410";"11.894217";" 7.270483";" 6.153474";" 1.065047";" 6.942584";"13.530200";"17.645578";"11.180880";"10.330798";" 7.115585";"13.101717";" 9.944458";"18.285047";"15.048105";" 6.827500";" 8.536854";" 9.119334";" 8.419131";" 1.060819";"19.708005"
"5am";"28.665442";"34.927482";"27.892547";"29.105772";"10.029931";"10.710520";" 4.418854";"13.343651";"20.478828";"16.065988";"12.793597";" 9.030442";"11.912077";" 4.546853";" 7.064600";"10.892540";" 5.695773";" 6.366895";"24.734740";"15.387217";" 3.088896";"11.887290";" 7.034754";" 5.183837";" 1.113748";" 7.120347";"13.974346";"18.503824";"10.650557";"10.184667";" 6.979857";"12.980461";"10.107686";"18.576694";"16.373179";" 6.854267";" 8.545500";" 9.667132";" 7.869543";" 1.394578";"20.704390"
"6am";"26.842848";"34.950359";"25.254983";"30.664786";"11.821182";" 9.827645";" 4.571022";"13.318622";"19.893190";"15.616018";"13.276186";" 8.505020";"10.975575";" 4.757533";" 5.808654";"10.456407";" 5.360758";" 5.577890";"23.700757";"13.590603";" 2.465250";"12.674528";" 9.880622";" 5.518783";" 1.194551";" 7.439239";"13.086745";"17.569301";"10.948637";" 9.827042";" 7.174234";"13.158067";"11.204555";"20.421763";"16.664488";" 5.799879";"10.411374";" 9.976446";" 7.157501";" 1.482962";"20.654303"
"7am";"26.839126";"25.209042";"17.872503";"27.786392";" 9.625635";" 3.846063";" 9.263852";"13.275399";"16.002991";"16.010544";"13.565287";" 8.475020";" 8.086367";" 2.813802";" 5.900776";" 7.550019";" 5.432877";" 6.166898";"17.801967";"12.599186";" 4.583079";"10.933675";"10.999534";" 5.420418";" 1.234454";" 6.600984";"11.695523";"12.287749";"11.325395";" 7.931668";" 5.835430";"14.687579";" 9.752512";"18.745808";"16.323889";" 6.411233";" 8.081604";" 5.820883";" 8.130356";" 2.716074";"19.827146"
"8am";"24.012151";"20.536068";"10.378586";"25.014485";"13.650148";" 6.153981";"11.440848";"13.208029";"18.380777";" 9.942403";"18.720883";" 6.795095";" 9.569147";" 3.885707";" 6.689147";"10.406059";" 5.494866";" 6.601445";"10.272235";" 4.979594";" 7.538068";" 8.453134";"12.971843";" 7.366833";" 1.376088";" 7.600377";"11.170640";" 7.050965";"12.904060";" 5.328769";" 5.503370";"16.223736";" 4.924596";"13.798372";"12.846564";" 5.270205";" 8.630781";" 7.200800";" 9.018858";" 4.728475";"14.163934"
"9am";"22.452162";"21.088946";" 8.398428";"24.978970";"14.221952";" 6.327717";"11.143678";"13.383154";"16.438200";"10.451853";"15.827973";" 6.996873";" 7.795369";" 5.421352";" 6.438163";"11.714729";" 6.115305";" 5.626585";"11.662958";" 5.676243";" 6.737800";" 5.153044";"14.575885";" 7.251921";" 2.152183";" 7.290776";"10.777769";" 8.560628";" 9.131603";" 6.979412";" 5.503198";"15.714622";" 4.257708";"10.450760";"14.870703";" 5.580004";" 7.319743";" 7.499234";" 9.889919";" 4.728739";"15.612975"
"10am";"22.512398";"20.678701";" 8.780466";"25.755706";"12.662784";" 5.576529";"13.245624";"12.340235";"16.186447";"10.540832";"18.035972";" 6.776000";" 7.985673";" 6.042704";" 6.200078";"11.035881";" 4.951226";" 6.216432";"11.790102";" 5.422862";" 7.199993";" 5.844186";"15.085415";" 5.802405";" 2.187440";" 7.131397";"10.028663";" 8.576528";"10.139778";" 7.630414";" 5.305847";"16.180532";" 4.436658";"12.575237";"13.690490";" 6.372250";" 7.777126";" 7.189616";" 8.238267";" 4.115988";"16.377243"
"11am";"25.3179717";"17.2175774";"11.9044102";"24.5986535";"11.8490779";" 7.1600379";"11.3175256";"12.6802729";"17.0032618";" 9.1725013";"20.2424003";" 7.5518951";" 9.3794016";" 4.3141922";" 4.4359094";"11.0548290";" 3.7822614";" 6.4843301";"14.0948675";" 5.3236686";" 7.8434047";" 5.8896956";"13.4750509";" 5.2209070";" 0.8166001";" 7.9289088";" 9.8748226";" 5.4578010";" 8.3007137";" 8.1340015";" 7.0283008";"14.2856153";" 4.1080949";"13.5033326";"10.9256612";" 5.6247684";"10.0251357";" 7.0677850";" 6.0838585";" 4.2361161";"15.5740057"
