"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878"
"max";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53"
"4am";"1307.675";" 619.865";"1032.366";"1937.503";"1371.935";"3062.223";"1845.653";"2053.307";" 834.545";"1050.185";"1635.683";" 959.549";"1609.259";" 963.716";"1731.036";" 581.871";" 571.826";"1572.742";"1373.987"
"5am";"1307.675";" 619.865";" 981.077";"1937.503";"1336.854";"3097.304";"1845.653";"2053.307";" 834.545";"1101.026";"1516.342";" 913.311";"1609.259";" 963.716";"1731.036";" 633.160";" 520.985";"1572.742";"1331.147"
"6am";"1345.285";" 619.865";" 981.077";"1838.792";"1334.607";"3102.917";"1845.653";"2093.596";" 872.473";"1070.634";"1516.342";" 913.311";"1609.259";" 963.716";"1652.855";" 665.439";" 520.985";"1572.742";"1328.909"
"7am";"2041.212";" 448.193";"1248.591";"1297.821";"1459.531";"4100.743";"1700.427";"1184.873";" 855.633";" 879.357";"1167.885";" 829.640";"1202.677";" 818.691";"1321.351";" 538.315";"1109.951";"1102.755";"1049.725"
"8am";"2854.694";" 319.514";" 909.728";"1057.480";"1274.947";"4903.556";"1585.633";"1055.530";" 676.422";"1036.686";" 994.205";" 497.213";"1346.657";" 747.243";" 804.270";" 512.548";"1054.804";" 828.063";"1151.910"
"9am";"3005.989";" 400.565";" 980.134";"1415.727";"1143.728";"4874.889";"1554.050";"1267.988";" 485.084";" 892.813";" 901.003";" 506.051";"1204.029";" 587.002";" 777.686";" 501.635";"1017.689";" 705.012";"1182.511"
"10am";"2977.098";" 411.805";" 970.902";"1161.781";"1177.669";"4820.158";"1480.193";"1328.282";" 489.290";" 864.201";"1110.812";" 462.333";"1385.087";" 587.002";" 785.275";" 596.249";" 913.357";" 730.459";"1292.274"
"11am";"2908.352";" 285.379";"1003.446";"1215.418";"1051.700";"4739.121";"1280.119";"1358.450";" 486.092";" 829.892";"1120.782";" 507.066";"1238.930";" 747.243";" 701.304";" 560.676";" 995.956";" 819.187";"1286.401"
"12am";"2682.884";" 507.893";"1165.384";"1259.529";"1083.184";"4013.570";"1703.374";"2101.392";" 549.879";" 949.820";"1183.649";" 732.089";"1228.003";" 512.848";" 801.867";" 490.661";" 206.878";" 982.636";"1182.113"
"1pm";"2631.104";" 342.676";" 919.401";" 919.548";" 976.139";"4761.307";"1465.894";"1018.246";" 580.455";" 897.800";"1074.319";" 555.772";"1646.197";" 695.875";" 831.993";" 552.205";" 995.971";" 698.437";"1516.800"
"2pm";"2651.777";" 348.202";" 647.633";"1297.326";" 936.809";"4709.763";"1140.012";"1104.188";" 503.541";" 883.560";"1272.273";" 427.570";"1302.721";" 678.883";" 919.497";" 832.608";"1113.803";" 796.205";"1536.102"
"3pm";"2848.483";" 338.637";" 735.593";"1331.014";" 975.193";"5085.552";"1173.498";"1136.467";" 465.630";" 801.867";" 973.764";" 497.730";"1407.239";" 748.380";" 791.704";" 829.797";"1077.582";" 554.223";"1424.798"
"4pm";"2706.552";" 288.293";" 574.059";"1101.676";"1189.937";"4748.826";"1167.574";"1162.929";" 708.629";" 946.652";" 969.113";" 528.493";"1548.361";" 874.649";" 898.894";" 751.725";"1097.376";" 634.549";"1499.411"
"5pm";"2009.834";" 327.706";" 462.852";"1434.302";"1110.240";"3832.521";"1502.291";"1153.636";" 633.433";" 776.180";"1199.267";" 641.317";"2010.787";" 932.332";"1145.893";" 959.072";"1057.697";" 927.147";"1543.953"
"6pm";"1194.285";" 549.452";" 837.947";"2053.733";"1266.177";"3129.884";"1580.036";"1938.803";" 828.212";" 927.702";"1171.136";" 874.674";"2022.210";" 974.863";"1297.559";" 917.101";" 305.168";"1173.112";"1428.886"
"7pm";"1222.386";" 552.858";" 985.338";"1865.758";"1547.932";"2973.547";"1844.577";"2058.512";" 859.135";" 852.261";"1172.929";" 795.559";"1555.862";"1022.058";"1659.966";" 845.420";" 347.810";"1435.102";"1414.890"
"8pm";"1324.847";" 673.376";" 939.939";"1658.837";"1645.190";"3774.164";"1783.183";"1737.978";" 926.471";"1246.688";"1314.642";" 879.201";"1301.359";" 898.712";"1611.387";" 690.490";" 545.178";"1414.220";"1348.608"
"9pm";"1326.731";" 614.675";" 939.939";"1658.519";"1570.189";"3547.529";"1799.440";"1904.726";" 883.930";"1350.110";"1432.345";" 740.767";"1362.417";"1002.467";"1687.370";" 664.485";" 572.461";"1438.522";"1367.850"
"10pm";"1533.655";" 611.189";"1010.527";"1762.418";"1565.697";"3090.087";"1889.192";"1985.566";" 834.545";"1304.245";"1549.395";" 959.549";"1248.956";" 996.293";"1788.159";" 581.871";" 610.593";"1500.127";"1359.499"
"11pm";"1522.967";" 619.865";"1044.354";"1876.229";"1497.929";"3014.783";"1912.226";"2053.307";" 834.545";"1258.192";"1595.448";" 959.549";"1258.302";"1035.786";"1788.159";" 581.871";" 610.593";"1559.185";"1306.202"
"12pm";"1522.967";" 619.865";"1081.503";"1876.229";"1497.929";"3069.263";"1912.226";"2053.307";" 834.545";"1096.531";"1595.448";" 959.549";"1430.498";"1035.786";"1788.159";" 581.871";" 610.593";"1559.185";"1326.945"
"1am";"1407.388";" 619.865";"1081.503";"1876.229";"1497.929";"3069.263";"1912.226";"2053.307";" 834.545";"1096.531";"1595.448";" 959.549";"1609.259";"1035.786";"1797.347";" 581.871";" 610.593";"1559.185";"1326.945"
"2am";"1348.368";" 619.865";"1081.503";"1876.229";"1497.929";"3128.283";"1912.226";"2053.307";" 834.545";"1096.531";"1634.199";" 959.549";"1609.259";" 997.035";"1797.347";" 581.871";" 610.593";"1559.185";"1326.945"
"3am";"1386.881";" 619.865";"1081.503";"1876.229";"1497.929";"3089.770";"1912.226";"2053.307";" 834.545";"1096.531";"1634.199";" 959.549";"1609.259";" 997.035";"1797.347";" 581.871";" 610.593";"1559.185";"1326.945"
