"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601"
"4am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"5am";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";"75.46977";" 0.00000";" 0.00000";" 0.00000";"26.29508";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000"
"6am";"  0.00000";"  0.00000";"128.46346";" 81.06646";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";" 74.09526";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"7am";"93.65298";" 0.00000";"22.17819";" 0.00000";" 0.00000";" 0.00000";" 0.00000";"60.05686";" 0.00000";" 0.00000";" 0.00000";"13.73125";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";" 0.00000";"51.53564";" 0.00000";" 0.00000";" 0.00000";" 0.00000"
"8am";" 44.22266";" 37.04763";" 81.51653";"112.77554";"169.38180";"174.16637";"101.98847";"230.21773";" 54.00082";" 55.65447";"153.45110";"  0.00000";"226.33061";" 60.84226";"144.06505";"  0.00000";"472.73249";"150.89798";"  0.00000";"  0.00000";"  0.00000";"  0.00000";" 16.31880";"  0.00000";"  0.00000";"  0.00000";"  0.00000";" 35.75789"
"9am";"656.63674";"180.68805";" 90.32289";"597.37777";"126.85889";"490.89380";"488.53358";"421.82845";"174.40766";"  0.00000";"111.30894";"194.90630";"417.15999";"160.47428";"420.35505";"234.02874";"942.08196";" 74.72022";"127.55005";"  0.00000";" 51.92173";"  0.00000";" 34.33659";" 38.06028";"  0.00000";"  0.00000";"  0.00000";"150.05151"
"10am";"1014.85761";" 111.73117";" 249.53312";" 590.15449";" 110.44009";" 309.96356";" 300.10951";" 822.72979";" 293.38069";"  56.04617";" 706.92970";" 223.22789";" 225.16856";" 269.82802";" 698.30708";" 239.82010";" 651.93570";"   0.00000";"   0.00000";"  84.60403";" 124.82086";"   0.00000";"  12.04356";" 141.05075";"  61.60870";"  15.07630";"   0.00000";" 116.43745"
"11am";"587.99828";" 82.64435";"116.92957";"717.67412";"  0.00000";"292.65091";" 36.19573";"407.46137";"255.14273";"  0.00000";"445.14498";"234.21943";" 57.25215";"552.55275";"233.53254";"209.56106";"463.66845";" 67.98424";" 87.28593";" 35.64690";" 54.84720";" 21.15916";"  0.00000";"177.86419";" 43.30309";"  0.00000";"  0.00000";"  0.00000"
