"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657";"65.583123293657"
"4am";"57.75084";"50.34400";"49.09856";"50.47914";"45.29352";"32.20566";"39.85469";"28.81258";"32.51557";"39.03761";"40.29215";"36.33448";"38.74494";"33.66317";"44.80500";"32.68592";"28.04519";"41.53979"
"5am";"56.15726";"50.34400";"49.38775";"50.60322";"45.78541";"32.20887";"40.06544";"28.56035";"32.71301";"38.86220";"40.82468";"35.70341";"38.74494";"33.56298";"45.51650";"32.67295";"28.20863";"40.91399"
"6am";"56.74017";"49.34838";"48.87373";"50.84862";"46.59902";"33.27701";"40.36615";"28.59676";"33.11536";"40.07602";"41.67521";"36.11808";"38.92373";"29.70375";"46.76249";"31.04091";"28.61747";"41.99589"
"7am";"55.72618";"48.45120";"48.57046";"48.57332";"41.32921";"32.29002";"33.07507";"32.96373";"34.80697";"34.68637";"33.65047";"36.91577";"37.39866";"28.16084";"47.02372";"33.83588";"26.36355";"34.54383"
"8am";"52.00698";"49.00579";"50.80473";"46.46337";"31.68020";"39.95557";"32.77813";"30.77155";"42.16480";"31.56743";"34.68371";"38.73477";"33.66634";"33.72361";"37.18692";"31.80425";"21.89074";"28.84403"
"9am";"50.71755";"45.06316";"50.60142";"48.83323";"26.85389";"39.57394";"33.30115";"30.11542";"41.95897";"30.83447";"37.27141";"39.82643";"31.02830";"37.48636";"36.43021";"31.64149";"23.42823";"25.09149"
"10am";"50.00446";"46.63238";"49.44446";"44.51406";"27.13579";"42.37800";"34.53903";"32.00192";"39.39741";"29.96795";"38.66693";"38.05513";"32.29077";"38.37406";"39.56010";"27.80896";"26.77640";"21.57048"
"11am";"51.56021";"47.69626";"50.12540";"44.16875";"24.97853";"35.81821";"31.96634";"36.66931";"42.72337";"30.89515";"38.05547";"39.57217";"32.78661";"36.21890";"35.60333";"33.10612";"24.66189";"27.23656"
"12am";"56.48952";"44.85625";"48.11515";"47.84456";"35.94677";"32.94918";"34.35952";"34.58286";"40.45503";"32.21061";"33.35609";"38.28206";"36.82328";"31.34370";"36.70473";"32.30026";"25.82243";"35.39018"
"1pm";"54.38497";"45.78597";"50.76247";"46.76279";"32.50085";"38.05782";"35.37961";"34.14216";"42.29254";"33.14085";"31.48674";"37.47682";"32.68435";"30.95030";"40.21328";"36.44752";"23.86904";"31.02577"
"2pm";"52.89659";"46.96594";"50.30850";"46.02430";"36.16355";"38.01865";"34.97912";"34.80009";"43.00957";"32.90018";"30.67320";"35.79751";"33.58898";"31.45453";"42.30290";"36.61897";"26.34510";"32.92342"
"3pm";"52.57690";"47.76509";"49.00127";"50.37336";"36.37707";"40.16334";"33.62558";"29.97022";"42.49949";"29.79140";"39.03605";"37.81472";"32.75282";"31.33315";"39.30460";"32.97374";"28.56636";"31.75535"
"4pm";"53.42584";"44.46408";"50.85077";"47.52444";"41.32447";"39.03079";"33.15372";"27.65561";"42.77994";"30.11225";"36.46802";"36.38375";"34.38358";"31.50667";"37.94614";"32.46746";"29.14559";"32.26362"
"5pm";"52.11723";"47.01194";"51.00722";"48.20673";"42.59841";"31.46341";"35.10710";"30.78227";"36.14717";"37.42814";"41.44244";"35.02215";"38.87074";"29.57649";"42.40365";"31.40022";"30.63856";"37.51375"
"6pm";"56.97084";"50.20031";"51.62953";"48.26429";"46.03542";"28.38079";"37.56030";"30.80766";"30.93030";"38.61096";"38.10668";"36.02222";"38.80710";"35.25540";"41.15575";"30.90382";"27.78013";"39.34919"
"7pm";"55.91337";"48.24781";"49.28820";"50.89895";"48.34246";"30.96210";"36.58955";"28.82273";"34.05191";"41.25052";"38.03170";"35.62441";"39.08714";"32.79340";"40.05384";"32.90774";"30.94136";"40.76908"
"8pm";"54.22218";"48.07158";"49.91483";"51.86096";"49.11296";"31.77190";"35.80376";"29.16937";"35.57784";"42.27875";"39.74393";"35.99971";"37.66165";"33.00683";"41.72518";"33.57678";"29.32601";"40.31543"
"9pm";"53.22215";"49.53723";"48.67567";"52.56499";"48.15777";"31.35202";"36.79424";"28.79677";"35.72466";"44.23195";"40.24336";"34.69607";"37.36854";"34.26018";"42.38118";"31.98395";"28.70825";"39.95722"
"10pm";"53.02282";"50.40733";"48.42933";"53.04393";"49.71589";"33.01847";"37.40696";"29.65641";"34.45494";"43.24428";"40.11509";"35.75358";"36.78534";"34.14436";"42.83780";"31.46156";"27.44415";"41.31547"
"11pm";"53.56168";"51.97867";"47.64959";"52.40699";"50.84962";"32.61721";"37.50384";"29.33619";"33.90142";"42.56683";"39.07307";"35.62424";"37.10623";"33.53152";"42.83780";"31.77126";"28.36361";"43.63156"
"12pm";"55.97891";"50.29786";"48.47304";"52.72214";"50.23767";"32.83476";"38.30536";"28.58690";"33.51683";"41.04736";"39.70257";"36.27256";"37.34117";"32.88504";"43.22259";"32.82045";"26.82650";"43.96331"
"1am";"56.49817";"50.29786";"48.47304";"52.72214";"51.11447";"32.73968";"38.30536";"28.69497";"33.35521";"41.04736";"39.70257";"36.27256";"38.28635";"32.88504";"43.60223";"32.48186";"26.82650";"42.47350"
"2am";"56.70789";"50.13666";"48.47304";"52.72214";"51.64475";"32.73968";"38.30536";"28.69497";"33.35521";"40.77833";"39.70257";"36.27256";"38.28635";"32.88504";"43.60223";"32.48186";"26.82650";"42.47350"
"3am";"56.70789";"50.13666";"48.47304";"52.72214";"50.98620";"32.73968";"38.30536";"28.69497";"33.35521";"40.97532";"39.70257";"36.27256";"38.28635";"32.88504";"43.93103";"32.48186";"26.82650";"42.47350"
