"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803";"0.475059382422803"
"max";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654";"73.8345864661654"
"4am";"29.572650";"23.941368";"32.954545";"19.094247";"26.582278";"15.548282";"14.578588";"17.091454";"32.936508";"52.791878";"12.435233";"17.333333";"14.896373";"15.295815";"15.198864";"14.628571";"12.518854";" 7.917384";"11.842105";"10.105581";" 9.925926";"10.526316";" 8.771930";" 8.269525";"10.654490";" 8.597285";" 8.346709";" 8.905109";"20.588235"
"5am";"29.541596";"23.832528";"33.001422";"19.070905";"27.287319";"15.754561";"14.528944";"17.168675";"33.557951";"52.711864";"12.436548";"17.315574";"14.838710";"15.418502";"15.406977";"14.662085";"12.730061";" 7.853403";"11.994609";"10.060976";" 9.985097";"10.746269";" 8.952959";" 8.137715";"10.835913";" 8.769231";" 8.346840";" 8.727811";"19.148936"
"6am";"28.951747";"24.342105";"32.998565";"18.626310";"28.477905";"16.637168";"14.000000";"17.469880";"34.965035";"51.738411";"11.428571";"16.043307";"15.657895";"16.275430";"16.536661";"14.957780";"13.149351";" 8.058608";"12.802276";" 9.570957";"10.651828";"11.483254";" 9.849750";" 8.020478";"11.183144";" 8.885299";" 8.285946";" 8.715596";"13.829787"
"7am";"28.060523";"21.812081";"31.164902";"17.348066";"38.396624";"16.506718";"12.346939";"19.910847";"35.457516";"49.192364";" 9.944751";"12.883436";"16.273292";"14.738806";"15.492958";"13.193403";"10.953347";" 7.045455";"10.442478";" 7.707510";" 8.415842";"10.188679";" 7.604563";" 7.400000";" 7.678245";" 8.118081";" 6.448980";" 5.689655";"12.180451"
"8am";"27.052632";"16.695958";"26.774194";"17.287785";"49.838188";"15.492958";" 8.293153";"22.349570";"32.374101";"53.622362";" 8.245446";" 9.556314";"17.640321";"10.565111";"11.868687";"10.256410";" 5.392157";" 2.521008";" 7.625272";" 6.067416";" 7.603306";" 7.741935";" 7.056452";" 4.477612";" 6.300813";" 5.908096";" 6.557377";" 4.024145";"12.619048"
"9am";"26.380368";"16.240876";"26.262626";"17.131063";"51.362683";"15.020576";" 7.850467";"23.295455";"31.992337";"54.462366";" 7.652174";" 8.571429";"17.853231";"10.182768";"11.171662";" 9.424084";" 5.037783";" 2.601156";" 6.833713";" 6.112469";" 7.679466";" 7.500000";" 7.070707";" 4.444444";" 6.105263";" 5.714286";" 6.095679";" 4.000000";"11.822126"
"10am";"26.524390";"15.523466";"25.684932";"17.400419";"51.970954";"15.352697";" 7.648725";"24.819625";"32.079208";"55.382967";" 7.290804";" 8.135593";"17.409766";" 9.844560";"11.581921";" 9.498208";" 4.580153";" 2.719033";" 6.590909";" 6.403941";" 7.809847";" 7.906977";" 7.392197";" 4.205607";" 5.907173";" 5.633803";" 6.288820";" 4.068522";"11.413613"
"11am";"26.175869";"16.216216";"25.252525";"17.827004";"51.886792";"14.915966";" 8.317215";"23.748212";"33.460803";"55.078762";" 7.455429";" 8.026756";"17.219251";"10.714286";"11.714286";" 8.743169";" 4.370180";" 2.932551";" 7.798165";" 5.839416";" 7.615894";" 7.900677";" 7.258065";" 4.408353";" 5.809129";" 5.854801";" 6.338028";" 4.228330";"10.961737"
