"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"001","4am",594.53314,892.4025,2432.323,5488.965,5167.1452
"002","4am",675.11562,1594.2115,4454.897,3460.645,6294.9589
"003","4am",1286.28945,986.7435,2096.49,3917.192,4122.2981
"004","4am",491.71955,1310.1309,2196.299,3678.105,1439.3675
"005","4am",0,2718.8657,4182.148,2833.418,605.1013
"006","4am",231.1622,1829.3453,1117.306,2268.598,951.5609
"007","4am",680.61716,1089.184,2366.125,1078.79,692.9789
"008","4am",1552.2996,1082.7373,5838.418,3568.537,4077.6805
"009","4am",1164.01677,876.8358,4517.197,4246.625,2931.0303
"010","4am",1468.13278,3184.2844,5987.206,2899.628,1115.1501
"011","4am",1025.31316,1340.4761,5648.087,1997.732,1694.8994
"012","4am",638.96672,892.6572,4399.683,1900.992,1363.861
"021","4am",0,317.0598,2585.693,2229.295,1673.77
"022","4am",48.30652,380.2801,2569.063,2452.526,1674.7672
"023","4am",1103.5043,1289.9333,3755.755,2992.566,3623.0048
"024","4am",323.25326,532.933,4154.97,3395.874,4437.6758
"025","4am",372.30382,300.8211,4108.972,1894.274,1502.4364
"026","4am",178.60543,940.4522,2547.227,1507.588,630.1489
"027","4am",0,1000.2447,2771.745,1108.116,708.7606
"028","4am",306.42097,1116.0989,4166.743,1896.943,1988.2512
"029","4am",75.42119,1924.8955,5849.995,1419.16,1110.8282
"030","4am",237.14849,960.9796,2731.475,1344.249,1077.6933
"031","4am",1064.42434,1925.6897,6410.141,1938.657,2086.1554
"032","4am",380.99618,1451.3853,4351.9,1477.641,879.7965
"033","4am",274.57141,1536.5684,1119.789,2162.669,180.6664
"034","4am",123.1414,1474.7807,1260.133,1960.24,780.766
"035","4am",499.11712,1384.3002,1840.076,1442.615,544.0169
"036","4am",479.176,4739.1207,7576.54,7229.836,1551.3627
"037","4am",154.24833,894.3001,1649.17,3093.365,1771.8387
"038","4am",300.60946,1488.2745,2039.89,3056.394,847.1631
"041","4am",165.3983,689.3721,1197.181,1912.497,746.4551
"042","4am",551.99875,1851.958,2652.075,3054.229,1707.9915
"043","4am",199.022,1170.842,3579.973,2778.188,1363.2364
"044","4am",0,1244.5292,2254.301,1722.551,715.2079
"045","4am",0,692.5524,1699.295,1566.62,1269.3021
"046","4am",343.9151,3020.7159,4126.627,4421.766,852.4691
"047","4am",95.37907,2384.0401,5484.6,4648.202,1211.3132
"048","4am",159.61157,5679.5662,4785.604,3905.792,753.7452
"049","4am",114.7229,4673.5378,3210.283,5139.317,1895.542
"050","4am",63.48058,2679.3187,2667.61,5155.784,1780.6518
