"district","hour","act1","act2","act3","act4","act5"
"001","4am",99.1799,0.4291087,0,0,0.3909921
"002","4am",97.35512,1.877445,0,0,0.7674354
"003","4am",98.75773,0.2704716,0,0,0.9718005
"004","4am",96.21938,2.2535385,0.6932046,0,0.8338721
"005","4am",99.01264,0.3770066,0,0,0.6103536
"006","4am",96.07109,0.7204505,0,0,3.2084613
"007","4am",98.97063,1.0293706,0,0,0
"008","4am",97.84211,1.7742632,0,0,0
"009","4am",98.20595,1.7940529,0,0,0
"010","4am",97.56452,2.4354761,0,0,0
"011","4am",99.30039,0.3368718,0,0,0.3627426
"012","4am",98.40715,0,0,0,1.5928515
"021","4am",97.60896,1.5386243,0,0,0.8524189
"022","4am",97.85139,0,0,0,2.1486061
"023","4am",98.82768,1.1723175,0,0,0
"024","4am",95.07526,4.9247395,0,0,0
"025","4am",92.99346,4.2585733,0,0,2.7479689
"026","4am",99.45113,0.5488678,0,0,0
"027","4am",100,0,0,0,0
"028","4am",98.59072,1.4092792,0,0,0
"029","4am",98.31587,1.6841324,0,0,0
"030","4am",90.64497,9.3550254,0,0,0
"031","4am",98.81261,1.1873943,0,0,0
"032","4am",94.66546,5.3345376,0,0,0
"033","4am",99.41713,0.5828651,0,0,0
"034","4am",96.15244,3.8475577,0,0,0
"035","4am",98.35651,1.6434919,0,0,0
"036","4am",96.57248,3.4275238,0,0,0
"037","4am",97.61285,2.3871501,0,0,0
"038","4am",100,0,0,0,0
"041","4am",97.25953,2.7404688,0,0,0
"042","4am",99.00578,0,0,0,0.9942201
"043","4am",100,0,0,0,0
"044","4am",96.95833,0,0,0,3.0416667
"045","4am",98.02553,1.9744703,0,0,0
"046","4am",99.07956,0.9204369,0,0,0
"047","4am",92.35506,7.6449401,0,0,0
"048","4am",93.74583,5.978796,0,0,0.2753785
"049","4am",95.46092,4.5390793,0,0,0
"050","4am",94.70358,4.4951293,0,0,0.8012947
"051","4am",100,0,0,0,0
"052","4am",98.09497,1.905027,0,0,0
"053","4am",97.84615,2.1538509,0,0,0
"054","4am",92.94799,7.0520113,0,0,0
"055","4am",98.14352,1.856476,0,0,0
"056","4am",100,0,0,0,0
"057","4am",97.0485,2.6693979,0,0,0.2821006
"058","4am",93.64655,3.9123647,0,0,1.2966478
"059","4am",98.41606,1.5839377,0,0,0
"060","4am",97.89494,2.1050583,0,0,0
"061","4am",97.69433,2.3056665,0,0,0
"062","4am",97.74651,1.876935,0,0,0.3765587
"063","4am",98.76331,1.2366931,0,0,0
"064","4am",97.3673,2.4465519,0,0,0.1861497
"065","4am",96.09391,3.2972343,0,0,0.6088586
"066","4am",98.83107,1.1689339,0,0,0
"067","4am",99.00919,0.9908117,0,0,0
"068","4am",100,0,0,0,0
"069","4am",96.42058,3.57942,0,0,0
"070","4am",100,0,0,0,0
"071","4am",98.1856,1.8143982,0,0,0
"072","4am",100,0,0,0,0
"073","4am",93.33062,6.4390789,0,0,0.2302964
"074","4am",96.03307,2.6557787,0,0,1.3111508
"075","4am",94.77418,2.3589361,0,0,2.8668802
"081","4am",98.59507,1.4049314,0,0,0
"082","4am",97.80475,1.5428927,0,0,0.6523542
"083","4am",100,0,0,0,0
"001","5am",99.1754,0.4314653,0,0,0.3931394
"002","5am",96.48085,2.7516465,0,0,0.7675053
"003","5am",98.75773,0.2704716,0,0,0.9718005
"004","5am",95.54742,2.9361649,0.6883635,0,0.8280486
"005","5am",98.1478,1.2436395,0,0,0.6085633
"006","5am",96.05467,0.7234619,0,0,3.221872
"007","5am",98.93723,1.0627702,0,0,0
"008","5am",97.2365,2.4496974,0,0,0.3138064
"009","5am",98.19365,1.8063466,0,0,0
"010","5am",97.48785,2.5121489,0,0,0
"011","5am",98.32388,1.3072228,0,0,0.3689004
"012","5am",97.80838,0.5987685,0,0,1.5928515
"021","5am",89.6343,9.582921,0,0,0.7827762
"022","5am",97.81844,0,0,0,2.1815595
"023","5am",98.81092,1.1890768,0,0,0
"024","5am",92.87749,7.1225076,0,0,0
"025","5am",93.90353,3.3511046,0,0,2.7453623
"026","5am",96.69928,3.3007223,0,0,0
"027","5am",100,0,0,0,0
"028","5am",97.06926,2.930737,0,0,0
"029","5am",95.88763,4.1123668,0,0,0
"030","5am",81.69202,18.3079812,0,0,0
"031","5am",98.64005,1.359949,0,0,0
"032","5am",92.18694,7.8130606,0,0,0
"033","5am",98.55587,0.5954366,0,0,0.8486935
"034","5am",95.76211,4.2378872,0,0,0
"035","5am",98.35651,1.6434919,0,0,0
"036","5am",94.2469,5.7531006,0,0,0
"037","5am",97.5968,2.4031981,0,0,0
"038","5am",100,0,0,0,0
"041","5am",92.45701,7.542992,0,0,0
"042","5am",99.00578,0,0,0,0.9942201
"043","5am",97.69395,1.4520719,0,0,0.8539783
"044","5am",96.88576,0,0,0,3.1142439
"045","5am",91.72618,8.2738238,0,0,0
"046","5am",98.74789,1.2521077,0,0,0
"047","5am",90.92137,9.0786267,0,0,0
"048","5am",91.60475,8.1127065,0,0,0.2825462
"049","5am",88.48857,11.511428,0,0,0
"050","5am",92.4439,6.762467,0,0,0.7936348
"051","5am",100,0,0,0,0
"052","5am",97.18116,2.8188416,0,0,0
"053","5am",98.08674,1.9132616,0,0,0
"054","5am",91.36158,8.638419,0,0,0
"055","5am",97.49258,2.5074152,0,0,0
"056","5am",99.55774,0.442264,0,0,0
"057","5am",95.87636,2.7816761,1.047997,0,0.2939661
"058","5am",94.73068,3.9576576,0,0,1.3116589
"059","5am",95.3268,4.6731979,0,0,0
"060","5am",98.60032,1.3996788,0,0,0
"061","5am",97.9425,2.0575024,0,0,0
"062","5am",92.85658,6.768562,0,0,0.3748532
"063","5am",95.15534,4.8446566,0,0,0
"064","5am",95.90714,3.9095002,0,0,0.1833581
"065","5am",93.36769,5.0328458,0,0,1.5994618
"066","5am",98.82651,1.1734912,0,0,0
"067","5am",98.48795,1.5120483,0,0,0
"068","5am",100,0,0,0,0
"069","5am",95.67955,4.3204494,0,0,0
"070","5am",97.43617,2.5638272,0,0,0
"071","5am",97.31697,2.683034,0,0,0
"072","5am",100,0,0,0,0
"073","5am",90.39721,9.3730697,0,0,0.2297216
"074","5am",94.19239,2.6359288,0,0,1.301351
"075","5am",93.42499,3.6356983,0,0,2.9393072
"081","5am",98.57301,1.4269891,0,0,0
"082","5am",97.19515,2.1565648,0,0,0.6482881
"083","5am",100,0,0,0,0
"001","6am",97.92879,1.6587836,0,0,0.4124285
"002","6am",87.38773,11.9156404,0,0,0.6966269
"003","6am",96.64982,2.3610045,0,0,0.9891779
"004","6am",88.31295,9.1783924,0.6819077,1.006468,0.8202829
"005","6am",94.91794,4.4745572,0,0,0.6075018
"006","6am",93.52863,3.218878,0,0,3.2524955
"007","6am",98.89267,1.1073289,0,0,0
"008","6am",93.44438,5.2325385,0,0,0.312944
"009","6am",96.91748,3.0825185,0,0,0
"010","6am",96.13161,3.8683919,0,0,0
"011","6am",96.57573,3.0581725,0,0,0.3660965
"012","6am",97.25185,1.1517081,0,0,1.5964398
"021","6am",87.62041,11.6008702,0,0,0.7787166
"022","6am",94.99538,2.7355018,0,0,2.2691206
"023","6am",98.35426,1.6457398,0,0,0
"024","6am",86.25649,12.2266866,0.7900571,0,0.726768
"025","6am",87.96665,9.4384971,0,0,2.5948546
"026","6am",91.99719,8.0028134,0,0,0
"027","6am",99.14874,0,0,0,0
"028","6am",94.80783,5.192174,0,0,0
"029","6am",93.8192,6.1807957,0,0,0
"030","6am",72.10371,27.3063083,0,0,0
"031","6am",93.95865,6.0413541,0,0,0
"032","6am",87.75909,12.2409119,0,0,0
"033","6am",98.12332,1.8766769,0,0,0
"034","6am",91.42305,8.5769491,0,0,0
"035","6am",97.09265,2.9073541,0,0,0
"036","6am",93.21647,6.4122979,0,0,0.371231
"037","6am",97.41938,2.5806185,0,0,0
"038","6am",97.08533,2.9146651,0,0,0
"041","6am",89.42337,7.7071601,0,1.980661,0.8888059
"042","6am",96.85965,2.1425776,0,0,0.9977774
"043","6am",95.03282,1.9871145,0,1.21357,1.7664939
"044","6am",96.17564,0.518295,0,0,3.3060614
"045","6am",91.45686,8.543137,0,0,0
"046","6am",98.69901,1.3009884,0,0,0
"047","6am",87.56215,12.4378487,0,0,0
"048","6am",89.85188,9.8527813,0,0,0.2953402
"049","6am",85.33351,14.6664905,0,0,0
"050","6am",93.22126,5.9634301,0,0,0.8153079
"051","6am",99.18054,0,0.819459,0,0
"052","6am",97.11136,2.8886434,0,0,0
"053","6am",95.30142,3.5177229,0,0,1.1808607
"054","6am",85.69652,14.3034811,0,0,0
"055","6am",93.80125,6.1987542,0,0,0
"056","6am",98.41763,1.5823672,0,0,0
"057","6am",93.0912,4.910761,1.115767,0,0.3129758
"058","6am",93.78675,4.8399569,0,0,1.3732907
"059","6am",94.33876,5.6612429,0,0,0
"060","6am",94.24753,3.951677,0,0,1.800793
"061","6am",97.03003,2.969969,0,0,0
"062","6am",91.34214,8.2723639,0,0,0.3854985
"063","6am",88.87594,11.124064,0,0,0
"064","6am",94.46843,5.3448469,0,0,0.1867254
"065","6am",92.0727,6.9848337,0,0,0.9424616
"066","6am",96.82852,3.1714783,0,0,0
"067","6am",98.41886,1.58114,0,0,0
"068","6am",98.24141,0.5544363,0,0,0
"069","6am",94.22365,5.7763541,0,0,0
"070","6am",95.00405,4.9959549,0,0,0
"071","6am",96.27122,3.7287777,0,0,0
"072","6am",98.94925,0.5584384,0,0,0.4923111
