"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",372.46611,807.5184,2412.364,4477.3131,5832.1134
"002","4am",540.60742,1225.5581,4157.436,3145.2157,6591.4596
"003","4am",1188.4781,652.9293,1859.677,4261.0283,3860.2894
"004","4am",303.3233,1076.2539,2098.78,3214.7386,1718.7077
"005","4am",0,2324.8011,3941.905,2617.8747,873.1514
"006","4am",0,1292.6661,950.162,2092.2706,1219.2429
"007","4am",432.89641,901.1864,2514.508,986.5023,785.2664
"008","4am",1252.6935,954.1607,5160.413,3396.4713,4022.1361
"009","4am",698.0929,704.9946,3853.505,3700.1432,3393.7196
"010","4am",739.34355,3286.8892,5317.804,2388.6042,1757.9686
"011","4am",327.41275,1003.6346,5165.232,2516.3161,1779.5614
"012","4am",325.89811,1021.2815,3935.212,1973.299,1365.3527
"021","4am",0,266.6153,2075.587,1832.8367,2042.5595
"022","4am",48.30652,380.2801,2128.791,2035.399,2248.826
"023","4am",301.1345,695.2319,3339.32,2500.3407,4403.5136
"024","4am",162.10542,532.933,3000.119,2886.7018,5058.0673
"025","4am",232.22877,272.6494,3301.212,1947.4186,1569.5986
"026","4am",95.2851,671.9936,2273.726,1702.9217,659.2661
"027","4am",0,729.8874,2359.78,1170.2904,921.145
"028","4am",84.69575,930.2275,3993.888,1655.5585,2170.2242
"029","4am",0,1448.1837,5164.92,1306.7115,1493.6202
"030","4am",197.85287,869.7536,1856.48,1442.7083,1413.6509
"031","4am",649.24223,1238.6434,5930.061,1704.2719,2403.7454
"032","4am",217.48667,1290.1438,4101.942,1457.1887,1033.4596
"033","4am",136.91285,892.948,1090.068,2106.0213,464.3756
"034","4am",95.03612,1123.3872,1264.682,1857.967,1190.1473
"035","4am",284.3119,1181.8734,1445.366,1530.8714,844.0494
"036","4am",213.7952,3253.8084,5800.294,8807.6492,1629.6594
"037","4am",154.24833,787.479,1475.918,2347.1255,2183.9267
"038","4am",39.46253,1082.1495,1806.922,2863.1384,1349.7564
"041","4am",58.2051,565.0836,1261.545,1622.4654,957.8973
"042","4am",362.26036,1740.8195,2346.031,2655.4198,1914.8943
"043","4am",199.022,959.1832,3136.253,2955.4812,1475.8018
"044","4am",0,1123.0498,1797.646,1479.0771,901.8854
"045","4am",0,643.9953,1473.812,1321.0082,1188.7428
"046","4am",161.7463,2608.2288,3943.308,4467.188,1050.4541
"047","4am",55.72934,1984.6396,5313.588,3679.3016,2209.3992
"048","4am",103.5116,5136.0287,4710.665,4065.6579,788.3154
"049","4am",114.7229,3959.0903,2845.522,5280.2968,1865.0401
"050","4am",63.48058,2408.56,2521.163,5101.1815,2017.2808
"051","4am",0,374.347,1123.151,1824.3324,957.9687
"052","4am",506.31135,4950.9319,5489.223,4306.1483,1939.595
"053","4am",129.2418,5744.8162,5070.071,7267.9203,2488.3489
"054","4am",370.68441,1485.4855,3096.085,1389.5068,806.8016
"055","4am",51.81597,1887.728,4731.225,3416.6313,1437.8204
"056","4am",195.3608,2495.5654,3577.169,4042.5048,981.7475
"057","4am",175.6647,3615.1686,5690.694,3354.59,2629.5677
"058","4am",241.0463,3005.4738,4130.92,3342.7497,2455.7876
"059","4am",0,3710.1394,5616.642,5577.8555,1282.7611
"060","4am",0,2911.1354,5424.088,4267.8922,1879.9141
"061","4am",85.81178,1508.5918,2920.024,2977.4334,1161.4884
"062","4am",463.66982,3237.7915,2854.265,4519.0305,1355.1821
"063","4am",303.02444,2647.8787,6124.416,5554.3253,3472.0309
"064","4am",598.75405,1718.376,5458.178,6734.5741,2307.4447
"065","4am",749.4186,4019.0512,7526.228,4981.3119,2519.0873
"066","4am",477.11034,2533.8273,2793.97,4208.2948,1388.9245
"067","4am",463.5166,3918.6335,4512.819,3858.3479,1787.3044
"068","4am",881.04151,3400.2932,4916.396,4279.5931,2146.0138
"069","4am",267.45061,1940.2867,1933.2,2465.6596,311.0244
"070","4am",40.29671,2426.9392,2665.384,3017.7354,250.9773
