"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209";"2184.57209"
"max";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217";"14730.43217"
"4am";" 4130.591";" 9180.122";" 9299.754";" 4995.542";" 8479.142";" 7997.159";" 4672.832";" 4713.602";" 7434.863";" 5443.275";" 5917.886";" 6781.093";" 2884.536";" 4071.853";" 3582.627";" 4227.530";" 4394.504";" 4806.917";" 3648.267";" 4642.880";" 7681.725";"10630.607";" 6330.580";" 9163.551";" 9934.491";" 7196.724";" 9388.039";" 6715.701";" 9524.655";"10953.489";"10050.228"
"5am";" 4116.130";" 8990.174";" 9304.823";" 4952.681";" 8313.954";" 7997.159";" 4756.524";" 4635.315";" 7249.126";" 5431.703";" 5756.594";" 6614.065";" 2820.672";" 4599.300";" 3619.001";" 4172.702";" 4428.043";" 4672.390";" 3986.771";" 5044.112";" 7440.280";"10624.065";" 6247.911";" 9230.761";" 9717.775";" 6953.459";" 9312.763";" 6566.388";" 9401.844";"10784.698";"10050.228"
"6am";" 4130.617";" 8621.845";" 9304.520";" 4846.157";" 8123.507";" 7913.451";" 4857.533";" 4607.910";" 7044.255";" 5254.901";" 5678.624";" 6376.271";" 2735.147";" 5011.759";" 3396.800";" 3971.091";" 4455.116";" 4442.854";" 4013.790";" 5157.400";" 6631.987";"10440.001";" 6057.818";" 9098.927";" 9250.319";" 6629.221";" 9033.764";" 6570.139";" 9232.065";"10517.711";" 9841.530"
"7am";" 3956.330";" 8666.450";"11121.847";" 5068.114";" 8616.450";" 5970.944";" 4371.487";" 4447.743";" 7417.599";" 5379.908";" 5655.739";" 6157.157";" 2573.821";" 7437.209";" 2973.814";" 3212.269";" 3884.149";" 3473.378";" 4342.675";" 6546.910";" 5506.421";" 9154.591";" 5485.169";" 8121.329";" 7650.170";" 5340.416";" 7298.187";" 6429.039";" 7943.936";" 9935.590";" 8860.787"
"8am";" 5124.768";" 8941.297";"12776.016";" 5257.610";" 7386.229";" 4894.620";" 4669.022";" 4752.340";" 6662.841";" 5387.490";" 5179.702";" 5767.374";" 2561.585";"10525.907";" 2826.748";" 2704.718";" 2930.917";" 3268.137";" 5125.431";" 9955.448";" 5032.017";" 8572.896";" 4904.155";" 7564.094";" 7234.604";" 4835.033";" 5957.401";" 6384.798";" 6643.735";" 8688.593";" 8600.636"
"9am";" 5889.630";" 9382.606";"13740.913";" 5410.749";" 7129.309";" 4390.185";" 4458.150";" 4617.028";" 6973.526";" 5357.544";" 5066.520";" 5396.481";" 2254.119";"11228.494";" 2863.260";" 2615.953";" 2695.650";" 2901.111";" 5063.984";"13210.220";" 4799.532";" 7733.181";" 4367.894";" 6940.941";" 6706.280";" 4221.572";" 4980.997";" 6478.882";" 5886.026";" 8865.287";" 8210.567"
"10am";" 6772.922";" 9281.988";"13471.372";" 5461.569";" 6867.343";" 4490.004";" 4601.147";" 4638.097";" 6433.004";" 4864.519";" 5142.606";" 5565.344";" 2366.555";"10883.440";" 2829.707";" 2520.081";" 2656.514";" 2899.058";" 5083.490";"14005.547";" 4566.164";" 8017.866";" 4211.189";" 6685.254";" 6134.355";" 4506.367";" 5080.826";" 6336.738";" 6238.027";" 8453.746";" 7931.360"
"11am";" 6081.678";" 9505.221";"12789.240";" 5302.706";" 6775.035";" 4582.300";" 4504.631";" 4430.435";" 7002.574";" 4931.675";" 5333.389";" 5838.366";" 2522.082";"10457.903";" 2309.390";" 2637.348";" 2903.316";" 3394.191";" 4668.099";"13060.869";" 4943.310";" 8240.237";" 4113.470";" 6898.034";" 6537.969";" 4342.875";" 5348.994";" 6483.286";" 6405.888";" 8659.930";" 7989.777"
