"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046"
"max";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954"
"4am";"57.47553";"35.13577";"45.48349";"55.52211";"52.29589";"62.31172";"53.39699";"58.07306";"58.03555";"63.45912";"58.95134";"56.46617";"51.97497";"46.12847";"54.68498";"51.56837";"58.73474";"56.93817";"54.42876"
"5am";"57.63193";"35.27987";"44.51277";"54.77142";"52.76641";"62.72591";"53.39699";"57.70077";"58.57426";"62.50844";"59.94811";"56.87114";"52.61004";"44.93227";"54.35219";"52.60214";"60.04999";"57.47944";"54.20752"
"6am";"57.13002";"35.61407";"46.26861";"55.40617";"53.28473";"62.24920";"52.96679";"59.01715";"58.00062";"62.00661";"59.94811";"56.63613";"49.88846";"49.81525";"55.62074";"51.99635";"59.80142";"57.74286";"54.36641"
"7am";"54.54297";"45.14351";"43.95016";"56.38500";"45.23988";"62.91752";"56.01812";"66.44664";"58.58388";"51.47203";"66.55286";"57.88301";"44.85609";"50.67963";"63.06161";"51.30142";"43.95267";"61.00154";"51.30143"
"8am";"54.99158";"45.64151";"45.60066";"55.63343";"46.75334";"64.11716";"58.61175";"66.14745";"60.05132";"44.71485";"67.16866";"56.42368";"42.18876";"50.32979";"57.15960";"48.99028";"39.05017";"55.31319";"59.97952"
"9am";"52.58382";"49.85664";"48.79104";"56.60682";"44.75425";"64.04950";"55.32092";"68.43482";"60.05481";"46.31611";"67.12618";"51.01959";"41.42826";"50.86829";"57.14189";"53.49072";"34.89366";"53.32132";"60.95190"
"10am";"52.81551";"46.20437";"49.59280";"57.39545";"44.56643";"63.98394";"54.26445";"68.70398";"60.63107";"47.83689";"65.99339";"53.49033";"41.70945";"52.21845";"59.59765";"54.17907";"32.20865";"51.52630";"61.81049"
"11am";"53.40779";"44.04588";"47.48707";"58.51730";"49.40697";"60.56222";"56.50507";"64.26526";"61.30739";"53.05269";"63.91210";"56.98868";"41.45962";"54.79482";"58.55332";"49.30333";"37.07617";"57.45971";"65.22482"
