"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744";"151.367744"
"max";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544";"4623.596544"
"4am";"1327.9079";"1795.7719";"1472.3953";"1265.9848";"1341.6686";" 949.4886";"1355.4293";"1252.2241";"1093.9760";"1451.7543";"1362.3097";"1018.2921";"1018.2921";"1018.2921";"1107.7367";"1279.7455";" 860.0440";"1272.8651";"1286.6258";"1011.4117";"1327.9079"
"5am";"1334.7883";"1788.8915";"1472.3953";"1272.8651";"1341.6686";" 942.6082";"1355.4293";"1252.2241";"1093.9760";"1451.7543";"1362.3097";"1011.4117";"1018.2921";"1018.2921";"1100.8563";"1279.7455";" 860.0440";"1279.7455";"1286.6258";"1004.5314";"1321.0276"
"6am";"1362.3097";"1795.7719";"1472.3953";"1252.2241";"1355.4293";" 935.7279";"1355.4293";"1252.2241";"1093.9760";"1444.8739";"1369.1900";" 990.7707";"1011.4117";"1004.5314";"1080.2153";"1272.8651";" 846.2833";"1259.1044";"1286.6258";" 983.8903";"1307.2669"
"7am";"1499.9167";"1795.7719";"1465.5150";"1197.1812";"1334.7883";" 956.3689";"1327.9079";"1217.8223";"1087.0956";"1417.3525";"1403.5918";" 956.3689";" 977.0100";" 990.7707";"1073.3349";"1245.3437";" 832.5226";"1245.3437";"1286.6258";" 970.1296";"1259.1044"
"8am";"1603.1220";"1905.8575";"1527.4381";"1128.3777";"1362.3097";" 970.1296";"1300.3865";"1142.1384";"1087.0956";"1417.3525";"1444.8739";" 928.8475";" 928.8475";"1052.6939";"1073.3349";"1238.4634";" 791.2405";"1210.9420";"1210.9420";" 928.8475";"1155.8991"
"9am";"1610.0024";"2050.3449";"1554.9596";"1073.3349";"1410.4722";" 956.3689";"1245.3437";"1128.3777";"1121.4974";"1403.5918";"1534.3185";" 873.8047";" 880.6851";"1100.8563";"1073.3349";"1162.7795";" 708.6763";"1231.5830";"1142.1384";" 853.1636";"1093.9760"
"10am";"1713.2076";"2077.8663";"1561.8399";"1128.3777";"1465.5150";" 825.6422";"1245.3437";"1190.3009";"1135.2581";"1334.7883";"1499.9167";" 894.4458";" 811.8815";"1121.4974";" 977.0100";"1107.7367";" 708.6763";"1128.3777";"1149.0188";" 839.4029";"1066.4546"
"11am";"1479.2757";"2119.1484";"1582.4810";"1135.2581";"1382.9508";" 866.9244";"1265.9848";"1224.7027";"1087.0956";"1293.5062";"1534.3185";" 908.2065";" 832.5226";"1135.2581";" 997.6510";"1100.8563";" 708.6763";"1169.6598";"1114.6170";" 866.9244";"1080.2153"
"12am";"1376.0704";"2057.2252";"1520.5578";"1197.1812";"1561.8399";" 839.4029";"1252.2241";"1224.7027";"1087.0956";"1341.6686";"1472.3953";" 866.9244";" 832.5226";"1066.4546";"1073.3349";"1066.4546";" 715.5566";"1169.6598";"1114.6170";" 887.5654";"1114.6170"
"1pm";"1437.9936";"2270.5162";"1678.8059";"1121.4974";"1520.5578";" 846.2833";"1080.2153";"1224.7027";"1190.3009";"1259.1044";"1417.3525";" 818.7619";" 839.4029";"1128.3777";"1107.7367";" 956.3689";" 701.7959";"1135.2581";"1025.1724";" 839.4029";"1059.5742"
"2pm";"1410.4722";"2139.7895";"1644.4041";"1059.5742";"1451.7543";" 873.8047";"1121.4974";"1231.5830";"1162.7795";"1327.9079";"1382.9508";" 825.6422";" 873.8047";"1142.1384";"1073.3349";"1004.5314";" 701.7959";"1149.0188";"1128.3777";" 805.0012";"1093.9760"
"3pm";"1431.1132";"1850.8147";"1561.8399";"1107.7367";"1472.3953";" 921.9672";"1224.7027";"1183.4205";"1162.7795";"1403.5918";"1272.8651";" 908.2065";" 949.4886";"1059.5742";"1018.2921";"1162.7795";" 722.4370";"1183.4205";"1190.3009";" 853.1636";"1087.0956"
"4pm";"1321.0276";"1788.8915";"1451.7543";"1176.5402";"1444.8739";" 963.2493";"1265.9848";"1162.7795";"1100.8563";"1396.7115";"1362.3097";" 977.0100";" 977.0100";"1038.9332";"1059.5742";"1183.4205";" 784.3601";"1197.1812";"1224.7027";" 901.3261";"1162.7795"
"5pm";"1334.7883";"1768.2505";"1410.4722";"1217.8223";"1437.9936";" 928.8475";"1321.0276";"1169.6598";"1032.0528";"1451.7543";"1437.9936";" 977.0100";" 963.2493";"1004.5314";"1059.5742";"1204.0616";" 805.0012";"1224.7027";"1217.8223";" 901.3261";"1197.1812"
"6pm";"1355.4293";"1720.0880";"1451.7543";"1204.0616";"1417.3525";" 921.9672";"1293.5062";"1210.9420";"1059.5742";"1451.7543";"1465.5150";" 956.3689";" 970.1296";" 997.6510";"1114.6170";"1224.7027";" 777.4798";"1197.1812";"1238.4634";" 908.2065";"1204.0616"
"7pm";"1362.3097";"1692.5666";"1437.9936";"1259.1044";"1396.7115";" 921.9672";"1286.6258";"1210.9420";"1135.2581";"1451.7543";"1479.2757";" 949.4886";" 963.2493";"1025.1724";"1121.4974";"1259.1044";" 818.7619";"1183.4205";"1238.4634";" 901.3261";"1197.1812"
"8pm";"1362.3097";"1658.1648";"1465.5150";"1286.6258";"1382.9508";" 915.0868";"1286.6258";"1231.5830";"1149.0188";"1451.7543";"1410.4722";" 963.2493";" 963.2493";"1032.0528";"1093.9760";"1265.9848";" 818.7619";"1176.5402";"1265.9848";" 894.4458";"1204.0616"
"9pm";"1279.7455";"1754.4898";"1486.1560";"1293.5062";"1355.4293";" 908.2065";"1321.0276";"1204.0616";"1087.0956";"1424.2329";"1403.5918";"1011.4117";" 977.0100";"1038.9332";"1087.0956";"1238.4634";" 832.5226";"1176.5402";"1272.8651";" 901.3261";"1252.2241"
"10pm";"1272.8651";"1747.6094";"1499.9167";"1279.7455";"1334.7883";" 942.6082";"1327.9079";"1210.9420";"1073.3349";"1437.9936";"1369.1900";"1025.1724";" 983.8903";"1038.9332";"1093.9760";"1265.9848";" 839.4029";"1162.7795";"1279.7455";" 921.9672";"1272.8651"
"11pm";"1265.9848";"1740.7291";"1506.7971";"1265.9848";"1341.6686";" 942.6082";"1348.5490";"1224.7027";"1073.3349";"1417.3525";"1369.1900";"1025.1724";" 997.6510";"1032.0528";"1107.7367";"1245.3437";" 839.4029";"1162.7795";"1279.7455";" 921.9672";"1293.5062"
"12pm";"1272.8651";"1754.4898";"1493.0364";"1265.9848";"1334.7883";" 942.6082";"1348.5490";"1224.7027";"1073.3349";"1417.3525";"1362.3097";"1025.1724";" 997.6510";"1032.0528";"1107.7367";"1252.2241";" 846.2833";"1162.7795";"1279.7455";" 921.9672";"1293.5062"
"1am";"1272.8651";"1754.4898";"1493.0364";"1265.9848";"1341.6686";" 942.6082";"1348.5490";"1224.7027";"1073.3349";"1417.3525";"1362.3097";"1025.1724";" 997.6510";"1032.0528";"1107.7367";"1245.3437";" 846.2833";"1162.7795";"1279.7455";" 921.9672";"1293.5062"
"2am";"1272.8651";"1747.6094";"1499.9167";"1265.9848";"1341.6686";" 942.6082";"1348.5490";"1224.7027";"1073.3349";"1417.3525";"1362.3097";"1025.1724";" 997.6510";"1032.0528";"1107.7367";"1245.3437";" 846.2833";"1162.7795";"1279.7455";" 921.9672";"1293.5062"
"3am";"1272.8651";"1747.6094";"1499.9167";"1265.9848";"1341.6686";" 942.6082";"1348.5490";"1224.7027";"1073.3349";"1417.3525";"1362.3097";"1025.1724";" 997.6510";"1032.0528";"1107.7367";"1245.3437";" 846.2833";"1162.7795";"1279.7455";" 921.9672";"1293.5062"
