"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432"
"4am";"3137.441";"2875.987";"2924.150";"3577.783";"2263.636";"3371.372";"3350.731";"3763.553";"3488.338";"2820.944";"3151.201";"3371.372";"1995.302";"3942.442";"3508.980";"3495.219";"2697.098";"3392.014";"3213.124";"3378.253";"2862.226"
"5am";"3178.723";"2903.509";"2931.030";"3584.663";"2277.397";"3419.535";"3247.526";"3736.031";"3502.099";"2800.303";"3096.158";"3336.971";"1905.858";"4100.690";"3433.296";"3467.697";"2573.252";"3364.492";"3192.483";"3268.167";"2738.380"
"6am";"3481.458";"3034.235";"3020.475";"3564.022";"2421.884";"3522.740";"3075.517";"3825.476";"3453.937";"2759.021";"2910.389";"3047.996";"1699.447";"4541.032";"3096.158";"3144.321";"2236.114";"3309.449";"3020.475";"2807.184";"2449.405"
"7am";"5531.803";"2875.987";"2869.107";"2965.432";"3330.090";"3550.262";"2683.337";"3309.449";"3784.194";"2986.073";"2951.671";"2304.918";"1307.267";"5311.632";"2394.362";"2642.055";"1671.926";"2999.833";"2614.534";"2387.482";"1802.652"
"8am";"6460.651";"3240.646";"3226.885";"2752.141";"3949.322";"3515.860";"2415.004";"2889.748";"4169.493";"3151.201";"3213.124";"1892.097";"1121.497";"5380.435";"2167.311";"2442.525";"1465.515";"2937.910";"2346.200";"2153.550";"1616.883"
"9am";"6673.9414";"3804.8347";"3440.1760";"2621.4141";"4155.7326";"3378.2528";"2242.9948";"2889.7478";"4320.8611";"3027.3549";"3412.6546";"1644.4041";" 990.7707";"5579.9655";"1981.5414";"2380.6018";"1272.8651";"2875.9871";"2146.6698";"1995.3021";"1458.6346"
"10am";"6708.3432";"4162.6130";"3440.1760";"2669.5766";"4148.8523";"3185.6030";"2242.9948";"2834.7050";"4162.6130";"3068.6370";"3392.0135";"1692.5666";" 921.9672";"5758.8546";"1926.4986";"2270.5162";"1183.4205";"2752.1408";"2201.7126";"1898.9772";"1327.9079"
"11am";"6329.9238";"4245.1772";"3495.2188";"2745.2604";"3928.6810";"3240.6458";"2256.7555";"3061.7566";"4080.0487";"2951.6710";"3460.8171";"1671.9255";" 949.4886";"5669.4100";"2064.1056";"2236.1144";"1155.8991";"2800.3033";"2270.5162";"2009.0628";"1410.4722"
"12am";"6144.1543";"4176.3737";"3330.0904";"2841.5854";"4018.1256";"3247.5261";"2339.3197";"3068.6370";"4025.0059";"3047.9959";"3467.6974";"1589.3613";" 921.9672";"5332.2728";"2181.0716";"2222.3537";"1238.4634";"2827.8247";"2242.9948";"2077.8663";"1389.8311"
"1pm";"6467.5309";"4369.0235";"3529.6206";"2683.3373";"3983.7238";"3385.1332";"2036.5842";"2896.6282";"4265.8182";"3027.3549";"3433.2956";"1582.4810";" 935.7279";"5807.0171";"2050.3449";"2174.1912";"1135.2581";"2800.3033";"2029.7038";"2022.8235";"1334.7883"
"2pm";"6440.009";"4121.331";"3426.415";"2697.098";"3846.117";"3426.415";"2174.191";"2903.509";"4293.340";"3123.680";"3281.928";"1637.524";"1066.455";"5772.615";"2132.909";"2167.311";"1183.421";"2786.543";"2222.354";"2119.148";"1437.994"
"3pm";"6040.949";"3557.142";"3261.287";"2848.466";"3791.074";"3412.655";"2483.807";"2937.910";"4210.775";"3103.039";"3226.885";"1898.977";"1259.104";"5394.196";"2298.038";"2545.730";"1369.190";"2910.389";"2346.200";"2277.397";"1561.840"
"4pm";"4348.382";"3577.783";"3226.885";"3151.201";"2979.192";"3233.765";"2765.902";"3144.321";"3777.313";"2717.739";"3316.330";"2490.687";"1644.404";"4795.605";"2759.021";"2724.619";"1878.336";"2992.953";"2676.457";"2593.893";"2105.388"
"5pm";"3873.638";"3440.176";"3137.441";"3364.492";"2662.696";"3426.415";"3027.355";"3323.210";"3467.697";"2820.944";"3481.458";"2862.226";"1747.609";"3997.485";"3089.278";"3089.278";"2050.345";"3144.321";"2944.791";"2924.150";"2483.807"
