"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835";"8614.7835"
"4am";"1489.6685";"3274.4884";"3764.5639";"1988.9515";"3144.1830";"4117.1949";"2065.1848";" 847.3792";"2812.6785";"1799.6498";"2458.4881";"1402.2249";" 695.6405";"1849.0584";"1675.9566";"2044.9438";"2364.5842";"2314.1478";"1748.2114";"2489.6930";"4073.1353";"5200.0979";"3663.2898";"4202.6429";"4985.3194";"4022.5935";"5232.3364";"3238.2258";"5152.4199";"5137.8213";"3918.7310"
"5am";"1475.2075";"3084.5410";"3769.6336";"1946.0895";"2978.9957";"4117.1949";"2148.8766";" 769.0924";"2626.9417";"1788.0778";"2297.1959";"1210.0410";" 656.9327";"2376.5055";"1712.3298";"1990.1154";"2398.1231";"2179.6212";"2086.7150";"2890.9246";"3831.6903";"5193.5559";"3580.6209";"4269.8538";"4768.6034";"3779.3291";"5157.0610";"3088.9127";"5029.6086";"4969.0299";"3918.7310"
"6am";"1504.606";"2716.211";"3901.522";"1817.939";"2788.549";"3993.163";"2276.432";" 837.879";"2515.769";"1611.276";"2219.226";" 972.247";" 585.739";"2670.481";"1542.803";"1823.402";"2425.195";"1968.855";"2113.734";"3004.213";"3023.397";"5083.427";"3390.528";"4274.386";"4525.217";"3490.365";"4956.979";"3026.036";"4859.829";"4814.180";"3761.303"
"7am";"1649.7800";"2424.6597";"4494.1206";"2010.6351";"2883.9203";"2463.8885";"1937.1892";" 916.0429";"2494.5792";"1983.5559";"2159.9276";"1146.1799";" 691.9399";"4184.0528";"1352.4572";"1314.7426";"1969.7123";"1231.8308";"2343.2476";"4341.2325";"2184.5271";"3856.8663";"2941.9609";"3403.7718";"3416.2890";"2402.8172";"3554.8864";"2978.8117";"3526.0714";"4485.3108";"3226.3292"
"8am";"2593.4221";"2360.5578";"5056.6641";"2101.1820";"2018.7975";"1707.9034";"2289.8310";"1303.5402";"2040.6335";"2009.1842";"1738.9287";"1221.7550";" 833.1627";"6646.3319";"1280.4327";" 793.5436";"1196.0888";"1103.6799";"2794.7073";"6420.5365";"2074.0829";"3093.1815";"2605.4972";"3097.9937";"3012.4736";"1972.8695";"2311.2439";"2897.0748";"2701.7056";"3790.7356";"3104.3859"
"9am";"2992.2701";"2458.8394";"5447.5907";"2086.0325";"2103.4927";"1592.1702";"2147.2255";"1248.5478";"2090.1578";"1971.9691";"1964.7408";"1152.9445";" 829.1218";"6932.8177";"1205.2969";" 749.5269";"1062.1047";" 963.7676";"2709.6634";"7959.7064";"1958.9186";"2619.0620";"2360.9503";"2655.5127";"2773.8749";"1623.1314";"1766.7819";"3049.5702";"2369.5261";"4266.8954";"2777.8853"
"10am";"3090.6136";"2490.7197";"5317.2454";"2330.4361";"1945.3174";"1655.4383";"2189.9315";"1349.8266";"1922.0913";"1811.4901";"1930.0861";"1433.5603";" 797.6691";"6755.2688";"1297.9423";" 819.8847";"1131.7892";" 924.5883";"2722.9241";"8447.4128";"1917.9457";"2807.5499";"2304.0742";"2440.9963";"2504.2867";"1822.0611";"1807.3395";"2721.4781";"2476.1654";"4048.1346";"2777.8853"
"11am";"3156.7780";"2394.4039";"4856.9059";"2100.9417";"2061.7349";"1700.9124";"2188.8555";"1117.4561";"1934.8599";"1651.1526";"1912.5523";"1394.7368";" 904.6367";"6922.5520";" 873.6587";" 839.9181";"1277.9531";"1161.3250";"2537.3814";"8468.5667";"2068.4017";"2884.2463";"1982.5269";"2769.7188";"2704.7826";"1718.2777";"2039.4603";"3063.5221";"2304.6719";"3802.5296";"2912.7210"
"12am";"3217.5237";"2368.1097";"4591.8763";"2007.1298";"1848.5734";"1919.5280";"2223.4737";"1186.1442";"2289.0077";"1512.1304";"2234.2505";"1350.1314";" 673.5182";"6074.3441";"1306.1219";"1091.9234";"1583.1221";"1097.7531";"2227.2991";"8139.8813";"2067.5351";"3125.9796";"2116.3803";"2889.2363";"2626.6334";"1711.5203";"2559.2696";"2999.1412";"2724.0156";"4027.5136";"3020.2499"
