"district","hour","resarea1","resarea2","resarea3"
"001","4am",0,1.7636262,98.236374
"002","4am",0,0,100
"003","4am",0,2.6242928,97.375707
"004","4am",0,0.3520358,99.647964
"005","4am",1.1792193,4.5228939,94.297887
"006","4am",0,100,0
"007","4am",0,100,0
"008","4am",0,100,0
"009","4am",0,98.7717695,1.22823
"010","4am",0,98.8210962,1.178904
"011","4am",0,100,0
"012","4am",0.636842,99.363158,0
"013","4am",0.7603556,99.2396444,0
"014","4am",0,100,0
"015","4am",0,100,0
"016","4am",0,100,0
"017","4am",0,100,0
"018","4am",0,100,0
"019","4am",97.1198358,2.8801642,0
"020","4am",100,0,0
"021","4am",0,100,0
"022","4am",0,100,0
"023","4am",0,100,0
"024","4am",0,100,0
"025","4am",0,98.7135937,1.286406
"026","4am",0,100,0
"027","4am",0,100,0
"028","4am",98.6353025,1.3646975,0
"029","4am",0,100,0
"030","4am",0,100,0
"031","4am",0.1624558,99.8375442,0
"032","4am",1.3611448,98.6388552,0
"033","4am",0,100,0
"034","4am",100,0,0
"035","4am",0,100,0
"036","4am",0,100,0
"037","4am",0,100,0
"038","4am",97.481944,2.518056,0
"039","4am",0,100,0
"040","4am",0,100,0
"041","4am",100,0,0
"001","5am",0,2.4949291,97.5050709
"002","5am",0,1.0266062,98.9733938
"003","5am",1.1860456,2.6147121,96.1992422
"004","5am",0,0.3689602,99.6310398
"005","5am",1.1968728,5.822833,92.9802942
"006","5am",0,100,0
"007","5am",0,100,0
"008","5am",0,100,0
"009","5am",0.6931229,96.3408631,2.9660141
"010","5am",0,98.7966179,1.2033821
"011","5am",0,100,0
"012","5am",1.2140627,97.7960267,0.9899106
"013","5am",0.74658,99.25342,0
"014","5am",0,100,0
"015","5am",0,100,0
"016","5am",0,100,0
"017","5am",0,100,0
"018","5am",1.2254894,96.0123276,2.762183
"019","5am",97.064593,2.935407,0
"020","5am",100,0,0
"021","5am",0,100,0
"022","5am",0,100,0
"023","5am",0,100,0
"024","5am",0,100,0
"025","5am",0,98.6615287,1.3384713
"026","5am",0,100,0
"027","5am",0,100,0
"028","5am",98.5756899,1.4243101,0
"029","5am",0.528773,99.471227,0
"030","5am",0,100,0
"031","5am",0.5902074,99.4097926,0
"032","5am",1.3496369,98.6503631,0
"033","5am",0,100,0
"034","5am",100,0,0
"035","5am",0,100,0
"036","5am",0,100,0
"037","5am",0,100,0
"038","5am",95.9406304,4.0593696,0
"039","5am",0.3813191,99.6186809,0
"040","5am",0,100,0
"041","5am",99.3866091,0.6133909,0
"001","6am",0,5.4562214,94.5437786
"002","6am",0,2.3872817,97.6127183
"003","6am",2.8728633,4.213072,92.9140647
"004","6am",1.6544408,0.3780775,97.9674817
"005","6am",1.2149356,8.2611161,90.5239483
"006","6am",0,100,0
"007","6am",0,100,0
"008","6am",0,98.5808062,1.4191938
"009","6am",0.7086953,96.258653,3.0326517
"010","6am",0,98.3841977,1.6158023
"011","6am",0.6782768,99.3217232,0
"012","6am",1.642867,96.7103732,1.6467598
"013","6am",1.0300819,98.1779803,0.7919378
"014","6am",0,100,0
"015","6am",0,100,0
"016","6am",0,100,0
"017","6am",0,100,0
"018","6am",1.2362301,95.9773779,2.786392
"019","6am",95.131031,4.868969,0
"020","6am",98.0154274,1.9845726,0
"021","6am",0,100,0
"022","6am",0,100,0
"023","6am",0,100,0
"024","6am",0,100,0
"025","6am",0,98.5603855,1.4396145
"026","6am",0.4802636,99.5197364,0
"027","6am",0,100,0
"028","6am",100,0,0
"029","6am",0.5555832,99.4444168,0
"030","6am",0,100,0
"031","6am",1.5580918,98.4419082,0
"032","6am",2.68521,97.31479,0
"033","6am",0,100,0
"034","6am",100,0,0
"035","6am",0,100,0
"036","6am",0,100,0
"037","6am",0,100,0
"038","6am",94.102966,5.897034,0
"039","6am",1.0890951,98.9109049,0
"040","6am",0.5544767,99.4455233,0
"041","6am",96.6574423,3.3425577,0
"001","7am",2.1002366,20.435322,77.4644414
"002","7am",9.2046519,34.946831,55.848517
"003","7am",6.4908227,9.353687,84.1554901
"004","7am",8.0148809,22.559332,69.4257867
"005","7am",2.2342535,21.833291,75.9324556
"006","7am",0,99.341979,0.6580207
"007","7am",0,98.81423,1.1857701
"008","7am",0.4670349,97.768863,1.7641016
"009","7am",3.255471,91.594295,5.150234
"010","7am",0.6376092,93.883265,5.4791261
"011","7am",6.1240482,85.629045,8.246907
"012","7am",5.2885628,91.918477,2.7929603
"013","7am",2.0267382,95.892314,2.080948
"014","7am",0,100,0
"015","7am",0.758083,99.241917,0
"016","7am",0,100,0
"017","7am",0,98.824448,1.1755518
"018","7am",1.64419,94.759372,3.5964377
"019","7am",93.3974339,6.602566,0
"020","7am",93.8824095,5.629649,0.4879415
"021","7am",1.7037002,97.056347,1.239953
"022","7am",0.9395531,96.135582,2.9248649
"023","7am",3.1629421,95.910157,0.9269013
"024","7am",1.2570378,98.742962,0
"025","7am",2.3984194,95.956238,1.6453425
"026","7am",0.5595725,99.440427,0
"027","7am",0,100,0
"028","7am",97.2853525,2.714648,0
"029","7am",3.5776016,96.422398,0
"030","7am",0,100,0
"031","7am",4.6059558,94.925425,0.4686191
"032","7am",5.8128441,92.946011,1.2411446
"033","7am",0,100,0
"034","7am",96.0858701,3.91413,0
"035","7am",0,100,0
"036","7am",0,100,0
"037","7am",1.5788019,97.909546,0.5116516
"038","7am",82.4635921,17.536408,0
"039","7am",2.0417638,95.781999,2.1762374
"040","7am",1.3344853,98.665515,0
"041","7am",91.1303534,8.869647,0
"001","8am",4.9408161,34.471604,60.5875798
"002","8am",10.7329975,41.097355,48.1696476
"003","8am",7.777199,18.454473,73.7683285
"004","8am",8.7885841,31.161302,60.0501142
"005","8am",4.9794655,26.691746,68.3287882
"006","8am",1.9103852,95.883709,2.2059054
"007","8am",2.2033254,96.65567,1.1410046
"008","8am",0.4788752,97.7123,1.808825
"009","8am",4.714347,84.575297,10.7103557
"010","8am",4.0248259,88.237921,7.7372531
"011","8am",9.2092909,74.52556,16.2651488
"012","8am",7.8919923,88.539483,3.5685242
"013","8am",4.0559179,89.580556,6.3635261
"014","8am",0,100,0
"015","8am",0.8560034,99.143997,0
