"district","hour","act1","act2","act3","act4","act5"
"001","4am",99.47989,0,0,0,0.5201144
"002","4am",100,0,0,0,0
"003","4am",97.37571,2.6242928,0,0,0
"004","4am",99.64796,0.3520358,0,0,0
"005","4am",92.53613,1.5039491,0.4910883,0,5.4688356
"006","4am",99.25949,0.7405084,0,0,0
"007","4am",97.50608,1.246962,0,0,0
"008","4am",99.03053,0,0,0,0.9694746
"009","4am",96.71915,2.4972242,0,0.7836254,0
"010","4am",98.8211,1.1789038,0,0,0
"011","4am",99.16061,0.8393904,0,0,0
"012","4am",97.21778,2.7822224,0,0,0
"013","4am",97.6048,2.3952033,0,0,0
"014","4am",100,0,0,0,0
"015","4am",99.33524,0.6647569,0,0,0
"016","4am",98.86957,0,0,0,1.1304305
"017","4am",98.77885,1.221154,0,0,0
"018","4am",91.49155,7.7255354,0,0,0.7829161
"019","4am",97.11984,2.8801642,0,0,0
"020","4am",100,0,0,0,0
"021","4am",98.68458,1.0528225,0,0,0.2626007
"022","4am",100,0,0,0,0
"023","4am",100,0,0,0,0
"024","4am",99.55773,0.4422678,0,0,0
"025","4am",98.71359,0,0,0,1.2864063
"026","4am",100,0,0,0,0
"027","4am",99.51414,0.4858618,0,0,0
"028","4am",98.6353,1.3646975,0,0,0
"029","4am",97.14471,2.8552866,0,0,0
"030","4am",99.29669,0,0,0,0.7033094
"031","4am",97.21032,2.6272214,0,0,0.1624558
"032","4am",97.87116,2.1288367,0,0,0
"033","4am",100,0,0,0,0
"034","4am",100,0,0,0,0
"035","4am",99.28606,0.7139432,0,0,0
"036","4am",99.38857,0.6114289,0,0,0
"037","4am",100,0,0,0,0
"038","4am",95.60841,3.6323093,0,0.7592768,0
"039","4am",100,0,0,0,0
"040","4am",98.41809,1.5819064,0,0,0
"041","4am",99.48308,0,0,0.5169151,0
"001","5am",98.73933,0.7444319,0,0,0.5162425
"002","5am",98.97339,1.0266062,0,0,0
"003","5am",96.19924,3.8007578,0,0,0
"004","5am",99.63104,0.3689602,0,0,0
"005","5am",90.42437,3.526482,0.4984402,0,5.5507068
"006","5am",98.9078,1.0922022,0,0,0
"007","5am",97.4216,1.2892001,0,0,0
"008","5am",98.98923,0,0,0,1.0107693
