"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"001","4am",415.672,1215.79,2139.4374,1834.4511,581.18709
"002","4am",306.634,647.1655,1615.1702,1993.2906,491.52825
"003","4am",1070.7919,1642.308,1342.2073,1000.1886,986.55169
"004","4am",614.0556,1578.6112,1094.809,2203.6244,345.78937
"005","4am",1591.622,2968.2365,2139.9577,634.954,57.30544
"006","4am",2383.3966,1726.2989,1439.9675,1094.0629,183.97013
"007","4am",983.2405,1482.584,950.0813,167.2868,22.68467
"008","4am",2179.3973,3078.6811,2059.8698,1544.7899,54.97353
"009","4am",942.5609,2423.1941,2783.4718,2360.4881,167.46747
"010","4am",2314.6668,2156.4909,3538.0464,788.0872,296.7413
"011","4am",1257.2658,1696.3078,1627.225,260.9926,165.66484
"012","4am",1426.1182,4231.886,1552.8452,1496.3253,199.97206
"013","4am",1517.057,1885.7388,2659.6088,1125.7878,156.6501
"014","4am",1350.2966,1923.5996,1434.1559,172.3894,106.29697
"015","4am",1924.2644,1060.7044,1602.0305,500.757,161.93772
"016","4am",1084.7901,1667.138,824.2476,726.3604,0
"017","4am",1052.3875,4152.799,1885.179,1113.5708,207.99905
"018","4am",1847.378,2953.224,1121.8303,860.7898,0
"019","4am",410.8579,1014.5733,1822.3797,2066.6599,64.66478
"020","4am",1200.1637,2229.749,1812.951,2500.8733,285.18375
"021","4am",1823.8598,4630.8628,1952.9887,310.0984,140.31112
"022","4am",657.392,656.2446,573.4193,212.399,0
"023","4am",1251.2637,1396.8711,612.2126,0,26.79835
"024","4am",2029.2206,3201.2649,1454.3934,653.6674,81.73348
"025","4am",2682.753,2952.7669,1482.7267,550.8676,148.12688
"026","4am",1728.5108,3020.381,1383.6896,349.1463,132.00632
"027","4am",638.3494,1110.1803,1420.3665,677.1459,0
"028","4am",1356.7945,2731.6726,1155.9673,1278.7378,300.91243
"029","4am",962.2111,3034.0205,1351.459,1577.3697,93.22924
"030","4am",613.3972,1527.34,1141.1599,447.2891,133.13243
"031","4am",1370.3218,2830.6827,2223.2071,1566.1672,0
"032","4am",715.189,1687.3686,1714.2239,642.5891,103.28276
"033","4am",1014.9809,3149.1314,1813.4364,945.235,518.93687
"034","4am",560.4133,2146.8944,1095.591,427.0087,439.83208
"035","4am",1162.4382,1705.2067,806.8275,1079.1629,173.96629
"036","4am",3292.334,2221.3483,1773.4127,647.3163,0
"037","4am",2554.4325,2430.3816,1713.4707,345.2562,73.73689
"038","4am",801.8568,2067.1605,746.8962,317.2902,25.43503
"039","4am",2566.5291,2042.3745,2276.5934,711.9491,0
"040","4am",3330.3233,3476.7324,1487.2665,510.0693,0
"041","4am",300.375,1695.7683,1916.6964,2332.0316,382.19044
"001","5am",415.672,1215.79,2199.8139,1834.4511,581.18709
"002","5am",306.634,668.9231,1615.1702,1993.2906,491.52825
"003","5am",1115.3049,1621.4197,1342.2073,1000.1886,986.55169
"004","5am",512.7235,1462.3509,1094.809,2146.014,345.78937
"005","5am",1591.622,2894.6879,2043.5664,692.5644,57.30544
"006","5am",2321.8417,1750.5262,1439.9675,1094.0629,183.97013
"007","5am",983.2405,1412.8993,925.8539,143.0595,22.68467
"008","5am",2062.2368,2831.5107,2059.8698,1544.7899,54.97353
"009","5am",1218.5441,2631.9412,2754.0125,2283.1155,167.46747
"010","5am",2314.6668,2201.7057,3307.8478,788.0872,296.7413
"011","5am",1257.2658,1718.2839,1627.225,279.571,165.66484
"012","5am",1466.985,4469.8781,1640.3751,1567.3567,199.97206
"013","5am",1481.4075,2076.7648,2615.5285,1150.0151,156.6501
"014","5am",1350.2966,1767.802,1434.1559,204.132,106.29697
"015","5am",1868.834,1060.7044,1620.1228,459.0703,161.93772
"016","5am",1084.7901,1635.3954,868.3279,694.6178,0
"017","5am",1079.7356,4183.1864,1916.9708,1155.031,207.99905
"018","5am",2030.8596,3525.2599,1143.5922,860.7898,0
"019","5am",410.8579,982.2409,1753.4796,2066.6599,64.66478
"020","5am",1141.5434,2137.3267,1812.951,2500.8733,285.18375
"021","5am",1823.8598,4590.4243,1952.9887,310.0984,140.31112
"022","5am",667.4195,647.2828,573.4193,212.399,0
"023","5am",1140.6662,1381.2926,584.5761,0,26.79835
"024","5am",2009.4538,3085.8072,1454.3934,578.1861,81.73348
"025","5am",2604.7667,2839.1628,1482.7267,438.3761,148.12688
"026","5am",1692.9627,2988.5693,1296.1597,349.1463,132.00632
"027","5am",638.3494,1052.3436,1367.6721,677.1459,0
"028","5am",1280.0433,2674.9482,1000.9362,1278.7378,300.91243
"029","5am",1105.0826,3059.0445,1508.7215,1577.3697,93.22924
"030","5am",613.3972,1449.7796,1054.2262,422.936,133.13243
"031","5am",1397.4313,2851.9127,2317.1929,1566.1672,0
"032","5am",715.189,1729.5397,1714.2239,642.5891,103.28276
"033","5am",1014.9809,3035.5122,1813.4364,945.235,518.93687
"034","5am",560.4133,2146.8944,1028.2719,427.0087,439.83208
"035","5am",1067.6523,1476.7074,742.2041,1079.1629,173.96629
"036","5am",3185.3645,2260.296,1811.2905,647.3163,0
"037","5am",2515.9277,2462.1242,1713.4707,345.2562,73.73689
"038","5am",753.7608,1937.6944,746.8962,317.2902,25.43503
"039","5am",2594.9313,1913.9391,2227.5653,711.9491,0
