"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794";"6075.56794"
"4am";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"0";" 838.6215";"   0.0000";"   0.0000";" 857.9758";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1379.3952";"   0.0000";"0";"   0.0000";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";" 675.1179";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1089.0510";"   0.0000";"   0.0000";"1053.0548";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1523.8228";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"0";" 819.0309";"   0.0000";" 593.2097";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7am";"1750.0139";"2042.8328";" 968.6020";" 798.3125";"1418.1485";"   0.0000";"   0.0000";"   0.0000";"1875.9722";"1078.1232";"1148.5383";"2061.3307";"1465.4045";"   0.0000";"   0.0000";"   0.0000";" 851.8432";"1858.6198";"   0.0000";"   0.0000";"1139.3484";"   0.0000";" 589.3471";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1264.7332";"   0.0000";"1671.0866";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 674.1187";"   0.0000";"   0.0000";" 568.0413"
"8am";"4448.9799";"2952.8074";"1502.0576";"1118.8761";"2259.4926";" 914.3397";" 890.5938";" 708.9909";"2585.8072";"2008.8558";"1844.6823";"2470.9178";"3084.0803";"   0.0000";" 541.5549";"   0.0000";"1313.2833";"2236.2470";"   0.0000";"   0.0000";"1810.6082";"   0.0000";"1142.0766";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1630.7857";"   0.0000";"2081.4574";"1187.1885";"   0.0000";"   0.0000";"   0.0000";" 645.9300";"1257.0638";"1079.9733";" 552.1213";" 824.7436";" 955.0464"
"9am";"4878.3675";"3418.2457";"1802.0922";"1304.2027";"2572.7771";"1274.6084";" 751.5861";" 757.6676";"2707.7180";"2318.7371";"2316.6348";"2618.8902";"4146.4803";"   0.0000";" 541.5549";" 734.6644";"1245.4476";"2237.7913";"   0.0000";"   0.0000";"2815.9219";"   0.0000";"1261.1788";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1754.3270";"   0.0000";"2310.9297";"1441.5480";"   0.0000";"   0.0000";"   0.0000";" 870.2044";"1600.5779";"1079.9733";" 918.7470";" 927.1400";" 965.7165"
"10am";"4941.5698";"3572.1013";"1838.2177";"1297.4533";"2461.6588";"1258.0441";" 770.0511";" 811.3212";"2645.5813";"2339.8767";"2565.4092";"2499.2778";"4907.3864";"   0.0000";" 607.7256";" 679.6366";"1334.1464";"2285.2141";"   0.0000";"   0.0000";"2925.1277";"   0.0000";"1296.2433";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1813.4145";"   0.0000";"2009.5828";"1345.7387";"   0.0000";"   0.0000";"   0.0000";" 955.7290";"1459.8457";"1129.0014";" 777.6630";"1038.1600";"1075.0178"
"11am";"4222.3519";"3620.6623";"1430.9055";"1126.5601";"2095.4400";"1162.7896";" 703.0591";" 720.1744";"2828.4904";"2327.9951";"2342.2843";"2540.4862";"4039.6151";"   0.0000";" 589.0782";" 658.9207";"1087.6108";"2490.5839";"   0.0000";"   0.0000";"2218.8782";"   0.0000";"1110.3103";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1828.2739";"   0.0000";"2163.5827";"1029.6357";"   0.0000";"   0.0000";"   0.0000";" 711.9162";"1350.6840";"1030.0109";" 820.3299";" 882.5082";"1049.0412"
