"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643";"10904.37643"
"4am";"7260.0007";"3417.8425";"5468.0439";"4208.6214";"2171.0563";"3615.7022";"1470.7844";"1975.9409";"1789.1468";"3134.7022";"1054.4986";" 943.3973";"1751.2782";" 968.1621";"1416.4784";"1956.9309";"1675.6899";" 853.5638";"1439.3871";" 613.6942";" 501.1261";" 478.0337";" 448.2105";" 489.1346";" 702.8527";" 289.1581";" 295.4773";" 662.7830"
"5am";"7304.4991";"3417.8425";"5468.0439";"4264.6676";"2115.1950";"3524.4043";"1470.7844";"1975.9409";"1789.1468";"3134.7022";"1026.0861";" 943.3973";"1751.2782";" 968.1621";"1416.4784";"2003.9555";"1675.6899";" 853.5638";"1439.3871";" 613.6942";" 501.1261";" 478.0337";" 448.2105";" 489.1346";" 702.8527";" 289.1581";" 295.4773";" 662.7830"
"6am";"7451.6582";"3364.7311";"5451.6727";"4345.7340";"2005.9837";"3366.0293";"1420.2344";"1938.8933";"1587.0404";"3286.8766";"1026.0861";" 943.3973";"1686.7047";" 968.1621";"1416.4784";"1882.2070";"1675.6899";" 789.1671";"1439.3871";" 678.6533";" 501.1261";" 478.0337";" 448.2105";" 471.2091";" 702.8527";" 289.1581";" 275.5811";" 581.1555"
"7am";"7222.5281";"2892.4120";"5986.8837";"4090.9933";"2378.7248";"3552.4854";"1416.4186";"1748.8839";"1388.4080";"2959.1221";" 855.6754";" 740.4404";"1419.1331";" 884.1222";"1276.2307";"1667.2432";"1724.7305";" 724.4340";"1458.6907";" 464.0526";" 452.1208";" 424.8150";" 309.4153";" 418.9798";" 719.5238";" 289.1581";" 275.5811";" 532.2983"
"8am";"6974.3343";"2646.1636";"6508.3128";"4202.1019";"2688.4505";"3548.1145";"1440.5221";"1632.7457";" 975.5618";"2924.5215";" 541.3606";" 731.3023";"1241.5821";" 781.9630";"1525.6186";"1710.6934";"1524.1295";" 854.9825";"1011.0612";" 477.4897";" 380.5443";" 451.0953";" 291.5187";" 436.9053";" 686.1817";" 289.1581";" 275.5811";" 559.6548"
"9am";"6258.4213";"2734.0661";"6534.5442";"4437.4704";"2614.0152";"3432.3277";"1384.9679";"1828.2006";"1014.7210";"2562.4813";" 498.3917";" 821.3223";"1154.6640";" 677.5078";"1644.4691";"1592.9807";"1458.1509";" 792.9238";"1204.3642";" 421.3456";" 445.5303";" 464.8649";" 327.3118";" 433.2562";" 633.5982";" 289.1581";" 275.5811";" 572.5817"
"10am";"6438.4860";"2689.4189";"6854.5278";"4556.8482";"2632.6100";"3220.7692";"1416.1049";"1940.3056";"1208.1807";"2543.2984";" 622.3688";" 773.2994";"1360.4630";" 649.3685";"1799.0664";"1667.1663";"1485.8401";" 855.5884";"1329.3870";" 497.5255";" 499.7907";" 446.6021";" 292.5033";" 418.9798";" 669.9819";" 271.0571";" 258.9542";" 572.5817"
"11am";"6591.6852";"2661.8078";"7002.7872";"4433.9162";"2832.4851";"2958.2075";"1616.9839";"1865.2010";"1181.0695";"2273.8780";" 665.6715";" 763.5778";"1480.1970";" 881.2131";"1883.0096";"1834.0068";"1732.8746";"1018.9952";"1329.3870";" 450.9730";" 459.5333";" 450.7455";" 306.0977";" 397.4619";" 747.7498";" 271.0571";" 304.4087";" 541.1279"
