"hour";"001";"050";"100";"120";"140";"180";"200";"240";"260";"300";"350";"360";"400";"425";"450";"500";"560";"600";"625";"650";"700";"750";"800";"820";"840";"845"
"min";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401";"97.2106401"
"max";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144";"38995.3539144"
"4am";" 249.9702";"1624.8064";"1347.0617";" 472.1660";"1333.1745";" 888.7830";"1263.7383";" 805.4596";"1222.0766";"1083.2043";" 277.7447";" 291.6319";" 194.4213";" 736.0234";" 249.9702";"1208.1894";" 333.2936";" 277.7447";" 861.0085";" 111.0979";" 597.1511";" 208.3085";" 666.5872";" 569.3766";" 305.5192";" 291.6319"
"5am";" 249.9702";"1610.9192";"1347.0617";" 472.1660";"1333.1745";" 888.7830";"1263.7383";" 805.4596";"1235.9639";"1083.2043";" 277.7447";" 291.6319";" 194.4213";" 736.0234";" 249.9702";"1208.1894";" 333.2936";" 291.6319";" 861.0085";" 111.0979";" 597.1511";" 208.3085";" 666.5872";" 555.4894";" 305.5192";" 291.6319"
"6am";" 249.9702";"1610.9192";"1347.0617";" 458.2787";"1333.1745";" 888.7830";"1263.7383";" 805.4596";"1235.9639";"1069.3170";" 263.8575";" 291.6319";" 194.4213";" 736.0234";" 249.9702";"1194.3021";" 319.4064";" 291.6319";" 861.0085";" 111.0979";" 597.1511";" 166.6468";" 666.5872";" 527.7149";" 305.5192";" 291.6319"
"7am";" 249.9702";"1652.5809";"1347.0617";" 472.1660";"1277.6256";" 874.8958";"1222.0766";" 777.6851";"1222.0766";"1097.0915";" 263.8575";" 277.7447";" 194.4213";" 736.0234";" 236.0830";"1208.1894";" 291.6319";" 305.5192";" 861.0085";" 111.0979";" 569.3766";" 166.6468";" 666.5872";" 527.7149";" 305.5192";" 291.6319"
"8am";" 333.2936";"1666.4681";"1263.7383";" 499.9404";"1277.6256";" 847.1213";"1222.0766";" 722.1362";"1249.8511";"1083.2043";" 249.9702";" 291.6319";" 194.4213";" 694.3617";" 222.1957";"1194.3021";" 291.6319";" 319.4064";" 833.2341";" 111.0979";" 541.6021";" 152.7596";" 680.4745";" 486.0532";" 305.5192";" 291.6319"
"9am";" 388.8426";"1694.2426";"1291.5128";" 444.3915";"1305.4000";" 874.8958";"1263.7383";" 708.2489";"1222.0766";"1124.8660";" 263.8575";" 291.6319";" 194.4213";" 666.5872";" 208.3085";"1083.2043";" 277.7447";" 305.5192";" 833.2341";" 111.0979";" 472.1660";" 166.6468";" 694.3617";" 499.9404";" 249.9702";" 291.6319"
"10am";" 388.8426";"1638.6936";"1347.0617";" 430.5043";"1333.1745";" 847.1213";"1249.8511";" 694.3617";"1263.7383";"1110.9787";" 249.9702";" 291.6319";" 194.4213";" 638.8128";" 208.3085";"1110.9787";" 236.0830";" 305.5192";" 791.5724";" 124.9851";" 486.0532";" 152.7596";" 708.2489";" 513.8277";" 222.1957";" 291.6319"
"11am";" 374.9553";"1666.4681";"1430.3851";" 402.7298";"1319.2873";" 833.2341";"1180.4149";" 736.0234";"1194.3021";"1055.4298";" 263.8575";" 291.6319";" 194.4213";" 638.8128";" 222.1957";"1097.0915";" 249.9702";" 305.5192";" 805.4596";" 124.9851";" 486.0532";" 138.8723";" 680.4745";" 499.9404";" 222.1957";" 291.6319"
