"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077";"6117.09077"
"4am";"261.79491";" 98.86287";"384.85926";"387.64564";"429.46996";"480.68791";"485.74012";"171.41871";"289.84930";"511.19820";" 68.63145";"254.26975";"118.48732";" 45.62465";"342.53998";"233.62632";"306.35994";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 81.26786";" 33.88879";" 69.95684"
"5am";"261.79491";" 98.86287";"384.85926";"387.64564";"429.46996";"480.68791";"485.74012";"171.41871";"289.84930";"511.19820";" 68.63145";"254.26975";"118.48732";" 45.62465";"342.53998";"233.62632";"306.35994";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 81.26786";" 33.88879";" 69.95684"
"6am";"261.79491";" 98.86287";"384.85926";"387.64564";"429.46996";"480.68791";"485.74012";"171.41871";"289.84930";"511.19820";" 68.63145";"254.26975";"118.48732";" 45.62465";"342.53998";"233.62632";"306.35994";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 81.26786";" 33.88879";" 69.95684"
"7am";"186.17945";" 98.86287";"411.13875";"387.64564";"429.46996";"480.68791";"485.74012";"171.41871";"289.84930";"511.19820";" 31.80800";"254.26975";"118.48732";" 45.62465";"295.05399";"233.62632";"343.18339";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 54.98837";" 33.88879";" 69.95684"
"8am";"219.92997";" 98.86287";"343.48289";"484.09994";"128.19293";"576.21877";"435.19009";"171.41871";"289.84930";"558.68419";"106.39596";"254.26975";"118.48732";" 61.00569";"295.05399";"233.62632";"343.18339";"161.41035";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"196.77866";" 78.14783";" 81.26786";" 33.88879";" 69.95684"
"9am";"286.18159";"149.41290";"343.48289";"484.09994";"202.78089";"441.44362";"447.68071";"227.45162";"289.84930";"558.68419";" 31.80800";"171.62540";"118.48732";"143.65004";"295.05399";"233.62632";"343.18339";"161.41035";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"196.77866";" 51.02359";" 81.26786";" 16.62688";" 87.21875"
"10am";"327.01903";"149.41290";"480.15509";"310.64854";"128.19293";"533.23407";"447.68071";"227.45162";"289.84930";"558.68419";" 31.80800";"171.62540";"118.48732";"128.26900";"240.04274";"233.62632";"369.46288";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 54.98837";" 16.62688";" 87.21875"
"11am";"290.33445";"236.51847";"360.43059";"255.63729";" 74.58796";"668.00922";"435.19009";"171.41871";"289.84930";"439.19569";" 31.80800";"247.70568";"118.48732";" 45.62465";"307.28525";"233.62632";"343.18339";"195.16087";"251.08650";"258.71757";" 49.14537";" 70.59566";" 58.00002";"212.15970";" 78.14783";" 81.26786";" 33.88879";" 69.95684"
