"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618";"93.7964773843618"
"4am";"75.400154";"54.704857";"60.514133";"48.700125";"23.801697";"18.448182";"16.618945";"28.897422";"25.774903";"33.037997";"36.610244";"35.520919";"39.321899";"17.306596";"11.063189";" 4.990440";" 2.921300";"13.536399";"12.791347";"27.740699";"11.952068";"17.686004";"17.624153";"11.739381";"15.788751";"12.526960";" 8.496334";"13.769376";"12.981512";"16.737644";"21.963316"
"5am";"77.439473";"54.281351";"60.213777";"48.193195";"24.370312";"18.448182";"16.901660";"29.567028";"26.664453";"33.138230";"35.389710";"37.684868";"40.314945";"16.217242";"10.937236";" 5.068178";" 2.896173";"14.012248";"11.424278";"24.434001";"11.319849";"17.699767";"17.896281";"11.631668";"16.931357";"13.049516";" 8.577281";"13.206441";"12.363565";"17.065928";"21.963316"
"6am";"77.621609";"56.721573";"59.036204";"49.029356";"25.060550";"17.998159";"16.510870";"29.808820";"27.719676";"34.748951";"37.134546";"38.234449";"41.142139";"13.371548";"11.754776";" 5.376122";" 2.876204";"14.906333";"10.551678";"23.593867";"11.417846";"18.095971";"18.555077";"11.206815";"16.784708";"13.177285";" 8.891251";"13.196396";"12.542574";"17.378631";"22.471045"
"7am";"73.097776";"58.985606";"49.006749";"47.655736";"25.279341";"16.871165";"16.029488";"32.432243";"27.778406";"29.816223";"36.005060";"38.684633";"44.098235";" 9.175273";"14.410133";" 6.970115";" 2.439444";"20.371930";" 8.974634";"17.120985";"16.808928";"20.147832";"22.551121";"11.095228";"20.265595";"16.210640";"10.554445";"13.585171";"15.179711";"18.519693";"28.106994"
"8am";"59.659571";"57.129837";"47.595114";"41.500860";"27.383737";"21.963400";"13.872785";"33.019119";"32.113958";"32.822734";"37.097331";"40.971758";"42.647241";" 7.152304";"21.713161";" 8.694341";" 3.407450";"23.235390";" 6.624137";"11.579517";"22.297827";"21.814078";"27.862094";"13.680030";"20.154443";"20.418807";"13.922057";"12.561234";"15.693737";"24.593270";"31.976302"
"9am";"59.294365";"51.480949";"42.291730";"42.230953";"28.484573";"24.977399";"16.202785";"36.317012";"34.227407";"31.741757";"32.080353";"39.137150";"43.769886";" 7.234847";"23.175554";" 8.062631";" 3.413079";"28.264651";" 6.715949";" 8.979142";"26.275360";"26.414684";"24.457963";"18.272754";"23.751449";"19.581990";"19.387142";"13.578027";"13.154979";"24.738128";"37.045719"
"10am";"55.856596";"58.326046";"43.840765";"41.586427";"28.764939";"23.816763";"14.923979";"35.412569";"37.763713";"30.803677";"30.732292";"34.963005";"42.575838";" 6.681269";"20.231426";" 8.472742";" 5.508027";"26.637644";" 4.884991";" 8.996531";"22.820087";"24.923030";"23.552942";"17.514762";"25.709393";"20.947313";"22.592074";"13.990968";"13.026702";"21.311729";"36.033858"
"11am";"59.503531";"56.143698";"47.735466";"41.304058";"27.112092";"22.654042";"16.399564";"35.530275";"34.463971";"36.490095";"31.541606";"36.955084";"37.762592";" 6.957411";"25.186787";" 7.976471";" 5.616479";"20.718449";" 4.587041";"10.956627";"23.545146";"25.066577";"26.161881";"17.858495";"23.527762";"23.730091";"26.654244";"14.693797";"14.105542";"19.525384";"38.352026"
