"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838";"6240.82838"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";" 558.8457";" 725.0394";"1024.7638";" 753.8147";"   0.0000";"1112.9965";"   0.0000";"   0.0000";" 499.8725";" 700.3597";"   0.0000";" 893.4237";"   0.0000";"1413.3632";"1134.3524";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1954.0073";"1698.5961";"1845.0082";"1368.6930";" 702.8294";"1644.2210";"1026.2719";" 639.6886";" 630.6223";"1243.0533";"   0.0000";"1813.5100";" 818.5784";"1894.3871";"2053.3273";" 844.3477";" 739.7300";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"2104.2501";"1831.4869";"1898.3601";"1419.0208";"1074.2661";"2068.8990";"1120.4582";" 796.7030";" 701.5700";"1594.6034";"   0.0000";"1812.9709";" 889.5183";"1861.5546";"2105.9208";"1149.1467";" 805.3139";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"2371.2754";"1786.4882";"1852.0156";"1627.6782";"1097.1341";"2083.6656";"1054.9242";" 574.6100";" 746.9999";"1638.4719";"   0.0000";"1814.9142";" 998.3125";"1647.9049";"2388.1074";"1106.8144";" 667.1687";"   0.0000";"   0.0000";" 519.2219";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"2517.0658";"1886.5943";"2022.8333";"1273.8915";"1063.2166";"2050.1021";"1106.0107";" 578.4637";" 644.1221";"1732.6442";"   0.0000";"1725.5237";" 740.9560";"1800.6550";"1832.1292";"1167.1998";" 580.7882";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
