"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096"
"max";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132"
"4am";"1080.2153";" 736.1977";" 784.3601";" 667.3941";" 770.5994";" 729.3173";" 729.3173";" 646.7531";" 956.3689";" 846.2833";" 715.5566";" 681.1548";" 612.3513";" 832.5226";" 674.2745";" 749.9584";" 715.5566";" 577.9496";" 674.2745";" 667.3941";" 660.5138"
"5am";"1087.0956";" 743.0780";" 791.2405";" 681.1548";" 777.4798";" 722.4370";" 722.4370";" 639.8727";" 963.2493";" 860.0440";" 708.6763";" 681.1548";" 584.8299";" 873.8047";" 667.3941";" 749.9584";" 694.9156";" 584.8299";" 681.1548";" 639.8727";" 619.2317"
"6am";"1142.1384";" 763.7191";" 825.6422";" 660.5138";" 818.7619";" 756.8387";" 722.4370";" 667.3941";" 942.6082";" 853.1636";" 688.0352";" 639.8727";" 571.0692";" 866.9244";" 632.9924";" 653.6334";" 667.3941";" 612.3513";" 653.6334";" 591.7103";" 571.0692"
"7am";"1279.7455";" 715.5566";" 749.9584";" 598.5906";" 949.4886";" 743.0780";" 708.6763";" 632.9924";" 915.0868";" 866.9244";" 729.3173";" 557.3085";" 516.0264";" 990.7707";" 557.3085";" 619.2317";" 632.9924";" 612.3513";" 605.4710";" 509.1460";" 502.2657"
"8am";"1389.8311";" 688.0352";" 818.7619";" 557.3085";"1045.8135";" 729.3173";" 674.2745";" 571.0692";" 983.8903";" 921.9672";" 791.2405";" 467.8639";" 467.8639";" 990.7707";" 550.4282";" 564.1889";" 591.7103";" 626.1120";" 571.0692";" 460.9836";" 467.8639"
"9am";"1444.8739";" 805.0012";" 866.9244";" 495.3853";"1087.0956";" 743.0780";" 646.7531";" 571.0692";" 997.6510";" 894.4458";" 825.6422";" 454.1032";" 454.1032";"1093.9760";" 543.5478";" 543.5478";" 543.5478";" 591.7103";" 509.1460";" 433.4622";" 440.3425"
"10am";"1451.7543";" 887.5654";" 908.2065";" 564.1889";"1018.2921";" 681.1548";" 639.8727";" 591.7103";" 928.8475";" 880.6851";" 839.4029";" 454.1032";" 447.2229";"1121.4974";" 495.3853";" 529.7871";" 522.9068";" 577.9496";" 509.1460";" 447.2229";" 419.7015"
"11am";"1410.4722";" 894.4458";" 901.3261";" 550.4282";"1004.5314";" 749.9584";" 584.8299";" 646.7531";" 935.7279";" 860.0440";" 798.1208";" 467.8639";" 454.1032";"1107.7367";" 509.1460";" 509.1460";" 522.9068";" 591.7103";" 522.9068";" 460.9836";" 447.2229"
"12am";"1376.0704";" 887.5654";" 908.2065";" 577.9496";"1025.1724";" 722.4370";" 632.9924";" 626.1120";" 956.3689";" 901.3261";" 777.4798";" 447.2229";" 440.3425";"1004.5314";" 543.5478";" 481.6246";" 529.7871";" 619.2317";" 509.1460";" 460.9836";" 433.4622"
"1pm";"1417.3525";"1032.0528";" 832.5226";" 536.6675";"1004.5314";" 846.2833";" 591.7103";" 564.1889";" 921.9672";" 853.1636";" 839.4029";" 460.9836";" 467.8639";"1018.2921";" 481.6246";" 467.8639";" 509.1460";" 619.2317";" 454.1032";" 447.2229";" 419.7015"
"2pm";"1382.9508";" 977.0100";" 880.6851";" 557.3085";" 983.8903";" 805.0012";" 626.1120";" 543.5478";"1025.1724";" 873.8047";" 756.8387";" 481.6246";" 467.8639";"1004.5314";" 460.9836";" 481.6246";" 516.0264";" 598.5906";" 481.6246";" 460.9836";" 433.4622"
"3pm";"1396.7115";" 866.9244";" 860.0440";" 584.8299";" 997.6510";" 770.5994";" 653.6334";" 557.3085";"1032.0528";" 825.6422";" 770.5994";" 481.6246";" 502.2657";" 956.3689";" 488.5050";" 516.0264";" 557.3085";" 598.5906";" 516.0264";" 509.1460";" 481.6246"
"4pm";"1217.8223";" 777.4798";" 860.0440";" 632.9924";" 942.6082";" 688.0352";" 653.6334";" 577.9496";" 983.8903";" 811.8815";" 763.7191";" 536.6675";" 557.3085";" 853.1636";" 564.1889";" 564.1889";" 605.4710";" 619.2317";" 564.1889";" 536.6675";" 543.5478"
"5pm";"1107.7367";" 791.2405";" 770.5994";" 632.9924";" 818.7619";" 736.1977";" 736.1977";" 543.5478";" 935.7279";" 860.0440";" 715.5566";" 598.5906";" 591.7103";" 805.0012";" 612.3513";" 646.7531";" 646.7531";" 591.7103";" 646.7531";" 598.5906";" 577.9496"
"6pm";"1100.8563";" 818.7619";" 729.3173";" 639.8727";" 818.7619";" 722.4370";" 729.3173";" 577.9496";" 970.1296";" 825.6422";" 688.0352";" 646.7531";" 571.0692";" 825.6422";" 626.1120";" 653.6334";" 653.6334";" 584.8299";" 646.7531";" 605.4710";" 598.5906"
"7pm";"1025.1724";" 791.2405";" 770.5994";" 653.6334";" 818.7619";" 660.5138";" 701.7959";" 598.5906";"1052.6939";" 825.6422";" 736.1977";" 646.7531";" 571.0692";" 853.1636";" 626.1120";" 681.1548";" 660.5138";" 571.0692";" 653.6334";" 612.3513";" 605.4710"
"8pm";"1004.5314";" 756.8387";" 743.0780";" 653.6334";" 791.2405";" 722.4370";" 715.5566";" 632.9924";"1032.0528";" 798.1208";" 722.4370";" 660.5138";" 577.9496";" 832.5226";" 639.8727";" 715.5566";" 667.3941";" 577.9496";" 646.7531";" 626.1120";" 626.1120"
"9pm";"1045.8135";" 722.4370";" 708.6763";" 681.1548";" 756.8387";" 715.5566";" 743.0780";" 605.4710";" 983.8903";" 791.2405";" 749.9584";" 667.3941";" 584.8299";" 825.6422";" 639.8727";" 701.7959";" 681.1548";" 571.0692";" 674.2745";" 626.1120";" 646.7531"
"10pm";"1066.4546";" 681.1548";" 729.3173";" 674.2745";" 756.8387";" 708.6763";" 729.3173";" 619.2317";" 956.3689";" 791.2405";" 743.0780";" 674.2745";" 605.4710";" 846.2833";" 632.9924";" 756.8387";" 681.1548";" 550.4282";" 694.9156";" 632.9924";" 653.6334"
