"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.0975638675978303,0.12357296473923,-0.115934173406411,-0.221950707821346,-0.0285660134126563
"5am",0.091807068916649,0.160848368380361,-0.101854064262155,-0.230420530744251,-0.0223369202458255
"6am",0.0867609374590024,0.149488315807067,-0.0313941292634882,-0.23654261563526,-0.0502065868323532
"7am",-0.0401494630223783,0.110680819834773,0.0356518593089279,-0.140297289143693,0.107012445484003
"8am",-0.149591857913047,0.0768441392712079,-0.162599728852266,-0.129705770122448,0.00705933146584692
"9am",-0.0799599048782189,0.0417455224171484,-0.0501181561678033,-0.114651368734183,0.151460843396604
"10am",-0.0346644308925227,0.0792507467283967,0.0367915879567148,-0.278503518530451,0.136165220951015
"11am",-0.130428800810932,0.0748463967656893,0.0125440753869317,-0.135877031217423,0.00205016302276203
"12am",-0.143688118025595,0.0635686526633736,-0.0803556253451154,-0.0737318434274891,0.0699585304890622
"1pm",-0.358974507558611,0.103911176322745,-0.037651490873259,-0.0518722706787853,0.202758206605843
"2pm",-0.158230873990958,0.0100524623643694,-0.0610054134899236,-0.0928676942825732,-0.016060992031418
"3pm",-0.00213543793572677,-0.0891452509811488,0.00267131524662658,-0.073519859841839,0.12164982002349
"4pm",-0.0249079169697027,-0.042413479729664,-0.00258081551371465,0.0532494823920186,-0.028363116634042
"5pm",-0.0294074250688804,-0.00217916240338423,0.132633069251453,-0.0950637445489897,0.0570584652889575
"6pm",-0.0277343226943515,0.0904908139211737,0.0650318873369537,-0.177754631634272,0.000978383658770513
"7pm",0.0469239926187188,0.160943578091102,0.058285506660554,-0.152541725464513,0.0161043911930499
"8pm",0.040817763990797,0.132605360751016,-0.0926170443300362,-0.144249363316369,-0.00195234957889624
"9pm",0.0916192912581435,0.104830424482029,0.0167017474959791,-0.157030297019092,0.015666295933186
"10pm",0.113049577458523,0.0991739594886298,-0.0953273847826478,-0.204418424593861,-0.0105663642475331
"11pm",0.0964613036427479,0.108179306845471,-0.0267167383785938,-0.239369089065178,0.0231161945328432
"12pm",0.100375615850403,0.104949611994634,-0.0393649048630328,-0.246254388119236,0.0218968352597151
"1am",0.0887134293914017,0.108217283521589,-0.0453160041191459,-0.240634924422046,0.015221326403709
"2am",0.086423683240822,0.107168896055813,-0.0769086419478146,-0.242113068370933,-0.00597690227753895
"3am",0.0873743131669079,0.0922935865323466,-0.0957772033363441,-0.218380571240807,-0.0109204444217427
