"hour","sex1","sex2"
"4am",0.0843461591805407,0.0843461591805407
"5am",0.0963811010159945,0.0963811010159945
"6am",0.109728172205017,0.109728172205017
"7am",-0.0302086306708322,-0.0302086306708318
"8am",0.0234492353944702,0.0234492353944707
"9am",-0.0680765957967213,-0.0680765957967213
"10am",-0.020767268718892,-0.0207672687188918
"11am",0.106357981191175,0.106357981191175
"12am",0.0477555184603414,0.0477555184603414
"1pm",-0.0190225310998854,-0.0190225310998855
"2pm",-0.0850172525712216,-0.0850172525712216
"3pm",0.0497132097477233,0.0497132097477234
"4pm",0.03111856026493,0.0311185602649299
"5pm",0.175769070909993,0.175769070909993
"6pm",0.308466724418892,0.308466724418892
"7pm",0.168129073156281,0.168129073156282
"8pm",0.0927529951810019,0.0927529951810017
"9pm",0.222897041188002,0.222897041188002
"10pm",0.128361814195151,0.128361814195151
"11pm",0.139333945537002,0.139333945537002
"12pm",0.113921278114671,0.113921278114671
"1am",0.0746098581407483,0.0746098581407481
"2am",0.117490276139995,0.117490276139994
"3am",0.0909785295775662,0.0909785295775659
