"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.0809334773422406,0.131646480723302,-0.224690796695123,-0.0155063618606444,-0.0469597020427105
"5am",0.072146835939257,0.162897793007079,-0.202862920957377,-0.0457507137643842,-0.0451100121733231
"6am",0.0615312790514795,0.154411631302604,-0.138081222125571,-0.0466407015120953,-0.0669343945451043
"7am",0.0283998661442828,0.157151970858893,-0.0523820403263185,0.00401220076037314,0.059409922472587
"8am",-0.0960065113947665,0.138645603731221,-0.292685664113251,0.0412114385053583,-0.0549264859080555
"9am",-0.0835839717031629,0.0848894179778823,-0.193526013590188,0.0708510320710408,0.120347352442811
"10am",-0.0790101953556488,0.114780838788441,-0.151439811479319,0.029825902243583,0.0806323130528005
"11am",-0.119504612097786,0.103913455463017,-0.142143651450374,0.0515930479920752,-0.0327773215301011
"12am",-0.103434854062959,0.119404149876711,-0.187045237299724,0.0422845452888031,0.0439073321409254
"1pm",-0.336707891061734,0.128609745640657,-0.0714687122760243,0.0874078437571352,0.1448324585327
"2pm",-0.144455551443598,0.0594535469588993,-0.186035805381499,0.0374287833394233,0.0368262299239657
"3pm",0.0462965846379605,-0.0651277025933646,-0.0501090177709406,0.054217950844272,0.0886765312021128
"4pm",0.00553540653558857,-0.0170287127376772,-0.00238300171726139,0.157417420778868,-0.0112538369138845
"5pm",-0.06306178833809,0.00389220850149442,0.0181056494747217,0.0546782969789525,0.0787555428101771
"6pm",0.0603210791335089,0.12937951850503,-0.0790111337748706,0.0355974455645895,0.0345532386607465
"7pm",0.0749674097347823,0.213214840351677,-0.0235345626566428,0.0605155562737348,-0.0378292968247896
"8pm",0.073836300033354,0.193258499575379,-0.154336556571372,0.0489260022187948,-0.0539156483491545
"9pm",0.135044425089729,0.151742735361772,-0.0652861051480887,0.0318726911981358,0.0150456990596097
"10pm",0.196211062861294,0.143016777202258,-0.187117124832225,-0.0253154192080162,-0.087925619068864
"11pm",0.171199181227148,0.152446629090727,-0.150062202586467,-0.0440497132814664,-0.045055357802155
"12pm",0.175781856327709,0.14784028430575,-0.184356836263733,-0.0453534981074547,-0.0537486245309851
"1am",0.160895514051885,0.148411690148348,-0.173001474379847,-0.0273132338860083,-0.0155370004595022
"2am",0.157883335643003,0.148344103511516,-0.184312040317527,-0.0313493490590282,-0.0264441688803622
"3am",0.0696132061882334,0.129174531448688,-0.218831660419304,-0.00480267948038518,-0.0382682549186627
