"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.0158758656532728,0.0385419598916385,-0.170264169652486,0.198122240131331
"5am",0.0243665540769584,0.0329906065307961,-0.184652933729049,0.19450879666696
"6am",0.0106150835912618,-0.0794884351329766,-0.173636291151202,0.20892875378902
"7am",-0.0886167556308174,-0.162325459662942,-0.125747571533894,-0.0324976975216283
"8am",-0.0599100421761987,-0.272903518658046,-0.208646504662349,0.0138815206981942
"9am",-0.0385771830054341,-0.177640516655488,-0.201752854568409,0.00543671402736126
"10am",-0.0724004110879568,-0.137330807457123,-0.159762700573293,0.030755413133481
"11am",-0.108766387090584,-0.134525051170837,-0.205511696794348,-0.0127001348002398
"12am",0.0686425605486551,-0.0236760600711473,-0.209601642233454,0.198332536535346
"1pm",-0.0513739618887791,-0.278526477816955,-0.179291711646445,-0.0859375614615448
"2pm",-0.116308512063728,-0.208496281359687,-0.141150406848364,-0.0445490020307484
"3pm",-0.00730038562733675,-0.12584047747753,-0.0830466197825731,-0.0270319797040513
"4pm",-0.0653479105629143,-0.0179465497525555,0.00414295812084408,-0.104350522023837
"5pm",-0.108943838132503,0.0368242791760051,0.00401420054142445,-0.0192493408385036
"6pm",0.00769215476388775,0.169912262352759,-0.124470867925866,0.249762568400641
"7pm",-0.021702675716209,0.0437717075661369,-0.223957255674563,0.15618217732947
"8pm",0.0145304451491706,0.0929027259890056,-0.0506604458880986,0.224014108787848
"9pm",-0.00235630611791302,0.0175087403682108,-0.0608904578980958,0.210182039353203
"10pm",0.0475597811598733,-0.00840296350133843,-0.0134326694757988,0.153886553297148
"11pm",0.0252562071923287,0.021234195653523,-0.0910742301508444,0.155334012332217
"12pm",0.025214276154327,0.0605523358211214,-0.112938120835332,0.167533529591799
"1am",-0.00401622483211295,0.0621060998329685,-0.124184842103113,0.178262414236206
"2am",-0.000452425786662649,0.0525099415040752,-0.142768725202829,0.185035618491695
"3am",0.0169180052493769,0.041454138478268,-0.132997475849081,0.177461283849653
