"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47";"3093.47"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"404.233";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"531.000";"  0.000";"  0.000";"  0.000";"0"
"7am";" 960.731";" 589.720";" 466.090";" 423.378";" 453.824";" 817.349";"   0.000";"   0.000";" 669.980";" 580.660";"   0.000";"   0.000";" 624.961";"1045.804";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"1832.587";" 885.140";" 774.894";" 581.792";" 834.234";" 924.657";"   0.000";" 484.561";"1032.429";"1000.680";"   0.000";" 768.184";" 871.895";"1535.121";"   0.000";"   0.000";" 513.967";"   0.000"
"9am";"1919.590";"1072.174";"1117.122";" 644.394";" 899.681";"1122.831";"   0.000";" 504.837";"1039.947";" 960.079";"   0.000";"1029.084";" 986.895";"1449.831";"   0.000";"   0.000";" 612.910";"   0.000"
"10am";"2039.726";"1020.939";"1494.800";" 642.786";" 735.998";"1060.024";"   0.000";" 742.521";"1220.814";"1000.857";"   0.000";"1368.668";"1109.598";"1561.146";"   0.000";"   0.000";" 728.561";"   0.000"
"11am";"2004.794";" 882.483";"1088.165";" 551.078";" 757.955";"1237.905";"   0.000";"   0.000";"1139.346";"1068.648";"   0.000";" 920.048";"1071.809";"1710.825";"   0.000";"   0.000";" 422.064";"   0.000"
"12am";"1494.856";" 936.366";" 820.190";" 460.006";" 658.920";" 893.579";"   0.000";"   0.000";" 722.420";" 642.273";"   0.000";" 681.752";" 736.818";"1285.846";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1687.082";"1091.241";" 913.084";" 572.079";" 463.915";"1074.966";"   0.000";"   0.000";"1098.834";" 903.733";"   0.000";" 941.798";"1025.776";"1326.605";"   0.000";"   0.000";" 381.973";"   0.000"
"2pm";"1868.840";"1117.834";" 994.508";" 552.078";" 420.367";"1151.410";"   0.000";"   0.000";"1187.286";" 918.464";" 559.549";"1057.149";"1260.270";"1547.716";"   0.000";"   0.000";" 515.368";"   0.000"
"3pm";"2048.191";" 986.270";" 995.204";" 527.486";" 468.120";"1033.587";"   0.000";"   0.000";" 971.063";" 846.539";"   0.000";"1031.014";"1260.589";"1513.280";"   0.000";"   0.000";" 725.213";"   0.000"
"4pm";"1588.370";"1077.466";" 905.276";" 646.773";"   0.000";" 829.039";"   0.000";"   0.000";" 587.603";" 803.847";"   0.000";"1075.331";" 929.867";"1457.492";"   0.000";"   0.000";" 423.686";"   0.000"
"5pm";"1095.525";" 401.136";" 953.708";" 633.116";"   0.000";" 610.620";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 852.880";" 885.276";"1216.586";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"649.563";"  0.000";"566.010";"430.093";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"556.727";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"545.025";"  0.000";"581.405";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"559.183";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"623.398";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
