"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094";"69.8778171747094"
"4am";"26.804140";"37.070269";"41.006854";"32.792198";"25.579721";"19.399840";"15.983920";"24.370400";"13.733844";"24.835108";"21.966829";"41.943934";"24.865300";"14.942148";"16.544026";"33.618559";"24.373261";"13.953060";"10.696424";"10.566499";" 9.992384";"14.566806";"20.737528";"58.912058";"14.452795";"11.949168";"20.060486";" 8.532142";"20.082486";"14.905530";"11.197295";"12.483462";" 9.178761";"18.558630";" 7.045184";"13.802919";"16.740311";" 7.233820";"15.551908";" 8.918386";" 9.731740";"10.175312";"13.446901";"12.108918";"15.465492";"28.751737";"25.879213";" 9.164528";" 9.183472";"12.682912";"10.306285";" 9.810844";"10.442137";"20.822102";"15.839050";"10.501536";"19.300012";"10.784444";"16.677388";" 6.856441";"11.461231";"12.772534";"15.409141";" 8.271219";"10.800661";" 5.499562"
"5am";"26.804140";"36.480963";"41.006854";"32.917738";"25.881563";"18.791075";"15.803256";"24.686602";"13.812050";"24.835108";"22.198131";"41.600101";"24.790927";"14.701116";"16.730845";"33.319978";"24.788172";"13.746107";"10.659191";"10.667735";"10.087560";"14.150331";"20.902466";"58.365093";"14.331826";"11.949168";"20.487921";" 8.527278";"18.911252";"14.902036";"11.161816";"12.977286";" 9.116894";"18.771794";" 6.878715";"13.878913";"17.343043";" 7.149941";"15.633243";" 9.015820";"10.232849";"10.279771";"13.254015";"13.599226";"15.465492";"28.485285";"26.061711";" 9.268341";" 9.091155";"13.464258";"10.246481";" 9.692293";"10.637067";"20.379173";"15.839050";"10.467590";"19.556455";"10.784444";"16.779424";" 7.009832";"11.874452";"12.772534";"15.508004";" 8.271219";"11.810339";" 5.413006"
"6am";"26.478000";"36.375588";"40.717357";"33.124290";"24.272028";"18.241170";"17.564922";"22.639063";"12.731402";"24.519726";"22.510050";"42.149909";"24.693117";"14.581818";"15.947479";"32.967557";"26.477178";"13.243865";"10.606086";" 9.455704";" 9.718960";"14.142559";"20.834631";"56.905368";"12.705610";"10.321102";"21.217988";" 9.652550";"16.522996";"14.533987";"12.588400";"12.098824";" 8.475088";"17.655956";" 6.901227";"13.263044";"16.254231";" 7.013361";"14.223121";"10.063903";" 9.408819";"10.664291";"13.890533";"12.900319";"15.552131";"27.929108";"27.022108";" 9.426040";" 8.180654";"10.927083";" 9.363613";" 8.158179";" 9.272982";"18.981925";"11.597950";" 8.625855";"21.419866";" 9.888254";"15.787346";" 6.718578";"11.940359";"12.895989";"14.495085";" 7.501221";"11.271100";" 4.713589"
"7am";"26.663241";"49.187722";"34.525611";"28.579901";"22.022940";"18.264512";"22.496463";"21.411643";"20.059980";"19.963985";"19.584255";"34.730622";"23.403989";"15.204868";"11.078035";"36.258099";"18.697617";" 8.525263";"10.433106";"18.689193";"13.275461";"12.522577";"14.351567";"65.421488";" 9.809559";"10.297520";"12.802102";"17.529113";"15.157063";"17.170969";"11.831692";"10.984131";"18.614516";"13.251560";"19.433330";" 8.052906";"20.483777";" 7.935457";"10.466771";" 8.953054";" 6.447606";" 5.604338";" 7.766331";" 9.951271";" 7.336223";"18.827332";"28.175106";" 6.316829";" 8.024573";" 6.124890";" 5.831483";" 7.756026";" 8.546724";"19.953134";" 9.715802";" 5.370051";"11.011338";" 5.202176";"10.854380";" 3.729629";"11.912404";"13.225319";" 7.957213";" 5.312580";"10.128243";" 5.247314"
"8am";"24.344950";"43.244936";"26.081346";"24.049486";"21.410427";"18.796382";"23.869153";"22.512823";"26.423710";"16.952093";"18.136986";"29.288475";"26.147115";"15.195868";"12.869329";"41.217619";"21.426546";" 7.446343";"16.114079";"21.193647";"18.973813";"13.091264";"12.621916";"65.676483";" 6.226847";" 6.483381";" 8.690602";"23.368291";"14.986079";"13.448078";"11.220471";"10.855602";"19.758498";"12.267509";"21.048430";" 9.363522";"23.737108";" 9.281093";" 8.791642";"11.665497";" 6.621293";" 4.819805";" 6.821721";"10.265001";" 8.646467";"14.557891";"33.431277";" 8.315740";" 8.093526";" 9.513514";" 6.270072";" 7.528571";" 8.537885";"18.049745";" 9.300034";" 5.718010";" 7.197171";" 8.328981";"11.860485";" 2.678291";"13.790942";"13.090024";" 8.649394";" 6.871917";"10.140808";" 5.618513"
"9am";"21.667331";"43.003148";"22.672568";"21.874959";"20.040286";"16.309262";"23.030092";"16.377947";"26.430157";"15.532476";"17.652024";"25.250338";"24.356808";"16.397462";"10.423765";"42.970116";"22.642349";" 8.721415";"15.376830";"22.698555";"19.003944";"12.212300";"11.253207";"64.594412";" 7.165832";" 6.979212";" 8.808189";"24.536080";"13.886244";"13.872146";" 9.483270";"10.867848";"18.850215";"12.212537";"23.435290";"11.245434";"22.873194";" 9.182057";" 7.000403";"13.272681";" 7.898065";" 3.586712";" 8.736462";"10.331726";" 5.934413";"13.590722";"34.357145";" 8.461011";" 7.859451";" 9.451244";" 6.536573";" 7.950437";" 6.453770";"20.183985";" 9.853814";" 6.403815";" 6.216886";" 8.778639";"12.526871";" 2.923081";"10.590269";"11.908684";" 5.501604";" 6.242400";" 7.266743";" 6.282516"
"10am";"22.791482";"40.433377";"24.537327";"22.653238";"20.615941";"16.076912";"26.702513";"15.828996";"26.126061";"17.267087";"15.974838";"21.747054";"22.617407";"18.642113";"10.630281";"40.255459";"20.967522";" 8.736835";"13.769897";"21.628206";"18.929333";"12.102166";"10.467479";"64.546698";" 6.241396";" 7.279593";" 9.521318";"27.494499";"13.402276";"13.518205";" 8.899642";"11.238445";"18.859912";"11.396915";"24.008224";"12.213648";"23.721070";" 8.759588";" 6.850346";"13.391409";" 6.151133";" 3.518414";" 9.796574";" 9.181751";" 7.352416";"15.277850";"29.598731";" 7.715335";" 9.434361";"11.746665";" 6.558153";" 7.266807";" 7.037585";"18.644478";"10.703355";" 6.391227";" 6.251940";" 7.040383";"13.021809";" 0.000000";" 9.953687";"11.599385";" 6.647198";" 6.499773";" 8.034902";" 7.501665"
"11am";"22.879677";"39.244112";"25.240987";"23.848422";"20.462197";"16.706185";"27.085385";"17.996302";"26.106515";"16.598991";"17.307722";"21.732170";"22.172436";"16.454154";"10.472666";"41.386478";"20.395129";" 8.826413";"13.333578";"21.269071";"19.172568";"11.818290";"11.471729";"63.831533";" 6.341551";"10.020656";" 9.563963";"27.913785";"14.364834";"13.146983";" 7.916928";"11.452396";"18.286535";"11.671338";"22.888335";"12.145685";"23.129648";" 9.507898";" 7.044242";"12.678726";" 7.217229";" 3.171925";" 9.443756";" 9.434956";" 5.949860";"14.599830";"30.277087";" 5.082482";"10.201538";" 9.475507";" 5.236319";" 8.033709";" 8.469593";"18.193336";" 9.314863";" 5.829147";" 6.580545";" 7.222586";"10.875756";" 0.000000";" 9.638456";"12.376609";" 4.903649";" 6.007829";" 7.634351";" 6.999634"
