"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58";"12001.58"
"4am";" 5603.42";" 5895.16";" 6790.50";" 7917.22";" 6056.12";" 5965.58";" 8440.34";" 6508.82";" 7293.50";"11538.82";" 7424.28";" 9456.40";" 7223.08";" 6770.38";" 6669.78";" 8379.98";" 6317.68";" 5603.42";" 7373.98";" 6337.80";" 6528.94";" 6468.58";" 6589.30";" 6257.32";" 6076.24";" 6217.08";"12001.58";" 6518.88";" 2545.18"
"5am";" 5593.36";" 5844.86";" 6720.08";" 7856.86";" 5945.46";" 5905.22";" 8349.80";" 6418.28";" 7122.48";"11428.16";" 7333.74";" 9345.74";" 7122.48";" 6619.48";" 6549.06";" 8299.50";" 6196.96";" 5553.12";" 7202.96";" 6257.32";" 6448.46";" 6337.80";" 6327.74";" 6116.48";" 5905.22";" 6046.06";"11790.32";" 6418.28";" 2494.88"
"6am";" 5382.10";" 5563.18";" 6498.76";" 7645.60";" 5724.14";" 5522.94";" 7846.80";" 6106.42";" 6770.38";"11206.84";" 6991.70";" 8953.40";" 6508.82";" 6116.48";" 6106.42";" 7675.78";" 5734.20";" 5009.88";" 6619.48";" 5704.02";" 5854.92";" 5734.20";" 5643.66";" 5482.70";" 5261.38";" 5593.36";"10965.40";" 6056.12";" 2404.34"
"7am";" 4728.20";" 4778.50";" 5673.84";" 6307.62";" 4919.34";" 4798.62";" 6710.02";" 5050.12";" 5482.70";"10039.88";" 5985.70";" 7303.56";" 5019.94";" 4768.44";" 4496.82";" 5482.70";" 4215.14";" 3712.14";" 4758.38";" 4436.46";" 4718.14";" 4396.22";" 4527.00";" 4416.34";" 4245.32";" 4486.76";" 9486.58";" 4959.58";" 2193.08"
"8am";"3963.64";"4024.00";"4848.92";"4788.56";"4154.78";"4104.48";"5422.34";"4104.48";"4516.94";"8088.24";"4999.82";"5683.90";"3883.16";"3370.10";"3299.68";"4164.84";"3088.42";"2776.56";"3490.82";"3601.48";"4315.74";"3611.54";"3933.46";"3782.56";"3581.36";"3631.66";"8460.46";"3822.80";"2092.48"
"9am";"3681.96";"3681.96";"4516.94";"4376.10";"3893.22";"3762.44";"5050.12";"3772.50";"4134.66";"7736.14";"4557.18";"5170.84";"3661.84";"3048.18";"2937.52";"3863.04";"2826.86";"2655.84";"3189.02";"3158.84";"4235.26";"3309.74";"3772.50";"3521.00";"3309.74";"3239.32";"7856.86";"3510.94";"1961.70"
"10am";"3490.82";"3611.54";"4335.86";"4104.48";"3671.90";"3681.96";"4879.10";"3500.88";"3933.46";"7464.52";"4154.78";"4909.28";"3531.06";"2957.64";"2816.80";"3601.48";"2665.90";"2484.82";"3108.54";"3078.36";"4074.30";"3128.66";"3601.48";"3339.92";"3349.98";"3239.32";"7585.24";"3380.16";"1800.74"
"11am";"3430.46";"3631.66";"4416.34";"4215.14";"3742.32";"3681.96";"4899.22";"3661.84";"4134.66";"7585.24";"4366.04";"5009.88";"3601.48";"3068.30";"2766.50";"3621.60";"2675.96";"2595.48";"3168.90";"3209.14";"4034.06";"3319.80";"3782.56";"3360.04";"3400.28";"3299.68";"7695.90";"3440.52";"1599.54"
"12am";"3360.04";"3641.72";"4315.74";"4426.40";"3681.96";"3661.84";"4848.92";"3792.62";"4335.86";"7635.54";"4456.58";"5140.66";"3591.42";"3148.78";"2997.88";"3631.66";"2756.44";"2585.42";"3239.32";"3209.14";"4104.48";"3440.52";"3762.44";"3460.64";"3360.04";"3339.92";"7776.38";"3541.12";"1458.70"
"1pm";"3158.84";"3631.66";"4154.78";"4144.72";"3450.58";"3430.46";"4657.78";"3621.60";"4265.44";"7182.84";"4074.30";"4708.08";"3460.64";"2917.40";"2826.86";"3561.24";"2575.36";"2535.12";"3098.48";"3168.90";"3822.80";"3269.50";"3621.60";"3410.34";"3209.14";"3219.20";"7424.28";"3370.10";"1237.38"
"2pm";"3219.20";"3752.38";"4335.86";"4124.60";"3661.84";"3370.10";"4627.60";"3692.02";"4275.50";"7233.14";"4134.66";"4828.80";"3440.52";"3088.42";"2887.22";"3762.44";"2615.60";"2525.06";"3259.44";"3168.90";"3893.22";"3269.50";"3782.56";"3541.12";"3279.56";"3299.68";"7585.24";"3450.58";" 995.94"
"3pm";"3470.70";"4003.88";"4617.54";"4527.00";"3863.04";"3752.38";"5271.44";"3873.10";"4597.42";"7695.90";"4687.96";"5271.44";"3973.70";"3420.40";"3279.56";"4295.62";"3108.54";"2766.50";"3510.94";"3581.36";"4345.92";"3661.84";"4104.48";"3883.16";"3742.32";"3571.30";"8299.50";"3732.26";" 824.92"
"4pm";"4205.08";"4627.60";"5251.32";"5643.66";"4567.24";"4607.48";"6468.58";"4748.32";"5392.16";"8862.86";"5643.66";"6941.40";"5040.06";"4647.72";"4456.58";"5804.62";"4154.78";"3812.74";"4919.34";"4537.06";"5291.56";"4667.84";"4788.56";"4738.26";"4607.48";"4416.34";"9557.00";"4768.44";" 513.06"
"5pm";" 4637.66";" 4909.28";" 5693.96";" 6518.88";" 5050.12";" 5261.38";" 7202.96";" 5382.10";" 6106.42";" 9788.38";" 6317.68";" 8148.60";" 6056.12";" 5583.30";" 5502.82";" 7052.06";" 5201.02";" 4617.54";" 6096.36";" 5231.20";" 5724.14";" 5241.26";" 5321.74";" 5311.68";" 5190.96";" 5301.62";"10412.10";" 5653.72";"  362.16"
