"variable","code_sec","ressect","poidsp"
"h4","7803","7804",10390.6085073456
"h4","7803","9208",153.662992035422
"h4","9113","9114",15401.551028959
"h4","9201","9104",442.062486075778
"h4","9201","9202",816.634982021803
"h4","9201","9311",2240.16839888306
"h5","7803","7804",10390.6085073456
"h5","7803","9208",153.662992035422
"h5","9113","9114",15401.551028959
"h5","9201","9104",442.062486075778
"h5","9201","9202",816.634982021803
"h5","9201","9311",2240.16839888306
"h6","7803","7804",10134.2172398215
"h6","7803","9208",153.662992035422
"h6","9113","9114",14895.4576113965
"h6","9201","9104",442.062486075778
"h6","9201","9202",816.634982021803
"h6","9201","9311",2240.16839888306
"h7","7803","7804",9591.20905101102
"h7","7803","9208",153.662992035422
"h7","9113","9114",13422.0449239047
"h8","7803","7804",8075.66368141757
"h8","7803","9208",153.662992035422
"h8","9113","9114",11021.7323665127
"h9","7803","7804",4734.63478374453
"h9","7803","9208",153.662992035422
"h9","9113","9114",7182.28048576686
"h10","7803","7804",4452.26793927456
"h10","9113","9114",6413.03570000757
"h11","9113","9114",6389.70228160153
"h12","9113","9114",6376.85579028302
"h13","7803","7804",3944.33770648483
"h13","9113","9114",7188.07731048019
"h14","7803","7804",4219.54562546875
"h14","9113","9114",6675.35801031734
"h15","9113","9114",4854.13890388266
"h16","9113","9114",3741.98056111948
"h17","7803","7804",4091.62918579648
"h17","9113","9114",6909.04073428413
"h18","7803","7804",5384.24220126269
"h18","9113","9114",9960.14040639651
"h19","7803","7804",6718.35511863268
"h19","9113","9114",11948.564030176
"h20","7803","7804",6832.63994098276
"h20","9113","9114",12990.0750287552
"h21","7803","7804",8216.62797285954
"h21","9113","9114",13569.3900005229
"h21","9201","9202",816.634982021803
"h21","9201","9311",2240.16839888306
"h22","7803","7804",8838.01137828956
"h22","9113","9114",14611.1583752142
"h22","9201","9202",816.634982021803
"h22","9201","9311",2240.16839888306
"h23","7803","7804",9962.81032204021
"h23","9113","9114",15207.1844593121
"h23","9201","9202",816.634982021803
"h23","9201","9311",2240.16839888306
"h24","7803","7804",9962.81032204021
"h24","9113","9114",15599.856963579
"h24","9201","9202",816.634982021803
"h24","9201","9311",2240.16839888306
"h25","7803","7804",9962.81032204021
"h25","9113","9114",15756.4127796184
"h25","9201","9202",816.634982021803
"h25","9201","9311",2240.16839888306
"h26","7803","7804",9962.81032204021
"h26","9113","9114",15907.1341683011
"h26","9201","9202",816.634982021803
"h26","9201","9311",2240.16839888306
"h27","7803","7804",9962.81032204021
"h27","9113","9114",15907.1341683011
"h27","9201","9202",816.634982021803
"h27","9201","9311",2240.16839888306
