"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894";"6.894"
"max";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357";"5482.357"
"4am";" 958.387";" 722.657";"1623.014";" 334.486";" 305.646";"1306.893";" 608.386";" 793.711";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 398.080";" 406.638"
"5am";" 958.387";" 722.657";"1523.335";" 383.796";" 305.646";"1306.893";" 608.386";" 793.711";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 398.080";" 378.563"
"6am";" 943.466";" 758.449";"1487.543";" 377.019";" 305.646";"1284.964";" 678.625";" 793.711";" 367.023";" 183.035";" 293.317";" 520.386";" 612.203";" 398.080";" 378.563"
"7am";"1316.042";" 739.903";"1520.650";" 492.355";" 229.558";"1101.380";" 657.045";" 633.528";" 174.001";" 137.376";" 307.416";" 439.155";" 490.760";" 259.536";" 263.229"
"8am";"1701.236";"1182.147";"1940.312";" 395.017";" 126.900";" 392.360";" 249.666";" 500.352";" 109.162";" 117.778";" 247.650";" 343.400";" 502.061";" 131.967";" 124.280"
"9am";"1719.762";"1128.826";"1984.068";" 439.684";" 126.900";" 406.631";" 257.524";" 502.399";" 111.530";" 117.778";" 250.951";" 302.400";" 425.775";" 131.967";"  91.692"
"10am";"1771.577";"1059.115";"1839.574";" 473.758";" 105.856";" 446.860";" 221.566";" 564.867";" 111.530";" 117.778";" 237.951";" 245.457";" 451.817";" 167.923";"  75.768"
"11am";"1638.303";" 869.981";"1474.736";" 833.942";" 145.353";" 652.392";" 209.733";" 526.801";" 111.530";" 103.493";" 194.488";" 277.807";" 416.772";" 125.397";"  76.087"
"12am";"1535.158";" 761.715";"1283.112";" 793.066";" 172.659";" 562.949";" 246.270";" 776.392";" 222.008";" 111.441";" 221.176";" 245.928";" 540.622";" 255.152";" 184.539"
"1pm";"1547.437";"1147.007";"1483.260";" 706.788";" 166.233";" 351.407";" 266.880";" 464.896";" 175.829";" 151.750";" 234.852";" 204.528";" 497.146";" 220.545";" 124.309"
"2pm";"1549.014";"1201.752";"1611.319";" 390.703";" 143.431";" 313.968";" 256.078";" 423.487";" 179.293";" 163.518";" 195.621";" 541.865";" 472.713";" 189.142";" 107.297"
"3pm";"1455.164";"1220.027";"1387.950";" 390.940";" 210.819";" 420.345";" 272.483";" 444.634";" 125.209";" 136.567";" 203.086";" 523.296";" 424.811";" 191.741";" 107.297"
"4pm";"1539.813";"1299.800";"1388.189";" 415.339";" 215.241";" 424.621";" 217.587";" 432.180";" 111.065";" 130.633";" 254.404";" 563.080";" 466.525";" 224.584";" 146.012"
"5pm";"1160.865";" 862.740";"1591.385";" 477.032";" 275.713";" 559.331";" 636.824";" 418.206";" 179.947";" 108.630";" 365.292";" 667.147";" 427.616";" 377.268";" 190.938"
"6pm";" 980.998";" 748.532";"1822.193";" 824.125";" 251.553";"1347.401";" 190.766";" 514.152";" 284.266";" 109.337";" 294.251";" 423.237";" 529.404";" 356.396";" 300.978"
"7pm";"1199.822";" 801.690";"1524.350";" 321.575";" 281.952";"1357.411";" 594.365";" 590.723";" 336.381";" 162.816";" 287.385";" 478.323";" 536.585";" 391.510";" 370.041"
"8pm";"1063.401";" 782.425";"1623.519";" 321.575";" 254.841";"1350.423";" 582.583";" 729.841";" 304.388";" 149.225";" 271.966";" 625.973";" 558.028";" 391.510";" 382.511"
"9pm";"1074.393";" 804.880";"1651.622";" 321.575";" 263.329";"1350.423";" 582.583";" 751.770";" 304.388";" 149.225";" 271.966";" 625.973";" 582.651";" 384.500";" 382.511"
"10pm";"1033.743";" 788.200";"1601.424";" 321.575";" 322.903";"1316.082";" 608.386";" 739.627";" 345.884";" 157.166";" 271.966";" 625.973";" 596.692";" 384.500";" 406.638"
"11pm";" 943.765";" 740.658";"1647.586";" 334.486";" 345.289";"1275.811";" 608.386";" 829.195";" 367.023";" 183.035";" 300.788";" 625.334";" 561.208";" 391.510";" 406.638"
"12pm";" 943.765";" 740.658";"1647.586";" 334.486";" 345.289";"1260.392";" 608.386";" 829.195";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 391.510";" 406.638"
"1am";" 943.765";" 740.658";"1623.014";" 334.486";" 345.289";"1284.964";" 608.386";" 829.195";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 398.080";" 406.638"
"2am";" 958.686";" 740.658";"1623.014";" 334.486";" 345.289";"1284.964";" 608.386";" 829.195";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 398.080";" 406.638"
"3am";" 958.686";" 740.658";"1623.014";" 334.486";" 345.289";"1284.964";" 608.386";" 829.195";" 367.023";" 183.035";" 316.207";" 625.334";" 604.597";" 398.080";" 406.638"
