"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"201";"202";"203";"204";"205";"206";"207";"208";"209";"210";"211";"212";"213";"214";"215";"216";"217";"218";"219";"220";"221";"222";"223";"224";"225";"226";"227";"228";"229";"230";"231";"232";"233"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698";"9206.698"
"4am";"1233.7621";"1566.8397";"1190.6595";"1710.0727";"1937.9682";"1003.7063";"1937.0447";"1948.6585";" 519.2685";"1371.3692";"1828.9184";"1071.1505";"1477.9899";" 302.8441";"1567.7802";" 274.6635";" 623.6694";"1118.6466";" 584.2493";"1173.6966";" 705.5094";"1776.6002";" 759.5080";"1413.3925";"1139.5615";" 625.4905";"1279.3483";"1752.2273";"1438.0079";"1934.5049";"1267.4068";"1729.6010";" 740.0688";"2160.2167";"1134.4544";" 884.5278";" 981.5137";"1365.6521";"1400.0582";"2110.4015";"3416.1625";"1248.6002";"2802.5947";"2773.1389";"3936.9638";" 880.3528";" 904.3904";"1995.2296";"2206.3508";"1422.4832";"2598.7938";"1546.0555";"1011.6533";"2573.8932";"1523.6895";"2722.5058";"1061.1403";"4288.1710";"4667.3272";"1768.4098";"1929.8969";"3612.6043";"1660.8308";"1883.9459";"2200.1569";"2689.7374";"2388.6922"
"5am";"1164.5254";"1566.8397";"1190.6595";"1710.0727";"1902.3931";" 979.2816";"1937.0447";"1948.6585";" 519.2685";"1371.3692";"1842.8125";"1071.1505";"1513.2577";" 302.8441";"1567.7802";" 274.6635";" 623.6694";"1215.5593";" 570.3552";"1173.6966";" 705.5094";"1776.6002";" 818.6657";"1378.1247";"1083.5759";" 593.2815";"1279.3483";"1752.2273";"1438.0079";"1934.5049";"1230.2606";"1664.8973";" 680.9111";"2160.2167";"1134.4544";" 858.8186";" 981.5137";"1365.6521";"1400.0582";"2110.4015";"3536.0278";"1182.5128";"2802.5947";"2387.7811";"3936.9638";" 880.3528";" 904.3904";"1995.2296";"2206.3508";"1422.4832";"2598.7938";"1612.1429";"1011.6533";"2573.8932";"1523.6895";"2722.5058";"1061.1403";"3936.0485";"4667.3272";"2037.8132";"1929.8969";"3612.6043";"1660.8308";"1883.9459";"2200.1569";"2689.7374";"2319.3993"
"6am";"1220.1174";"1480.3702";"1263.2396";"1667.2572";"1834.9787";" 953.9545";"1901.8663";"1863.9853";" 519.2685";"1326.8636";"2000.6545";"1109.6314";"1393.6934";" 290.2943";"1547.9946";" 274.6635";" 623.6694";"1137.3096";" 640.3845";"1173.6966";" 682.7059";"1955.1333";" 790.0883";"1360.1963";"1056.6878";" 593.2815";"1186.0058";"1769.2330";"1438.0079";"1896.2844";"1230.2606";"1709.1212";" 570.1739";"2100.4045";"1061.8743";" 858.8186";"1025.0534";"1236.2128";"1400.0582";"2148.0010";"3457.0151";"1263.5962";"2802.5947";"2387.7811";"3936.9638";" 866.2980";" 904.3904";"1995.2296";"2150.9520";"1367.7189";"2463.1203";"1612.1429";" 856.5613";"2482.5775";"1481.9551";"2649.4714";"1061.1403";"4063.2341";"4582.5328";"2037.8132";"1880.9600";"3558.5851";"1660.8308";"1883.9459";"2388.2741";"2601.0206";"2304.9060"
"7am";"1445.9058";"1874.4611";"1149.7666";"1480.2811";"1668.4746";"1075.2984";"2002.3490";"1671.1347";" 605.1103";"1266.2990";"2800.9920";" 980.9104";"1568.9790";" 270.1849";"1480.8873";" 320.9496";" 620.7643";"1277.8038";" 602.0705";"1253.2319";" 545.9567";"2261.6086";" 760.5645";"1334.2023";"1131.1018";" 509.0793";"1100.1568";"1668.0031";"1223.9278";"1293.3490";" 907.1957";"1724.5985";" 672.5983";"1773.1040";" 978.8665";" 775.3117";" 808.9268";"1249.9988";"1164.4979";"2093.7019";"3242.1434";" 840.4285";"2679.7243";"1986.3443";"3791.4994";" 771.3953";" 730.7561";"1995.2296";"1962.7763";"1254.0818";"2151.6852";"1720.2248";" 888.1062";"2604.9183";"1582.2749";"2273.9393";"1029.8312";"3365.0060";"4626.3610";"1878.4413";"1667.1524";"3454.6763";"1602.9586";"1729.3758";"2644.6309";"2546.4089";"2039.0479"
"8am";"1899.9515";"2624.3386";"1012.5910";"1338.9848";"1544.1026";" 695.7757";"1509.6433";"1393.3937";" 684.6362";"1108.5241";"4404.0277";"1159.8642";"1377.4197";" 389.9798";"1242.5685";" 320.9496";" 628.2383";"2145.6376";" 736.5633";"1190.1582";" 492.9822";"2407.6068";" 658.3433";"1125.4736";"1264.8802";" 434.0833";" 694.6523";"1737.2392";"1546.5543";" 826.0673";" 585.9797";"1047.9558";"1012.7874";"1527.0553";" 897.3855";" 774.2891";" 884.4700";"1254.8720";" 907.3158";"1916.8027";"3388.3232";" 880.0742";"2350.8223";"1896.0892";"4219.3314";" 711.2363";" 646.1647";"1794.0498";"1720.2314";"1374.8466";"2282.6453";"1631.1484";"1058.8874";"2689.5121";"1529.9333";"2443.0426";"1268.9923";"3815.6591";"4174.9000";"2299.0101";"1725.8408";"3244.5712";"1648.5966";"1866.0690";"2884.6089";"2304.2024";"1676.1550"
"9am";"2507.6768";"2741.1894";"1077.5626";"1251.7362";"1637.0550";" 647.1976";"1570.3124";"1408.9830";" 701.1187";"1042.0582";"4650.8050";"1314.5187";"1139.2088";" 398.4821";"1285.4326";" 348.0614";" 710.8668";"2089.4626";" 696.7233";"1087.2425";" 677.1663";"2654.9919";" 635.0589";" 828.4090";"1254.3997";" 489.3287";" 686.1169";"1790.2212";"1603.0469";" 682.7142";" 528.0838";" 854.9392";"1203.5552";"1435.2012";"1021.9314";" 635.3237";" 904.6049";"1161.5328";" 917.6845";"1564.1253";"3240.7235";" 919.8335";"2248.4490";"1902.7981";"4032.7181";" 635.9197";" 868.1226";"1826.0018";"1690.0340";"1417.7715";"2359.5089";"1760.5239";"1463.3237";"2491.3117";"1833.2039";"2187.3209";"1250.6814";"3851.7919";"4220.1714";"2238.3106";"1533.8429";"3409.1919";"1655.7710";"1800.0053";"2878.0739";"2433.4028";"1366.7273"
"10am";"2777.4099";"2870.2195";"1138.3962";"1456.3035";"1578.9897";" 631.6358";"1309.9736";"1428.7217";" 663.8478";"1027.7464";"5056.8738";"1352.6234";"1044.2404";" 436.2620";"1300.0482";" 406.0240";" 882.7582";"1933.2867";" 721.1720";"1096.0276";" 539.9071";"2888.7417";" 614.0429";" 882.5492";"1258.4169";" 463.4060";" 515.7388";"1671.5693";"1362.9948";" 722.6037";" 459.8418";" 897.2173";"1160.3575";"1627.0266";" 890.2309";" 721.0452";" 922.7255";"1240.1473";" 868.7270";"1429.1198";"3374.9650";" 894.5334";"2136.3111";"1785.2532";"3831.9735";" 571.4830";" 871.9473";"1886.6138";"1718.8251";"1391.1028";"2141.5218";"2024.7133";"1388.7460";"2395.8818";"1764.5814";"2062.5678";"1230.2075";"3623.0199";"4220.1714";"2217.0302";"1521.9488";"3507.9133";"1696.0868";"1605.6605";"2858.4102";"2302.9558";"1315.9555"
