"district","hour","mode1","mode2","mode3"
"001","4am",0,108.4177,0
"003","4am",0,0,0
"004","4am",0,0,0
"005","4am",0,0,0
"006","4am",0,0,0
"007","4am",0,0,0
"010","4am",0,125.0973,0
"011","4am",0,0,0
"012","4am",0,0,0
"013","4am",0,0,0
"014","4am",0,0,0
"015","4am",0,0,0
"016","4am",0,0,0
"017","4am",0,0,0
"018","4am",0,0,0
"019","4am",0,0,0
"020","4am",0,0,0
"021","4am",0,183.476,0
"023","4am",0,0,0
"024","4am",0,0,0
"025","4am",0,0,0
"026","4am",0,0,0
"027","4am",0,0,0
"028","4am",0,0,0
"029","4am",0,100.0778,0
"030","4am",0,0,0
"031","4am",0,0,0
"032","4am",0,100.0778,0
"033","4am",0,150.1168,0
"034","4am",0,0,0
"035","4am",0,158.4566,0
"036","4am",0,0,0
"037","4am",0,0,0
"038","4am",0,0,0
"039","4am",0,0,0
"040","4am",0,100.0778,0
"041","4am",0,0,0
"042","4am",0,0,0
"043","4am",0,0,0
"044","4am",0,0,0
"045","4am",0,0,0
"046","4am",0,0,0
"047","4am",0,0,0
"048","4am",0,108.4177,0
"049","4am",0,0,0
"050","4am",0,0,0
"051","4am",0,0,0
"052","4am",0,0,0
"053","4am",0,0,0
"054","4am",0,0,0
"055","4am",0,0,0
"056","4am",0,0,0
"059","4am",0,0,0
"060","4am",0,0,0
"061","4am",0,0,0
"062","4am",0,0,0
"063","4am",0,0,0
"064","4am",0,0,0
"065","4am",0,0,0
"066","4am",0,0,0
"067","4am",0,0,0
"068","4am",0,0,0
"069","4am",0,158.4566,0
"070","4am",0,0,0
"071","4am",0,0,0
"072","4am",0,0,0
"073","4am",0,0,0
"074","4am",0,0,0
"075","4am",0,0,0
"076","4am",0,0,0
"001","5am",0,341.9326,0
"003","5am",0,208.4955,0
"004","5am",0,0,0
"005","5am",0,158.4566,0
"006","5am",0,0,0
"007","5am",0,216.8353,0
"010","5am",0,350.2724,0
"011","5am",0,125.0973,0
"012","5am",0,0,0
"013","5am",0,183.476,0
"014","5am",0,0,0
"015","5am",0,0,0
"016","5am",0,0,0
"017","5am",0,0,0
"018","5am",0,0,0
"019","5am",0,0,0
"020","5am",0,0,0
"021","5am",0,283.5539,0
"023","5am",0,208.4955,0
"024","5am",0,0,0
"025","5am",0,0,0
"026","5am",0,0,0
"027","5am",0,0,0
"028","5am",0,0,0
"029","5am",0,216.8353,0
"030","5am",0,158.4566,0
"031","5am",0,191.8159,0
"032","5am",0,258.5344,0
"033","5am",0,358.6123,0
"034","5am",0,116.7575,0
"035","5am",0,475.3697,0
"036","5am",0,141.7769,0
"037","5am",0,0,0
"038","5am",0,0,0
"039","5am",0,0,0
"040","5am",0,125.0973,0
"041","5am",0,0,0
"042","5am",0,200.1557,0
"043","5am",0,100.0778,0
"044","5am",0,166.7964,0
"045","5am",0,0,0
"046","5am",0,141.7769,0
"047","5am",0,0,0
"048","5am",0,200.1557,0
"049","5am",0,0,0
"050","5am",0,0,0
"051","5am",0,0,0
"052","5am",0,233.515,0
"053","5am",0,0,0
"054","5am",0,0,0
"055","5am",0,0,0
"056","5am",0,0,0
"059","5am",0,200.1557,0
"060","5am",0,0,0
"061","5am",0,0,0
"062","5am",0,0,0
"063","5am",0,0,0
"064","5am",0,0,0
"065","5am",0,0,0
"066","5am",0,0,0
"067","5am",0,0,0
"068","5am",0,0,0
"069","5am",0,458.6901,0
"070","5am",0,116.7575,0
"071","5am",0,108.4177,0
"072","5am",0,0,0
"073","5am",0,208.4955,0
"074","5am",0,0,0
"075","5am",0,0,0
"076","5am",0,0,0
"001","6am",325.253,1617.9251,0
"003","6am",225.1751,1100.8562,0
"004","6am",0,525.4087,0
"005","6am",0,567.1078,0
"006","6am",0,225.1751,0
"007","6am",0,750.5838,0
"010","6am",133.4371,1584.5658,0
"011","6am",0,575.4476,0
"012","6am",0,383.6317,0
"013","6am",0,475.3697,0
"014","6am",0,100.0778,0
"015","6am",0,258.5344,0
"016","6am",0,233.515,0
"017","6am",0,0,0
"018","6am",0,200.1557,0
"019","6am",0,266.8742,0
"020","6am",0,275.2141,0
"021","6am",0,558.7679,0
"023","6am",0,683.8652,0
"024","6am",0,141.7769,0
"025","6am",0,0,0
"026","6am",0,0,0
"027","6am",0,0,0
"028","6am",0,0,0
"029","6am",0,608.8069,0
"030","6am",0,400.3114,0
"031","6am",0,808.9625,0
"032","6am",0,742.244,0
"033","6am",0,1042.4775,0
"034","6am",0,425.3308,0
"035","6am",0,1684.6436,0
"036","6am",0,475.3697,0
"037","6am",0,216.8353,0
"038","6am",0,125.0973,0
"039","6am",0,116.7575,0
"040","6am",0,225.1751,0
"041","6am",0,0,0
"042","6am",0,875.6811,0
"043","6am",0,442.0105,0
"044","6am",0,800.6227,0
"045","6am",0,0,0
"046","6am",0,391.9715,0
"047","6am",0,133.4371,0
"048","6am",0,725.5643,0
"049","6am",0,233.515,0
"050","6am",0,250.1946,0
"051","6am",0,0,0
"052","6am",0,683.8652,0
"053","6am",0,0,0
"054","6am",0,141.7769,0
"055","6am",0,0,0
"056","6am",0,200.1557,0
"059","6am",0,1401.0898,0
"060","6am",0,0,0
"061","6am",0,116.7575,0
"062","6am",0,0,0
"063","6am",0,166.7964,0
"064","6am",0,200.1557,0
"065","6am",0,0,0
"066","6am",0,108.4177,0
"067","6am",0,116.7575,0
"068","6am",0,0,0
"069","6am",0,1642.9445,0
"070","6am",100.0778,458.6901,0
"071","6am",166.7964,567.1078,0
"072","6am",0,391.9715,0
"073","6am",383.6317,1150.8952,0
"074","6am",0,316.9132,0
"075","6am",0,0,0
"076","6am",0,0,0
"001","7am",2602.0238,5078.9504,291.8937
"003","7am",1184.2544,3619.4819,350.2724
"004","7am",158.4566,1684.6436,0
"005","7am",325.253,2318.47,183.476
"006","7am",508.729,1426.1092,166.7964
"007","7am",183.476,2068.2754,0
"010","7am",808.9625,5204.0477,200.1557
"011","7am",425.3308,2018.2364,0
"012","7am",283.5539,1275.9925,0
"013","7am",0,1209.2739,0
"014","7am",0,266.8742,0
"015","7am",0,800.6227,0
"016","7am",0,533.7485,0
"017","7am",0,316.9132,0
"018","7am",0,692.2051,0
"019","7am",200.1557,1175.9146,0
"020","7am",0,867.3413,0
"021","7am",0,1517.8472,0
"023","7am",0,1634.6047,0
"024","7am",0,341.9326,0
"025","7am",0,133.4371,0
"026","7am",0,208.4955,0
"027","7am",0,141.7769,0
