"district","hour","sex1","sex2"
"001","4am",47.66667,52.33333
"003","4am",49.09847,50.90153
"004","4am",46.03604,53.96396
"005","4am",46.52174,53.47826
"006","4am",44.79495,55.20505
"007","4am",46.2752,53.7248
"010","4am",43.56688,56.43312
"011","4am",48.57143,51.42857
"012","4am",45.05076,54.94924
"013","4am",47.23558,52.76442
"014","4am",47.27756,52.72244
"015","4am",48.0055,51.9945
"016","4am",49.62687,50.37313
"017","4am",47.10042,52.89958
"018","4am",44.16058,55.83942
"019","4am",47.39884,52.60116
"020","4am",46.37483,53.62517
"021","4am",43.19066,56.80934
"023","4am",48.17658,51.82342
"024","4am",46.26335,53.73665
"025","4am",47.80362,52.19638
"026","4am",47.54358,52.45642
"027","4am",49.72875,50.27125
"028","4am",48.55596,51.44404
"029","4am",48.37963,51.62037
"030","4am",45.87996,54.12004
"031","4am",46.44886,53.55114
"032","4am",45.93242,54.06758
"033","4am",48.2659,51.7341
"034","4am",50,50
"035","4am",47.21311,52.78689
"036","4am",48.17308,51.82692
"037","4am",46.48167,53.51833
"038","4am",49.93515,50.06485
"039","4am",49.55752,50.44248
"040","4am",48.69668,51.30332
"041","4am",48.51974,51.48026
"042","4am",49.37238,50.62762
"043","4am",46.8,53.2
"044","4am",45.36928,54.63072
"045","4am",49.55437,50.44563
"046","4am",47.85894,52.14106
"047","4am",49.06015,50.93985
"048","4am",48.4375,51.5625
"049","4am",49.16667,50.83333
"050","4am",46.83153,53.16847
"051","4am",47.43276,52.56724
"052","4am",49.89496,50.10504
"053","4am",48.78472,51.21528
"054","4am",46.39498,53.60502
"055","4am",50.11236,49.88764
"056","4am",49.69819,50.30181
"059","4am",52,48
"060","4am",51.88356,48.11644
"061","4am",50.5102,49.4898
"062","4am",50.28571,49.71429
"063","4am",48.10127,51.89873
"064","4am",47.14286,52.85714
"065","4am",51.47059,48.52941
"066","4am",49.19957,50.80043
"067","4am",51.44404,48.55596
"068","4am",47.58772,52.41228
"069","4am",60.23857,39.76143
"070","4am",43.79845,56.20155
"071","4am",40.71146,59.28854
"072","4am",42.83513,57.16487
"073","4am",48.12734,51.87266
"074","4am",46.04255,53.95745
"075","4am",49.23372,50.76628
"076","4am",50.61082,49.38918
"001","5am",48.01289,51.98711
"003","5am",49.45355,50.54645
"004","5am",45.57885,54.42115
"005","5am",45.77259,54.22741
"006","5am",44.54254,55.45746
"007","5am",45.96491,54.03509
"010","5am",43.7037,56.2963
"011","5am",48.49023,51.50977
"012","5am",44.86934,55.13066
"013","5am",47.66467,52.33533
"014","5am",47.20745,52.79255
"015","5am",47.54558,52.45442
"016","5am",50,50
"017","5am",46.75325,53.24675
"018","5am",44.07407,55.92593
"019","5am",46.82307,53.17693
"020","5am",45.74176,54.25824
"021","5am",43.00518,56.99482
"023","5am",47.98077,52.01923
"024","5am",45.58559,54.41441
"025","5am",47.2,52.8
"026","5am",46.42857,53.57143
"027","5am",48.59287,51.40713
"028","5am",48.0663,51.9337
"029","5am",47.95799,52.04201
"030","5am",46.04462,53.95538
"031","5am",46.57143,53.42857
"032","5am",46.64179,53.35821
"033","5am",48.79774,51.20226
"034","5am",49.78102,50.21898
"035","5am",48.82629,51.17371
"036","5am",47.72507,52.27493
"037","5am",45.8502,54.1498
"038","5am",49.13679,50.86321
"039","5am",48.05195,51.94805
"040","5am",48.42615,51.57385
"041","5am",48.14815,51.85185
"042","5am",49.84424,50.15576
"043","5am",46.61274,53.38726
"044","5am",44.58824,55.41176
"045","5am",48.63388,51.36612
"046","5am",48.03549,51.96451
"047","5am",48.4375,51.5625
"048","5am",47.78887,52.21113
"049","5am",48.40686,51.59314
"050","5am",46.69811,53.30189
"051","5am",46.5,53.5
"052","5am",50.67779,49.32221
"053","5am",48.22695,51.77305
"054","5am",46.05678,53.94322
"055","5am",48.68735,51.31265
"056","5am",48.87064,51.12936
"059","5am",52.24913,47.75087
"060","5am",51.65217,48.34783
"061","5am",49.2201,50.7799
"062","5am",49.60317,50.39683
"063","5am",47.50462,52.49538
"064","5am",46.26594,53.73406
"065","5am",50.56391,49.43609
"066","5am",48.58388,51.41612
"067","5am",50.18587,49.81413
"068","5am",47.09821,52.90179
"069","5am",61.58192,38.41808
"070","5am",43.58727,56.41273
"071","5am",40.93567,59.06433
"072","5am",42.79141,57.20859
"073","5am",49.27798,50.72202
"074","5am",46.00172,53.99828
"075","5am",48.62745,51.37255
"076","5am",50.53571,49.46429
"001","6am",46.75325,53.24675
"003","6am",50.35629,49.64371
"004","6am",45.14078,54.85922
"005","6am",46.63866,53.36134
"006","6am",44.40735,55.59265
"007","6am",45.96491,54.03509
"010","6am",46.23431,53.76569
"011","6am",47.86184,52.13816
"012","6am",44.40853,55.59147
"013","6am",47.2661,52.7339
"014","6am",47.17241,52.82759
"015","6am",47.67081,52.32919
"016","6am",48.75346,51.24654
"017","6am",45.19231,54.80769
"018","6am",42.96875,57.03125
"019","6am",45.81633,54.18367
"020","6am",45.46742,54.53258
"021","6am",42.59259,57.40741
"023","6am",47.36298,52.63702
"024","6am",43.63992,56.36008
"025","6am",46.28571,53.71429
"026","6am",44.86692,55.13308
"027","6am",47.02128,52.97872
"028","6am",44.95968,55.04032
"029","6am",46.98225,53.01775
"030","6am",45.89989,54.10011
"031","6am",46.50838,53.49162
"032","6am",48.33127,51.66873
"033","6am",50.40323,49.59677
"034","6am",49.31087,50.68913
"035","6am",51.39814,48.60186
"036","6am",48.47529,51.52471
"037","6am",43.78438,56.21562
"038","6am",45.95016,54.04984
"039","6am",45.84222,54.15778
