"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",52.77778,11.777778,2.7777778,30.55556,2.1111111
"003","4am",54.36893,9.431345,4.8543689,27.46186,3.8834951
"004","4am",52.88288,10.45045,4.4144144,26.93694,5.3153153
"005","4am",57.68116,7.101449,3.7681159,27.82609,3.6231884
"006","4am",52.68139,9.305994,2.9968454,31.70347,3.3123028
"007","4am",50.8326,10.692375,4.5574058,29.09728,4.820333
"010","4am",36.94268,14.649682,0.8917197,46.6242,0.8917197
"011","4am",48.92857,15.357143,1.7857143,31.25,2.6785714
"012","4am",43.21066,11.167513,1.3959391,41.68782,2.5380711
"013","4am",51.68269,15.384615,1.6826923,28.125,3.125
"014","4am",54.58167,15.803453,0.9296149,25.36521,3.3200531
"015","4am",55.84594,9.491059,0.8253095,29.02338,4.8143054
"016","4am",52.98507,12.810945,0.8706468,29.85075,3.4825871
"017","4am",58.69873,11.173975,0.8486563,25.60113,3.6775106
"018","4am",46.53285,12.956204,1.459854,35.40146,3.649635
"019","4am",51.15607,10.789981,1.5414258,32.85164,3.6608863
"020","4am",46.51163,6.29275,3.2831737,39.94528,3.9671683
"021","4am",44.74708,9.338521,1.2970169,41.63424,2.9831388
"023","4am",66.69866,15.451056,1.0556622,13.91555,2.8790787
"024","4am",52.31317,11.921708,2.3131673,29.35943,4.0925267
"025","4am",43.66925,6.459948,3.1007752,41.86047,4.9095607
"026","4am",63.86688,16.164818,0.3169572,15.68938,3.9619651
"027","4am",62.20615,11.392405,1.4466546,20.25316,4.7016275
"028","4am",62.81588,10.469314,1.0830325,21.66065,3.9711191
"029","4am",60.64815,14.814815,0.462963,21.41204,2.662037
"030","4am",56.56155,14.140387,1.525941,24.51679,3.2553408
"031","4am",48.72159,7.102273,4.5454545,34.65909,4.9715909
"032","4am",61.45181,10.638298,2.3779725,21.65207,3.8798498
"033","4am",52.31214,9.971098,1.5895954,31.6474,4.4797688
"034","4am",63.87283,13.150289,1.4450867,19.21965,2.3121387
"035","4am",54.2623,10.163934,0.3278689,33.27869,1.9672131
"036","4am",56.44231,14.230769,2.2115385,23.07692,4.0384615
"037","4am",50.44599,10.109019,2.1803766,32.60654,4.6580773
"038","4am",66.14786,13.359274,0.7782101,17.38003,2.3346304
"039","4am",62.83186,10.442478,2.1238938,20,4.6017699
"040","4am",69.07583,13.151659,2.2511848,11.61137,3.9099526
"041","4am",66.28289,11.513158,1.3157895,14.96711,5.9210526
"042","4am",61.29707,14.539749,1.2552301,18.51464,4.3933054
"043","4am",53.3,11.1,2,29.7,3.9
"044","4am",49.12075,9.730363,1.2895662,36.57679,3.2825322
"045","4am",53.65419,8.55615,1.0695187,31.72906,4.9910873
"046","4am",58.56423,7.934509,1.511335,28.08564,3.9042821
"047","4am",65.22556,13.909774,0.9398496,16.54135,3.3834586
"048","4am",55.39773,10.511364,1.1363636,28.125,4.8295455
