"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",100.0778,0,0,0,0
"003","4am",0,0,0,0,0
"004","4am",0,0,0,0,0
"005","4am",0,0,0,0,0
"006","4am",0,0,0,0,0
"007","4am",0,0,0,0,0
"010","4am",0,0,0,100.0778,0
"011","4am",0,0,0,0,0
"012","4am",0,0,0,0,0
"013","4am",0,0,0,0,0
"014","4am",0,0,0,0,0
"015","4am",0,0,0,0,0
"016","4am",0,0,0,0,0
"017","4am",0,0,0,0,0
"018","4am",0,0,0,0,0
"019","4am",0,0,0,0,0
"020","4am",0,0,0,0,0
"021","4am",0,0,0,0,0
"023","4am",0,0,0,0,0
"024","4am",0,0,0,0,0
"025","4am",0,0,0,0,0
"026","4am",0,0,0,0,0
"027","4am",0,0,0,0,0
"028","4am",0,0,0,0,0
"029","4am",116.7575,0,0,0,0
"030","4am",0,0,0,0,0
"031","4am",0,0,0,0,0
"032","4am",0,0,0,0,0
"033","4am",0,0,0,0,0
"034","4am",0,0,0,0,0
"035","4am",0,0,0,0,0
"036","4am",0,0,0,0,0
"037","4am",0,0,0,0,0
"038","4am",0,0,0,0,0
"039","4am",0,0,0,0,0
"040","4am",0,0,0,0,0
"041","4am",0,0,0,0,0
"042","4am",0,0,0,0,0
"043","4am",0,0,0,0,0
"044","4am",0,0,0,0,0
"045","4am",0,0,0,0,0
"046","4am",0,0,0,0,0
"047","4am",0,0,0,0,0
"048","4am",0,0,0,0,0
"049","4am",0,0,0,0,0
"050","4am",0,0,0,0,0
"051","4am",0,0,0,0,0
"052","4am",0,0,0,0,0
"053","4am",0,0,0,0,0
"054","4am",0,0,0,0,0
"055","4am",0,0,0,0,0
"056","4am",0,0,0,0,0
"059","4am",0,0,0,0,0
"060","4am",0,0,0,0,0
"061","4am",0,0,0,0,0
"062","4am",0,0,0,0,0
"063","4am",0,0,0,0,0
"064","4am",0,0,0,0,0
"065","4am",0,0,0,0,0
"066","4am",0,0,0,0,0
"067","4am",0,0,0,0,0
"068","4am",0,0,0,0,0
"069","4am",767.2634,325.253,717.2245,1217.6137,1167.575
"070","4am",0,0,0,0,0
"071","4am",0,0,0,0,0
"072","4am",0,0,0,0,0
"073","4am",0,0,0,0,0
"074","4am",0,0,0,0,0
"075","4am",0,0,0,0,0
"076","4am",0,0,0,0,0
"001","5am",133.4371,0,208.4955,125.0973,0
"003","5am",0,0,0,0,0
"004","5am",0,0,0,0,0
"005","5am",0,0,100.0778,0,0
"006","5am",0,0,0,0,0
"007","5am",0,0,0,0,0
"010","5am",133.4371,0,133.4371,150.1168,0
"011","5am",0,0,0,0,0
"012","5am",0,0,0,0,0
"013","5am",0,0,0,0,0
"014","5am",0,0,0,0,0
"015","5am",0,0,0,0,0
"016","5am",0,0,0,0,0
"017","5am",0,0,0,0,0
"018","5am",0,0,0,0,0
"019","5am",0,0,0,0,0
"020","5am",0,0,0,0,0
"021","5am",108.4177,0,116.7575,0,0
"023","5am",0,0,0,0,0
"024","5am",0,0,0,0,0
"025","5am",0,0,0,0,0
"026","5am",0,0,0,0,0
"027","5am",0,0,0,0,0
"028","5am",0,0,0,0,0
"029","5am",125.0973,0,0,125.0973,0
"030","5am",0,0,0,0,0
"031","5am",0,0,0,100.0778,0
"032","5am",0,0,0,100.0778,0
"033","5am",100.0778,0,125.0973,108.4177,0
"034","5am",0,0,0,0,0
"035","5am",116.7575,0,175.1362,158.4566,0
"036","5am",0,0,0,0,0
"037","5am",0,0,0,0,0
"038","5am",0,0,0,0,0
"039","5am",0,0,0,0,0
"040","5am",0,0,0,0,0
"041","5am",0,0,0,0,0
"042","5am",0,0,0,0,0
"043","5am",0,0,0,0,0
"044","5am",0,0,0,0,0
"045","5am",0,0,0,0,0
"046","5am",0,0,0,0,0
"047","5am",0,0,0,0,0
"048","5am",0,0,0,0,0
"049","5am",0,0,0,0,0
"050","5am",0,0,0,0,0
"051","5am",0,0,0,0,0
"052","5am",0,0,0,100.0778,0
"053","5am",0,0,0,0,0
"054","5am",0,0,0,0,0
"055","5am",0,0,0,0,0
"056","5am",0,0,0,0,0
"059","5am",0,0,0,0,0
"060","5am",0,0,0,0,0
"061","5am",0,0,0,0,0
"062","5am",0,0,0,0,0
"063","5am",0,0,0,0,0
"064","5am",0,0,0,0,0
"065","5am",0,0,0,0,0
"066","5am",0,0,0,0,0
"067","5am",0,0,0,0,0
"068","5am",0,0,0,0,0
"069","5am",825.6422,316.9132,808.9625,1250.973,1225.954
"070","5am",0,0,0,0,0
"071","5am",0,0,0,0,0
"072","5am",0,0,0,0,0
"073","5am",0,0,150.1168,0,0
"074","5am",0,0,0,0,0
"075","5am",0,0,0,0,0
"076","5am",0,0,0,0,0
"001","6am",492.0494,116.7575,583.7874,592.1272,325.253
"003","6am",308.5733,0,291.8937,416.991,358.6123
"004","6am",141.7769,0,141.7769,208.4955,0
"005","6am",166.7964,0,241.8548,175.1362,0
"006","6am",0,0,133.4371,0,0
"007","6am",225.1751,0,291.8937,216.8353,150.1168
"010","6am",492.0494,116.7575,442.0105,533.7485,275.2141
"011","6am",133.4371,0,225.1751,216.8353,0
"012","6am",108.4177,0,108.4177,191.8159,0
"013","6am",0,0,158.4566,191.8159,0
"014","6am",0,0,0,0,0
"015","6am",108.4177,0,0,0,0
"016","6am",0,0,125.0973,0,0
"017","6am",0,0,0,0,0
"018","6am",0,0,0,0,0
"019","6am",0,0,133.4371,0,0
"020","6am",0,0,141.7769,0,0
"021","6am",166.7964,0,225.1751,133.4371,0
"023","6am",158.4566,0,241.8548,208.4955,0
"024","6am",0,0,0,0,0
"025","6am",0,0,0,0,0
"026","6am",0,0,0,0,0
"027","6am",0,0,0,0,0
"028","6am",0,0,0,0,0
"029","6am",258.5344,0,141.7769,233.515,100.0778
"030","6am",116.7575,0,0,0,0
"031","6am",183.476,0,275.2141,291.8937,0
"032","6am",133.4371,0,258.5344,241.8548,108.4177
"033","6am",250.1946,100.0778,350.2724,291.8937,150.1168
"034","6am",108.4177,0,116.7575,183.476,100.0778
"035","6am",383.6317,0,467.0299,608.8069,241.8548
"036","6am",0,0,200.1557,141.7769,0
"037","6am",0,0,0,100.0778,0
"038","6am",0,0,0,0,0
"039","6am",0,0,0,0,0
"040","6am",0,0,0,0,0
"041","6am",0,0,0,0,0
"042","6am",141.7769,133.4371,291.8937,291.8937,0
"043","6am",100.0778,0,125.0973,225.1751,0
"044","6am",258.5344,0,208.4955,241.8548,141.7769
"045","6am",0,0,0,0,0
"046","6am",0,0,141.7769,133.4371,0
"047","6am",0,0,0,0,0
"048","6am",150.1168,0,200.1557,266.8742,0
"049","6am",0,0,0,0,0
"050","6am",0,0,0,116.7575,0
"051","6am",0,0,0,0,0
"052","6am",175.1362,0,241.8548,191.8159,0
"053","6am",0,0,0,0,0
"054","6am",0,0,0,0,0
"055","6am",0,0,0,0,0
"056","6am",0,0,108.4177,0,0
"059","6am",208.4955,0,316.9132,625.4865,241.8548
"060","6am",0,0,0,0,0
"061","6am",0,0,0,0,0
"062","6am",0,0,0,0,0
"063","6am",0,0,108.4177,0,0
"064","6am",0,0,108.4177,0,0
"065","6am",0,0,0,0,0
"066","6am",0,0,0,0,0
"067","6am",0,0,0,0,0
"068","6am",0,0,0,0,0
"069","6am",1042.4775,408.6512,1175.9146,1509.5074,1417.7694
"070","6am",158.4566,0,241.8548,133.4371,0
"071","6am",166.7964,0,283.5539,225.1751,100.0778
"072","6am",0,0,0,175.1362,125.0973
"073","6am",350.2724,116.7575,500.3892,525.4087,175.1362
"074","6am",116.7575,0,125.0973,0,0
"075","6am",0,0,0,0,0
"076","6am",0,0,0,0,0
"001","7am",1667.964,341.9326,1642.9445,2868.8981,1534.5269
"003","7am",1134.2155,275.2141,1034.1377,1718.0029,1025.7979
"004","7am",391.9715,150.1168,542.0883,608.8069,225.1751
"005","7am",617.1467,283.5539,884.0209,775.6033,366.9521
"006","7am",458.6901,150.1168,658.8458,642.1661,191.8159
"007","7am",533.7485,108.4177,608.8069,717.2245,375.2919
"010","7am",1284.3323,350.2724,1517.8472,2043.2559,1100.8562
"011","7am",500.3892,108.4177,617.1467,808.9625,458.6901
"012","7am",250.1946,0,391.9715,625.4865,300.2335
"013","7am",200.1557,0,341.9326,542.0883,150.1168
"014","7am",0,0,100.0778,100.0778,0
"015","7am",183.476,0,225.1751,316.9132,0
"016","7am",0,0,208.4955,208.4955,0
"017","7am",0,0,0,175.1362,0
"018","7am",125.0973,0,250.1946,216.8353,158.4566
"019","7am",333.5928,0,400.3114,400.3114,175.1362
"020","7am",183.476,0,275.2141,291.8937,183.476
"021","7am",358.6123,0,450.3503,575.4476,200.1557
"023","7am",408.6512,125.0973,525.4087,542.0883,158.4566
"024","7am",0,0,0,116.7575,0
"025","7am",0,0,0,0,0
"026","7am",0,0,0,0,0
"027","7am",0,0,100.0778,0,0
"028","7am",0,0,0,0,0
"029","7am",316.9132,108.4177,275.2141,433.6706,166.7964
"030","7am",208.4955,0,191.8159,300.2335,100.0778
"031","7am",508.729,191.8159,758.9236,792.2829,250.1946
"032","7am",358.6123,116.7575,433.6706,600.467,225.1751
"033","7am",567.1078,233.515,900.7006,817.3024,358.6123
"034","7am",225.1751,0,275.2141,391.9715,183.476
"035","7am",950.7395,216.8353,1025.7979,1492.8278,775.6033
"036","7am",216.8353,0,408.6512,300.2335,108.4177
"037","7am",116.7575,0,258.5344,258.5344,0
"038","7am",0,0,108.4177,0,0
"039","7am",0,0,0,0,0
"040","7am",0,0,141.7769,116.7575,0
"041","7am",0,0,0,0,0
"042","7am",366.9521,216.8353,617.1467,742.244,183.476
"043","7am",325.253,108.4177,350.2724,492.0494,100.0778
"044","7am",675.5254,191.8159,692.2051,1150.8952,692.2051
"045","7am",0,0,0,0,0
"046","7am",133.4371,0,308.5733,291.8937,191.8159
"047","7am",0,0,108.4177,0,0
"048","7am",400.3114,108.4177,492.0494,692.2051,266.8742
"049","7am",158.4566,0,158.4566,141.7769,0
"050","7am",108.4177,0,150.1168,250.1946,0
"051","7am",0,0,0,0,0
"052","7am",291.8937,0,425.3308,375.2919,100.0778
"053","7am",0,0,0,0,0
"054","7am",0,0,0,0,0
"055","7am",0,0,0,0,0
"056","7am",0,0,150.1168,100.0778,0
"059","7am",350.2724,0,492.0494,934.0598,433.6706
"060","7am",0,0,0,0,0
"061","7am",0,0,0,0,0
"062","7am",0,0,0,0,0
"063","7am",0,0,208.4955,0,0
"064","7am",0,0,233.515,166.7964,0
"065","7am",0,0,0,0,0
"066","7am",0,0,0,141.7769,100.0778
"067","7am",0,0,0,0,0
"068","7am",0,0,0,0,0
"069","7am",1392.7499,458.6901,1634.6047,2160.0134,1743.0224
"070","7am",592.1272,108.4177,592.1272,825.6422,500.3892
"071","7am",758.9236,233.515,842.3218,1084.1766,558.7679
"072","7am",375.2919,108.4177,366.9521,667.1856,525.4087
"073","7am",1517.8472,458.6901,1676.3038,2168.3532,1034.1377
"074","7am",258.5344,108.4177,366.9521,358.6123,108.4177
"075","7am",0,0,0,0,0
"076","7am",0,0,0,0,0
"001","8am",2435.2274,658.8458,2585.3442,4828.7558,2560.3247
"003","8am",1751.3622,450.3503,1859.7799,3052.3741,1818.0808
"004","8am",567.1078,233.515,833.982,950.7395,358.6123
"005","8am",925.72,458.6901,1242.6332,1309.3517,567.1078
"006","8am",650.506,283.5539,984.0988,850.6616,308.5733
"007","8am",750.5838,166.7964,900.7006,1009.1182,533.7485
"010","8am",2160.0134,650.506,2518.6256,3594.4624,1976.5373
"011","8am",817.3024,208.4955,959.0793,1417.7694,758.9236
"012","8am",575.4476,0,658.8458,1092.5164,458.6901
"013","8am",308.5733,0,500.3892,742.244,200.1557
"014","8am",0,0,125.0973,158.4566,0
"015","8am",258.5344,116.7575,366.9521,358.6123,175.1362
"016","8am",141.7769,0,233.515,225.1751,0
"017","8am",133.4371,0,150.1168,325.253,0
"018","8am",216.8353,0,408.6512,358.6123,175.1362
"019","8am",517.0688,208.4955,625.4865,650.506,258.5344
"020","8am",341.9326,100.0778,450.3503,467.0299,325.253
"021","8am",650.506,158.4566,667.1856,959.0793,341.9326
"023","8am",608.8069,175.1362,725.5643,692.2051,275.2141
"024","8am",100.0778,116.7575,150.1168,166.7964,0
"025","8am",0,0,0,0,0
"026","8am",0,0,100.0778,0,0
"027","8am",0,0,100.0778,0,0
