"hour","act1","act2","act3","act4","act5"
"4am",-0.0308547208657536,0.0522761980812587,-0.0599670443055944,0.0204637375553307,-0.0693299068481477
"5am",0.0789423195355891,0.118213522031727,0.094009514751735,-0.00442095115589524,-0.0768173321332852
"6am",0.143179402076188,0.157950589782351,0.21071816566311,0.051857420827435,-0.065124171482854
"7am",0.207209060578936,0.205268491379525,0.0614592269455135,-0.00362851218316838,-0.0463492732488298
"8am",0.259227684080823,0.25318994994461,0.0399002301015605,-0.0832743103358279,-0.0304050081668435
"9am",0.290146410382911,0.283514095437095,0.0426131670899013,-0.0234232730722655,-0.0273392610610423
"10am",0.298369990161808,0.298280830576818,0.0402704262564492,-0.00971417787573443,0.0188091758765971
"11am",0.309533437440065,0.303021202818572,0.0472609254429482,-0.00943285386468997,0.0387124216894683
"12am",0.314794604040063,0.312006023994391,0.0510906529408994,-0.0122287861213501,0.0666212183205286
"1pm",0.299441004793012,0.317137588438717,0.0493336868581848,-0.0105860779076328,0.0299760875473585
"2pm",0.290312397140558,0.310676342694106,0.0500272478540941,-0.0256470491819603,0.0222182931193113
"3pm",0.27854902013701,0.30368867539961,0.0252817589947526,-0.00907913596747696,0.0847297750932569
"4pm",0.313985500091469,0.304165994045951,0.108728293590222,0.0158262922663251,0.185823864414516
"5pm",0.307997064634474,0.281513608748627,0.252681983364451,0.0860529838225179,0.252085986530066
"6pm",0.251393982559263,0.232751109161599,0.285708363549831,0.0417484474476758,0.242147169445916
"7pm",0.214591289035237,0.205280556263102,0.276826261581496,0.0155115244335778,0.213536068588746
"8pm",0.197310470255383,0.190157088195378,0.264145755057628,0.0541092584325287,0.195366394574971
"9pm",0.161402459165427,0.191861031821084,0.233672582941148,0.181846858765845,0.156992619294343
"10pm",0.129445689845872,0.17087404837149,0.137129127929437,0.125227951407347,0.186125497167639
"11pm",0.105948216888565,0.142376573196515,0.129906335673283,0.0777834917896887,0.209332434568649
"12pm",0.0920286341218674,0.143627552332958,0.17908881501909,0.0369886039026374,0.207991746619093
"1am",0.0814030915075291,0.139641931196007,0.181204862281893,0.0323664297826821,0.169409332339404
"2am",0.0708949193542118,0.134671482516704,0.179023062578564,0.0329498872238225,0.161616273257399
"3am",0.0662331547723901,0.137955621606444,0.170869526895913,0.0217795396927434,0.13769112321491
