"hour","sex1","sex2"
"4am",0.123957573376654,0.123957573376654
"5am",0.0574109260439285,0.0574109260439287
"6am",0.0966591882841976,0.0966591882841977
"7am",0.0554581523224859,0.0554581523224858
"8am",0.0549196144881992,0.0549196144881991
"9am",0.0455397866039172,0.0455397866039175
"10am",0.0396443440372708,0.0396443440372705
"11am",0.0586099513940023,0.0586099513940024
"12am",0.0509259737487621,0.050925973748762
"1pm",0.0508099725073052,0.0508099725073052
"2pm",0.0722528846427575,0.0722528846427575
"3pm",0.101127208926572,0.101127208926572
"4pm",0.101282724291829,0.101282724291829
"5pm",0.102512176954836,0.102512176954836
"6pm",0.145542308977474,0.145542308977474
"7pm",0.168001889016343,0.168001889016343
"8pm",0.137585500764963,0.137585500764963
"9pm",0.167383016238356,0.167383016238356
"10pm",0.166841353954224,0.166841353954224
"11pm",0.185230557556393,0.185230557556393
"12pm",0.182711964328633,0.182711964328634
"1am",0.181651181204718,0.181651181204718
"2am",0.184595628860118,0.184595628860118
"3am",0.181527707910558,0.181527707910558
